,open,close,high,low,volume,money,change,pe,pb,cap,dyr,roe
2014-02-21,1623.33,1629.97,1637.18,1611.42,52049.0,655470.0,0.28,46.11,2.55,,0.46,18.08
2014-02-24,1625.39,1635.43,1635.44,1600.62,59054.0,743040.0,0.33,46.26,2.55,3294.26,0.46,18.14
2014-02-25,1640.66,1559.66,1653.37,1552.39,82266.0,1126261.0,-4.63,44.12,2.44,3159.43,0.48,18.08
2014-02-26,1543.3,1550.98,1551.18,1516.6,54674.0,750111.0,-0.56,43.88,2.42,3151.01,0.49,18.13
2014-02-27,1553.68,1521.25,1580.19,1518.79,63304.0,817852.0,-1.92,43.04,2.38,3108.23,0.5,18.08
2014-02-28,1532.62,1545.1,1547.04,1504.11,56663.0,680136.0,1.57,43.2,2.4,3153.39,0.49,18.0
2014-03-03,1541.76,1583.49,1583.49,1537.27,95641.0,785169.0,2.48,44.28,2.47,3246.08,0.48,17.93
2014-03-04,1572.51,1589.59,1592.77,1563.8,67604.0,711253.0,0.39,44.46,2.48,3260.29,0.47,17.93
2014-03-05,1592.25,1585.83,1601.04,1580.81,58312.0,685526.0,-0.24,44.36,2.47,3248.9,0.48,17.96
2014-03-06,1584.61,1602.7,1604.37,1572.48,59905.0,770582.0,1.06,44.86,2.49,3276.11,0.47,18.02
2014-03-07,1601.32,1582.77,1615.54,1575.82,56883.0,698969.0,-1.24,44.3,2.46,3243.98,0.48,18.01
2014-03-10,1567.05,1511.47,1567.49,1506.88,58563.0,648560.0,-4.5,42.31,2.33,3108.04,0.5,18.16
2014-03-11,1505.25,1502.59,1514.46,1484.3,39755.0,447134.0,-0.59,42.06,2.31,3090.68,0.5,18.21
2014-03-12,1499.56,1489.32,1508.36,1463.34,41123.0,445969.0,-0.88,37.94,2.29,3058.99,0.51,16.57
2014-03-13,1490.79,1510.4,1510.69,1481.94,40989.0,439579.0,1.42,38.81,2.34,3093.06,0.5,16.59
2014-03-14,1501.48,1505.25,1511.86,1493.41,41147.0,506689.0,-0.34,38.68,2.33,3077.83,0.5,16.6
2014-03-17,1512.78,1540.46,1541.31,1505.82,39230.0,518543.0,2.34,39.54,2.39,3142.53,0.49,16.54
2014-03-18,1543.81,1546.26,1562.21,1543.1,43145.0,597149.0,0.38,39.56,2.4,3152.74,0.49,16.48
2014-03-19,1548.63,1552.92,1554.49,1540.69,43875.0,552007.0,0.43,39.63,2.41,3170.17,0.49,16.44
2014-03-20,1551.19,1513.37,1557.36,1513.37,51369.0,668698.0,-2.55,38.62,2.34,3097.29,0.5,16.5
2014-03-21,1504.05,1538.28,1538.28,1488.14,51329.0,620081.0,1.65,39.15,2.38,3149.83,0.49,16.45
2014-03-24,1538.65,1533.93,1541.28,1524.99,48891.0,542489.0,-0.28,38.98,2.38,3147.32,0.49,16.38
2014-03-25,1529.96,1534.47,1537.9,1521.91,39457.0,437408.0,0.04,38.91,2.38,3145.59,0.49,16.35
2014-03-26,1535.09,1537.68,1544.95,1534.14,36596.0,463378.0,0.21,38.44,2.39,3153.2,0.49,16.08
2014-03-27,1536.68,1490.85,1536.8,1490.85,42300.0,540915.0,-3.05,32.61,2.3,3069.4,0.5,14.18
2014-03-28,1488.59,1452.1,1493.32,1449.05,42088.0,509925.0,-2.6,31.67,2.24,3004.67,0.52,14.14
2014-03-31,1457.49,1446.34,1462.29,1435.51,30727.0,377903.0,-0.4,31.2,2.23,2991.73,0.52,13.99
2014-04-01,1450.99,1481.32,1482.16,1448.8,33262.0,420522.0,2.42,31.94,2.29,3060.69,0.51,13.95
