,pe_e,pb_e,ps_e,pe_w,pb_w,ps_w,pe_m,pb_m,ps_m,pe_a,pb_a,ps_a,roe,dyr,cap,open,close,low,high,pre_close,volume,money
2012-06-06,15.88,2.31,1.42,9.39,1.73,1.79,21.96,2.58,2.37,19.99,2.22,2.08,18.39,3.24,62155.54,3402.722,3394.556,3384.619,3417.48,,643601665.0,11258322900.0
2012-06-07,15.79,2.3,1.41,9.36,1.72,1.79,21.94,2.55,2.35,19.82,2.21,2.07,18.34,3.25,61981.08,3428.232,3377.618,3369.68,3434.829,3394.556,631067894.0,10871343009.0
2012-06-08,15.71,2.29,1.41,9.32,1.71,1.78,21.51,2.55,2.35,19.8,2.21,2.06,18.35,3.27,61685.42,3404.024,3364.944,3358.701,3404.153,3377.618,1023560801.0,13469254670.0
2012-06-11,15.87,2.31,1.42,9.36,1.72,1.78,22.3,2.59,2.33,20.08,2.1,2.09,18.38,3.25,61927.84,3367.919,3420.918,3365.992,3432.58,3364.944,813255895.0,13058178603.0
2012-06-12,15.76,2.28,1.41,9.32,1.71,1.78,21.98,2.59,2.32,20.97,2.38,2.08,18.35,3.27,61641.91,3403.114,3403.409,3392.018,3419.082,3420.918,742555016.0,10560443252.0
2012-06-13,15.94,2.31,1.43,9.37,1.72,1.79,22.28,2.63,2.28,21.36,2.13,2.11,18.38,3.25,61999.35,3410.998,3463.774,3406.654,3464.135,3403.409,858402197.0,14061089518.0
2012-06-14,15.79,2.29,1.42,9.18,1.69,1.75,22.5,2.63,2.25,21.34,2.26,2.11,18.37,3.33,60866.88,3454.713,3439.562,3434.165,3470.126,3463.774,744858310.0,12539028034.0
2012-06-15,15.81,2.3,1.42,9.22,1.69,1.76,22.57,2.62,2.25,20.35,2.26,2.11,18.34,3.33,61259.91,3445.359,3437.051,3397.635,3459.206,3439.562,734712291.0,13689515096.0
2012-06-18,15.92,2.31,1.43,9.25,1.7,1.76,22.73,2.63,2.26,20.55,2.28,2.29,18.33,3.32,61441.89,3452.211,3467.409,3449.633,3479.654,3437.051,695198603.0,10423480320.0
2012-06-19,15.88,2.31,1.42,9.19,1.69,1.75,22.17,2.71,2.25,20.52,2.15,2.3,18.36,3.35,61167.47,3460.666,3427.094,3421.159,3460.666,3467.409,621177473.0,9697446271.0
2012-06-20,16.04,2.33,1.45,9.2,1.69,1.76,22.24,2.72,2.25,20.61,2.16,2.31,18.34,3.35,61274.72,3434.318,3427.631,3422.409,3451.018,3427.094,569301415.0,8507483396.0
2012-06-21,15.9,2.3,1.44,9.11,1.67,1.74,22.01,2.65,2.22,20.45,2.14,2.13,18.37,3.38,60747.84,3422.336,3398.712,3374.208,3422.336,3427.631,577040318.0,9326746889.0
2012-06-25,15.54,2.25,1.41,9.0,1.65,1.72,21.21,2.61,2.19,19.97,2.09,2.08,18.37,3.45,59446.08,3371.087,3317.876,3315.331,3371.325,3398.712,757494922.0,10734783534.0
2012-06-26,15.48,2.25,1.4,8.97,1.65,1.72,21.39,2.61,2.19,19.92,2.09,2.07,18.35,3.46,59275.75,3297.089,3306.686,3285.339,3325.222,3317.876,537605042.0,8952121228.0
2012-06-27,15.43,2.24,1.39,8.96,1.65,1.71,21.05,2.6,2.17,20.97,1.95,2.41,18.36,3.47,59223.61,3303.966,3299.705,3293.981,3328.988,3306.686,574200035.0,8413166587.0
2012-06-28,15.25,2.21,1.38,8.91,1.64,1.7,20.91,2.52,2.17,20.78,2.06,2.21,18.35,3.49,58854.41,3303.669,3272.307,3271.667,3315.667,3299.705,609045524.0,10700168013.0
