,pe,pb,dyr
2019-05-23,21.83,2.26,1.18
2019-05-24,21.73,2.24,1.19
2019-05-27,22.24,2.3,1.16
2019-05-28,22.36,2.31,1.15
2019-05-29,22.35,2.31,1.15
2019-05-30,22.21,2.29,1.16
2019-05-31,22.2,2.29,1.18
2019-06-03,21.97,2.27,1.2
2019-06-04,21.67,2.24,1.21
2019-06-05,21.68,2.24,1.21
2019-06-06,21.25,2.19,1.24
2019-06-10,21.53,2.22,1.22
2019-06-11,22.32,2.3,1.18
2019-06-12,22.17,2.29,1.19
2019-06-13,22.21,2.29,1.19
2019-06-14,21.81,2.25,1.21
2019-06-17,21.78,2.25,1.21
2019-06-18,21.81,2.25,1.21
2019-06-19,22.14,2.28,1.19
2019-06-20,22.59,2.33,1.17
2019-06-21,22.79,2.36,1.14
2019-06-24,22.78,2.36,1.14
2019-06-25,22.55,2.33,1.16
2019-06-26,22.55,2.33,1.16
2019-06-27,22.8,2.36,1.14
2019-06-28,22.59,2.33,1.22
2019-07-01,23.37,2.41,1.18
2019-07-02,23.4,2.42,1.18
2019-07-03,23.11,2.39,1.19
2019-07-04,22.98,2.37,1.2
2019-07-05,23.13,2.39,1.19
2019-07-08,22.46,2.32,1.23
2019-07-09,22.5,2.32,1.22
2019-07-10,22.39,2.31,1.23
2019-07-11,22.36,2.31,1.23
2019-07-12,22.48,2.32,1.22
2019-07-15,22.7,2.35,1.21
2019-07-16,22.69,2.34,1.21
2019-07-17,22.73,2.35,1.21
2019-07-18,22.36,2.31,1.23
2019-07-19,22.53,2.33,1.22
2019-07-22,22.15,2.29,1.24
2019-07-23,22.34,2.31,1.23
2019-07-24,22.58,2.33,1.22
2019-07-25,22.73,2.35,1.21
2019-07-26,22.75,2.35,1.21
2019-07-29,22.77,2.35,1.21
2019-07-30,22.87,2.36,1.2
2019-07-31,22.72,2.35,1.18
2019-08-01,22.59,2.33,1.18
2019-08-02,22.24,2.3,1.2
2019-08-05,21.91,2.26,1.22
2019-08-06,21.55,2.22,1.24
2019-08-07,21.45,2.21,1.24
2019-08-08,21.67,2.24,1.23
2019-08-09,21.4,2.21,1.25
2019-08-12,21.83,2.25,1.22
2019-08-13,21.68,2.24,1.23
2019-08-14,21.83,2.25,1.22
2019-08-15,21.94,2.26,1.22
2019-08-16,22.06,2.27,1.21
2019-08-19,22.75,2.34,1.17
2019-08-20,22.77,2.35,1.17
2019-08-21,22.76,2.35,1.17
2019-08-22,22.83,2.35,1.17
2019-08-23,22.84,2.36,1.17
2019-08-26,22.64,2.34,1.17
2019-08-27,23.05,2.38,1.15
2019-08-28,23.03,2.38,1.15
2019-08-29,23.02,2.38,1.15
2019-08-30,22.88,2.36,1.2
2019-09-02,23.26,2.4,1.17
2019-09-03,23.42,2.42,1.16
2019-09-04,23.57,2.44,1.16
2019-09-05,23.79,2.46,1.15
2019-09-06,23.87,2.47,1.14
2019-09-09,24.32,2.51,1.12
2019-09-10,24.28,2.51,1.12
2019-09-11,24.05,2.49,1.13
2019-09-12,24.19,2.5,1.13
2019-09-16,24.24,2.51,1.12
2019-09-17,23.77,2.46,1.15
2019-09-18,23.86,2.47,1.14
2019-09-19,24.06,2.44,1.13
2019-09-20,24.1,2.44,1.13
2019-09-23,23.88,2.42,1.14
2019-09-24,23.97,2.43,1.13
2019-09-25,23.6,2.39,1.15
2019-09-26,23.02,2.33,1.18
2019-09-27,23.22,2.35,1.17
2019-09-30,22.99,2.33,1.17
2019-10-08,23.04,2.33,1.17
2019-10-09,23.19,2.35,1.16
2019-10-10,23.52,2.38,1.15
2019-10-11,23.6,2.39,1.14
2019-10-14,23.91,2.42,1.13
2019-10-15,23.64,2.4,1.14
2019-10-16,23.57,2.39,1.14
2019-10-17,23.58,2.39,1.14
2019-10-18,23.3,2.36,1.16
2019-10-21,23.28,2.36,1.16
2019-10-22,23.52,2.38,1.15
2019-10-23,23.33,2.36,1.16
2019-10-24,23.3,2.36,1.16
2019-10-25,23.54,2.38,1.15
2019-10-28,23.89,2.42,1.13
2019-10-29,23.68,2.4,1.14
2019-10-30,23.51,2.38,1.15
2019-10-31,23.34,2.36,1.15
2019-11-01,22.96,2.37,1.14
2019-11-04,23.11,2.39,1.13
2019-11-05,23.24,2.4,1.12
2019-11-06,23.04,2.38,1.13
2019-11-07,23.19,2.4,1.13
2019-11-08,23.15,2.39,1.13
2019-11-11,22.63,2.34,1.15
2019-11-12,22.66,2.34,1.15
2019-11-13,22.68,2.34,1.15
2019-11-14,22.81,2.36,1.15
2019-11-15,22.56,2.33,1.16
2019-11-18,22.72,2.35,1.15
2019-11-19,23.13,2.39,1.13
2019-11-20,22.97,2.37,1.14
2019-11-21,22.91,2.37,1.14
2019-11-22,22.57,2.33,1.16
2019-11-25,22.48,2.32,1.16
2019-11-26,22.57,2.33,1.16
2019-11-27,22.52,2.33,1.16
2019-11-28,22.47,2.32,1.16
2019-11-29,22.4,2.32,1.17
2019-12-02,22.45,2.32,1.16
2019-12-03,22.57,2.33,1.16
2019-12-04,22.62,2.34,1.15
2019-12-05,22.89,2.37,1.14
2019-12-06,23.09,2.39,1.13
2019-12-09,23.08,2.39,1.13
2019-12-10,23.16,2.4,1.13
2019-12-11,23.06,2.39,1.13
2019-12-12,23.02,2.38,1.13
2019-12-13,23.37,2.42,1.12
2019-12-16,23.73,2.46,1.1
2019-12-17,24.05,2.49,1.08
2019-12-18,24.03,2.49,1.08
2019-12-19,24.07,2.5,1.08
2019-12-20,23.89,2.48,1.09
2019-12-23,23.44,2.43,1.11
2019-12-24,23.75,2.47,1.09
2019-12-25,23.85,2.48,1.09
2019-12-26,24.03,2.5,1.08
2019-12-27,23.87,2.48,1.09
2019-12-30,24.11,2.5,1.08
2019-12-31,24.25,2.52,1.07
2020-01-02,24.7,2.56,1.05
2020-01-03,24.76,2.57,1.04
2020-01-06,24.87,2.58,1.04
2020-01-07,25.2,2.62,1.02
2020-01-08,24.89,2.59,1.04
2020-01-09,25.34,2.63,1.02
2020-01-10,25.31,2.63,1.02
2020-01-13,25.67,2.66,0.98
2020-01-14,25.62,2.66,1.01
2020-01-15,25.57,2.65,1.01
2020-01-16,25.54,2.65,1.01
2020-01-17,25.49,2.64,1.01
2020-01-20,25.83,2.68,1.0
2020-01-21,25.51,2.64,1.01
2020-01-22,17.18,2.66,1.01
