,pe_e,pb_e,ps_e,pe_w,pb_w,ps_w,pe_m,pb_m,ps_m,pe_a,pb_a,ps_a,roe,dyr,cap,open,close,low,high,pre_close,volume,money
2006-05-29,17.94,1.94,0.95,18.01,2.12,1.21,18.75,2.28,1.9,17.01,1.79,1.83,11.77,1.97,22965.44,1378.484,1407.426,1370.643,1407.998,,2407474200.0,15326643753.0
2006-05-30,17.94,1.94,0.95,18.05,2.13,1.21,18.79,2.31,1.93,17.61,1.79,1.93,11.78,1.98,22883.36,1417.139,1411.5,1398.972,1419.276,1407.426,2142330000.0,14632124857.0
2006-05-31,17.73,1.92,0.94,17.84,2.1,1.19,18.35,2.25,1.85,16.99,1.77,1.91,11.78,2.02,22534.68,1410.366,1395.468,1385.586,1415.19,1411.5,2258756600.0,14662208727.0
2006-06-01,18.13,1.97,0.97,18.22,2.15,1.22,18.84,2.34,1.84,17.37,1.81,1.95,11.78,1.98,22952.06,1393.576,1425.944,1390.019,1426.227,1395.468,2597586300.0,15924160864.0
2006-06-02,18.02,1.96,0.97,17.99,2.12,1.21,18.51,2.29,1.78,16.76,1.8,1.93,11.78,2.02,22579.29,1427.196,1407.805,1399.592,1429.621,1425.944,2985211000.0,18439879795.0
2006-06-05,18.23,1.99,0.99,18.13,2.14,1.21,18.87,2.27,1.8,16.48,1.82,1.85,11.78,2.0,22715.24,1406.831,1418.53,1378.414,1418.686,1407.805,2776855800.0,15108155435.0
2006-06-06,18.24,2.0,0.99,18.05,2.13,1.21,19.85,2.24,1.8,16.5,1.82,1.85,11.78,2.04,22663.11,1416.034,1419.211,1407.173,1434.266,1418.53,2476617000.0,14456553719.0
2006-06-07,17.13,1.87,0.93,17.11,2.02,1.15,18.83,2.12,1.66,15.51,1.71,1.74,11.78,2.14,21588.8,1419.398,1346.63,1346.087,1419.398,1419.211,2764775300.0,17357059903.0
2006-06-08,17.23,1.87,0.93,17.2,2.03,1.16,18.37,2.16,1.64,15.97,1.76,1.76,11.78,2.15,21640.16,1337.938,1354.229,1317.882,1359.886,1346.63,2338390500.0,14531286889.0
2006-06-09,16.79,1.83,0.91,16.85,1.98,1.13,17.67,2.1,1.58,16.04,1.68,1.72,11.78,2.23,21124.38,1350.56,1325.577,1324.19,1358.179,1354.229,1849757500.0,11580938584.0
2006-06-12,16.82,1.83,0.9,16.92,1.99,1.13,17.63,2.06,1.57,16.12,1.72,1.73,11.78,2.22,21162.48,1314.615,1330.536,1307.099,1341.808,1325.577,1329775100.0,8741520977.0
2006-06-13,16.77,1.82,0.9,16.86,1.99,1.13,17.82,2.09,1.56,15.72,1.67,1.81,11.78,2.24,20946.83,1328.448,1326.06,1315.013,1341.464,1330.536,1370358200.0,9321780757.0
2006-06-14,16.42,1.79,0.88,16.65,1.96,1.12,17.11,2.01,1.61,15.09,1.69,1.79,11.78,2.28,20601.29,1319.609,1309.946,1297.421,1319.609,1326.06,1299995400.0,7873610359.0
2006-06-15,16.43,1.8,0.88,16.68,1.97,1.12,17.25,2.01,1.61,15.54,1.69,1.8,11.78,2.3,20619.34,1309.728,1311.617,1306.567,1325.349,1309.946,999793900.0,6291623257.0
2006-06-16,16.86,1.84,0.9,17.09,2.01,1.15,17.75,2.09,1.65,15.87,1.69,1.84,11.77,2.23,21254.54,1316.397,1342.937,1316.397,1342.949,1311.617,1320591800.0,8414917992.0
2006-06-19,17.01,1.85,0.9,17.25,2.03,1.15,18.05,2.08,1.65,16.01,1.7,1.84,11.78,2.23,21345.48,1331.028,1357.38,1319.291,1364.893,1342.937,1408678500.0,9665946604.0
