,pe_e,pb_e,ps_e,pe_w,pb_w,ps_w,pe_m,pb_m,ps_m,pe_a,pb_a,ps_a,roe,dyr,cap,open,close,low,high,pre_close,volume,money
2012-10-29,33.76,3.2,1.99,21.82,5.18,3.32,26.08,3.8,2.88,21.29,3.62,2.82,23.75,1.39,10421.76,6935.364,6961.071,6869.675,6975.486,,158717256.0,3427528174.0
2012-10-30,33.51,3.21,1.97,21.17,5.2,3.31,25.49,3.92,2.91,21.45,3.64,2.81,24.58,1.38,10450.84,6962.746,6984.83,6950.829,7030.328,6961.071,172752603.0,3854390430.0
2012-10-31,33.52,3.22,1.97,21.27,5.23,3.3,25.33,3.96,2.83,21.46,3.64,2.66,24.59,1.38,10496.09,6973.222,7014.27,6952.064,7014.392,6984.83,193747325.0,4172539681.0
2012-11-01,34.09,3.27,2.01,21.6,5.31,3.35,25.86,4.05,2.84,21.8,3.7,2.71,24.59,1.35,10665.64,7018.181,7130.277,7011.934,7144.563,7014.27,202994490.0,4653417852.0
2012-11-02,34.35,3.29,2.03,21.64,5.32,3.36,26.04,4.06,2.93,21.98,3.75,2.74,24.6,1.35,10676.65,7132.361,7161.341,7111.505,7170.301,7130.277,343751749.0,5816704379.0
2012-11-05,34.05,3.28,2.02,21.35,5.25,3.31,26.01,3.97,2.87,21.76,3.73,2.72,24.59,1.37,10567.38,7145.811,7079.236,7056.021,7170.176,7161.341,342325179.0,5740270435.0
2012-11-06,33.47,3.24,1.99,20.92,5.14,3.25,25.49,3.92,2.83,20.27,3.67,2.67,24.6,1.39,10355.19,7067.984,6947.195,6880.048,7070.973,7079.236,299549040.0,6159431395.0
2012-11-07,33.41,3.24,2.0,20.95,5.15,3.25,25.45,3.92,2.85,21.37,3.68,2.67,24.61,1.39,10357.45,6929.823,6944.49,6904.182,6965.12,6947.195,304283303.0,4866524866.0
2012-11-08,32.95,3.17,1.96,20.7,5.09,3.22,24.57,3.86,2.82,19.98,3.45,2.63,24.6,1.41,10238.32,6899.863,6868.919,6836.25,6922.802,6944.49,351314077.0,5189631189.0
2012-11-09,32.72,3.15,1.94,20.63,5.08,3.2,24.64,3.85,2.78,20.89,3.42,2.61,24.61,1.42,10190.22,6853.35,6836.457,6815.969,6881.056,6868.919,261239372.0,3786744188.0
2012-11-12,32.49,3.15,1.94,20.34,5.0,3.16,24.7,3.83,2.79,19.67,3.4,2.59,24.6,1.44,10040.62,6836.838,6736.278,6694.079,6856.469,6836.457,288946338.0,5130154764.0
2012-11-13,31.81,3.08,1.89,20.06,4.93,3.11,24.26,3.79,2.73,19.27,3.34,2.54,24.6,1.46,9901.99,6731.835,6637.74,6612.835,6731.835,6736.278,256970417.0,4297260358.0
2012-11-14,32.06,3.1,1.89,20.26,4.98,3.15,24.98,3.83,2.73,19.4,3.35,2.56,24.6,1.42,9993.36,6638.81,6708.298,6612.447,6708.298,6637.74,211282404.0,3515346190.0
2012-11-15,31.54,3.05,1.87,19.98,4.92,3.11,24.55,3.8,2.65,19.09,3.3,2.52,24.6,1.44,9858.03,6668.141,6619.568,6605.543,6682.586,6708.298,205146336.0,3064904555.0
2012-11-16,31.11,3.01,1.85,19.61,4.83,3.04,24.13,3.71,2.65,19.87,3.26,2.47,24.6,1.47,9695.19,6607.374,6509.988,6461.296,6607.374,6619.568,209217891.0,4429513731.0
2012-11-19,30.32,2.98,1.83,18.87,4.63,2.92,23.33,3.49,2.61,19.43,3.34,2.4,24.53,1.52,9335.28,6501.133,6273.716,6148.377,6501.133,6509.988,314726159.0,7275926393.0
2012-11-20,30.37,2.98,1.83,18.9,4.64,2.92,23.67,3.54,2.62,19.46,3.35,2.41,24.54,1.52,9341.4,6241.543,6261.391,6237.15,6330.561,6273.716,221611976.0,4626840455.0
2012-11-21,30.44,2.99,1.85,18.95,4.65,2.93,23.71,3.53,2.63,19.52,3.36,2.41,24.52,1.52,9361.1,6258.973,6270.919,6112.536,6310.863,6261.391,256301595.0,4766818077.0
2012-11-22,29.87,2.95,1.83,18.59,4.56,2.88,23.16,3.44,2.56,19.19,3.29,2.36,24.55,1.55,9177.99,6110.858,6135.881,6058.173,6158.901,6270.919,235288197.0,5078641780.0
2012-11-23,30.13,2.97,1.84,18.89,4.63,2.92,23.43,3.48,2.67,19.32,3.64,2.39,24.53,1.53,9316.09,6094.521,6209.388,6094.521,6248.964,6135.881,229141907.0,4598496552.0
2012-11-26,29.43,2.91,1.81,18.49,4.54,2.86,22.73,3.37,2.64,18.91,3.56,2.48,24.54,1.56,9119.26,6174.352,6080.191,6064.981,6178.149,6209.388,163114727.0,3161423667.0
2012-11-27,28.72,2.8,1.75,18.43,4.52,2.85,21.88,3.34,2.5,18.38,3.32,2.41,24.53,1.57,9078.3,6052.343,6029.266,6021.19,6074.455,6080.191,199659510.0,3418933861.0
2012-11-28,28.13,2.72,1.71,18.21,4.47,2.82,21.34,3.29,2.46,17.96,3.09,2.35,24.53,1.59,8954.92,6008.14,5939.356,5922.567,6008.187,6029.266,224287626.0,4355017596.0
2012-11-29,27.81,2.68,1.69,18.21,4.46,2.82,21.07,3.29,2.45,17.72,3.05,2.31,24.52,1.59,8948.84,5935.302,5922.123,5913.205,5999.575,5939.356,219009884.0,4612030336.0
2012-11-30,27.85,2.7,1.7,18.11,4.44,2.8,20.95,3.3,2.49,17.74,3.19,2.31,24.53,1.59,8933.53,5919.681,5906.047,5847.146,5931.784,5922.123,215245144.0,4113485116.0
2012-12-03,26.24,2.58,1.63,16.89,4.14,2.61,19.77,3.09,2.35,16.83,3.01,2.17,24.53,1.7,8355.12,5874.82,5530.696,5527.836,5874.82,5906.047,305616274.0,7210408496.0
2012-12-04,26.71,2.62,1.64,17.0,4.16,2.63,20.16,3.16,2.37,17.16,3.07,2.22,24.49,1.69,8414.16,5457.487,5584.481,5414.16,5622.096,5530.696,345554375.0,7625364803.0
2012-12-05,27.39,2.71,1.7,17.2,4.21,2.66,21.23,3.18,2.45,17.64,3.15,2.27,24.5,1.67,8521.5,5535.71,5671.293,5473.451,5745.181,5584.481,420832496.0,9767080288.0
2012-12-06,27.39,2.71,1.69,17.03,4.17,2.63,21.09,3.23,2.46,17.69,3.3,2.28,24.49,1.68,8434.61,5658.577,5626.267,5474.559,5670.198,5671.293,334867408.0,8384783752.0
2012-12-07,28.0,2.78,1.74,17.4,4.26,2.69,21.48,3.31,2.5,18.12,3.36,2.33,24.49,1.65,8599.51,5648.569,5746.149,5635.576,5763.794,5626.267,384515266.0,8231066782.0
2012-12-10,28.6,2.84,1.77,17.6,4.31,2.71,21.88,3.32,2.58,18.5,3.43,2.39,24.48,1.63,8698.98,5697.903,5821.512,5655.441,5843.783,5746.149,436405660.0,7852504241.0
2012-12-11,28.62,2.82,1.77,17.7,4.33,2.73,21.74,3.31,2.58,18.44,3.43,2.38,24.49,1.63,8732.87,5789.147,5839.154,5782.622,5897.408,5821.512,355233453.0,8412682969.0
2012-12-12,28.63,2.82,1.77,17.97,4.4,2.78,21.52,3.31,2.57,18.43,3.44,2.39,24.49,1.61,8841.32,5864.043,5891.105,5788.769,5892.328,5839.154,240624780.0,5564316205.0
2012-12-13,28.14,2.78,1.74,17.61,4.31,2.72,21.41,3.29,2.5,18.2,3.39,2.35,24.5,1.64,8690.38,5869.916,5785.418,5778.004,5918.434,5891.105,268319854.0,6097349959.0
2012-12-14,29.04,2.88,1.81,17.99,4.41,2.78,22.27,3.31,2.63,18.8,3.5,2.29,24.49,1.6,8880.8,5753.208,5922.433,5715.775,5941.036,5785.418,484214499.0,10062422719.0
2012-12-17,29.72,2.93,1.84,18.41,4.5,2.83,22.46,3.49,2.63,19.16,3.59,2.49,24.45,1.57,9070.45,5913.647,6055.972,5865.333,6101.715,5922.433,568881007.0,11929804543.0
2012-12-18,29.88,2.95,1.84,18.61,4.55,2.86,22.92,3.52,2.7,19.22,3.44,2.51,24.44,1.55,9152.67,6051.303,6100.489,6019.561,6153.314,6055.972,493176849.0,10039613376.0
2012-12-19,30.25,2.98,1.86,18.92,4.63,2.91,23.3,3.57,2.75,19.41,3.48,2.55,24.45,1.53,9300.31,6086.802,6192.769,6082.435,6218.984,6100.489,433655190.0,8765577458.0
2012-12-20,30.01,2.96,1.84,18.77,4.59,2.88,23.16,3.53,2.7,19.25,3.6,2.52,24.45,1.54,9214.57,6174.959,6142.928,6068.275,6179.119,6192.769,392336067.0,6895620331.0
2012-12-21,29.9,2.95,1.84,18.65,4.56,2.87,23.3,3.55,2.69,19.21,3.58,2.51,24.44,1.55,9145.36,6131.497,6101.624,6083.952,6167.545,6142.928,388306683.0,7079365217.0
2012-12-24,29.64,2.95,1.84,18.15,4.43,2.79,23.2,3.48,2.7,19.17,3.56,2.48,24.43,1.59,8916.82,6068.15,5976.641,5912.764,6068.15,6101.624,357150446.0,8594815332.0
2012-12-25,30.25,3.01,1.89,18.42,4.49,2.83,23.74,3.56,2.75,19.57,3.63,2.53,24.4,1.57,9054.28,5956.258,6079.841,5933.969,6128.8,5976.641,455313856.0,8552000242.0
2012-12-26,30.89,3.08,1.92,18.65,4.56,2.87,24.12,3.59,2.8,20.02,3.54,2.58,24.42,1.55,9183.43,6071.91,6171.068,6067.059,6171.811,6079.841,493490965.0,8297251476.0
2012-12-27,31.21,3.07,1.92,18.89,4.61,2.91,24.33,3.62,2.79,20.16,3.56,2.61,24.41,1.53,9299.86,6190.224,6240.973,6137.668,6304.832,6171.068,522303088.0,10116891340.0
2012-12-28,31.64,3.11,1.94,19.18,4.68,2.95,24.51,3.63,2.78,20.43,3.6,2.64,24.42,1.51,9432.67,6235.98,6323.944,6235.078,6347.591,6240.973,397603844.0,8405546795.0
2012-12-31,31.86,3.11,1.96,19.21,4.45,2.96,24.61,3.51,2.83,20.58,3.51,2.66,23.16,1.5,9445.96,6331.988,6360.953,6242.929,6367.175,6323.944,441784369.0,8366047701.0
2013-01-04,32.43,3.35,1.95,19.13,4.46,2.94,26.68,4.07,2.62,21.44,3.73,2.57,23.31,1.52,9406.43,6393.382,6333.911,6264.801,6393.417,6360.953,490049964.0,10227909499.0
2013-01-07,32.54,3.37,1.98,19.07,4.45,2.93,26.81,4.05,2.67,21.55,3.75,2.57,23.32,1.52,9381.66,6312.037,6343.717,6275.825,6345.497,6333.911,418822540.0,7786693452.0
2013-01-08,33.38,3.45,2.01,19.59,4.57,3.0,27.68,4.18,2.76,22.12,3.84,2.65,23.31,1.48,9647.53,6329.136,6505.646,6328.719,6517.402,6343.717,537144369.0,10647691901.0
2013-01-09,33.91,3.48,2.03,20.03,4.67,3.07,27.91,4.29,2.75,22.44,3.89,2.69,23.31,1.45,9874.44,6503.683,6630.325,6498.656,6652.557,6505.646,505505287.0,10773817881.0
2013-01-10,34.01,3.48,2.05,20.08,4.68,3.13,27.91,4.27,2.74,21.27,3.9,2.69,23.31,1.44,9899.86,6619.75,6614.016,6576.808,6685.433,6630.325,365631448.0,7158532185.0
2013-01-11,33.22,3.39,2.0,19.79,4.61,3.09,27.36,4.17,2.64,21.98,3.81,2.62,23.31,1.47,9755.53,6624.128,6518.975,6501.477,6647.64,6614.016,414197074.0,7936499848.0
2013-01-14,34.01,3.49,2.06,20.03,4.67,3.12,28.12,4.27,2.74,22.63,3.9,2.69,23.31,1.44,9895.0,6464.923,6637.722,6422.706,6645.93,6518.975,502258373.0,10644882641.0
2013-01-15,34.15,3.53,2.09,20.05,4.67,3.13,28.74,4.25,2.8,24.07,3.93,2.7,23.31,1.44,9900.04,6633.537,6641.28,6581.363,6674.147,6637.722,524380558.0,10043469051.0
2013-01-16,33.98,3.53,2.09,19.84,4.62,3.09,28.44,4.17,2.79,24.06,3.75,2.68,23.3,1.46,9816.3,6574.255,6612.233,6530.192,6644.256,6641.28,483541453.0,9624307251.0
