,pe_e,pb_e,ps_e,pe_w,pb_w,ps_w,pe_m,pb_m,ps_m,pe_a,pb_a,ps_a,roe,dyr,cap,open,close,low,high,pre_close,volume,money
2009-02-26,12.34,1.82,0.81,12.92,2.03,1.25,11.82,1.96,1.68,8.95,1.89,1.49,15.72,1.86,91584.59,2169.293,2105.52,2084.586,2213.193,,4141548400.0,38159480336.0
2009-02-27,11.98,1.77,0.78,12.81,2.02,1.24,11.93,1.89,1.68,8.74,1.85,1.56,15.73,1.87,91306.01,2090.517,2078.829,2061.234,2118.656,2105.52,3295108100.0,27233436551.0
2009-03-02,12.1,1.79,0.79,12.62,2.04,1.27,11.83,1.88,1.65,9.43,1.86,1.57,16.14,1.87,91056.56,2070.728,2088.817,2044.143,2102.503,2078.829,2304219800.0,20824212951.0
2009-03-03,12.07,1.78,0.8,12.43,2.01,1.26,11.75,1.85,1.6,8.8,1.85,1.55,16.14,1.9,89679.45,2042.792,2068.848,2033.631,2088.799,2088.817,2440308600.0,20539513414.0
2009-03-04,12.84,1.89,0.84,13.26,2.14,1.34,12.73,1.99,1.75,9.96,1.95,1.65,16.15,1.79,95145.72,2072.256,2194.334,2072.256,2202.696,2068.848,4711500600.0,39329606273.0
2009-03-05,12.99,1.91,0.85,13.46,2.17,1.36,13.18,2.05,1.77,10.05,1.99,1.67,16.14,1.77,96415.21,2217.424,2222.471,2175.664,2247.837,2194.334,5722410600.0,50115711537.0
2009-03-06,12.8,1.88,0.84,13.34,2.15,1.35,13.02,2.03,1.74,9.35,1.97,1.65,16.15,1.8,94819.9,2179.153,2195.202,2173.037,2225.166,2222.471,3364093500.0,30646547216.0
2009-03-09,12.6,1.82,0.8,12.92,2.08,1.3,12.93,1.98,1.68,9.82,1.9,1.61,16.09,1.85,91913.08,2209.245,2119.105,2117.327,2240.256,2195.202,3625343600.0,31456847712.0
2009-03-10,12.91,1.85,0.81,13.21,2.11,1.32,13.09,2.03,1.73,10.68,1.91,1.64,15.98,1.82,93457.05,2095.787,2148.778,2085.694,2150.041,2119.105,2245944200.0,19878408035.0
2009-03-11,12.88,1.84,0.82,13.1,2.09,1.31,12.86,2.01,1.7,9.98,1.9,1.62,15.99,1.84,92500.97,2192.66,2138.257,2130.375,2201.59,2148.778,2944636500.0,27338657182.0
2009-03-12,12.78,1.83,0.82,13.07,2.09,1.31,12.69,2.0,1.71,10.54,1.83,1.61,15.99,1.85,92231.01,2126.663,2130.688,2081.99,2135.102,2138.257,2052779900.0,18623972401.0
2009-03-13,12.74,1.83,0.81,13.04,2.08,1.31,12.68,2.0,1.72,10.51,1.83,1.61,15.98,1.85,92372.17,2144.227,2125.546,2119.928,2163.876,2130.688,2106207500.0,20073904208.0
2009-03-16,12.96,1.85,0.83,13.28,2.12,1.33,13.07,2.03,1.77,10.67,1.87,1.63,15.98,1.83,93302.71,2119.34,2159.721,2101.961,2168.574,2125.546,2106828400.0,19049223187.0
2009-03-17,13.38,1.91,0.85,13.67,2.18,1.37,13.53,2.09,1.81,11.01,1.93,1.68,15.98,1.78,95767.67,2163.291,2221.887,2159.644,2228.034,2159.721,3592493400.0,32653176358.0
2009-03-18,13.5,1.93,0.86,13.64,2.18,1.37,13.43,2.09,1.81,11.06,1.92,1.68,15.98,1.78,95568.23,2232.881,2223.33,2221.844,2254.815,2221.887,3683272300.0,32367008828.0
2009-03-19,13.76,1.96,0.88,13.87,2.21,1.39,13.62,2.15,1.83,11.91,1.97,1.71,15.97,1.76,96973.86,2226.485,2253.525,2205.648,2256.34,2223.33,3419110700.0,30068105711.0
2009-03-20,13.82,1.97,0.89,13.8,2.2,1.38,13.42,2.12,1.82,11.29,2.03,1.71,15.98,1.74,97813.95,2256.699,2253.328,2230.023,2272.699,2253.525,3921018600.0,33857785972.0
2009-03-23,14.12,2.01,0.91,14.11,2.26,1.42,13.85,2.17,1.87,10.88,2.01,1.74,15.98,1.72,99326.02,2259.562,2296.483,2253.672,2305.316,2253.328,3927650500.0,37189538527.0
2009-03-24,14.23,2.02,0.91,14.21,2.27,1.42,13.77,2.19,1.91,12.25,2.03,1.76,15.98,1.71,99956.72,2339.063,2316.194,2298.626,2346.851,2296.483,4301966700.0,38613029430.0
2009-03-25,13.85,1.97,0.88,13.97,2.23,1.4,13.71,2.17,1.87,10.68,1.96,1.72,15.96,1.74,98100.48,2305.418,2264.663,2264.062,2326.791,2316.194,3393957500.0,30970533629.0
2009-03-26,14.64,2.03,0.91,14.57,2.31,1.45,14.34,2.21,1.9,12.72,1.96,1.79,15.87,1.68,101233.85,2272.722,2338.125,2254.66,2338.566,2264.663,4703473700.0,39476106804.0
2009-03-27,15.11,2.07,0.92,14.74,2.33,1.46,14.28,2.23,1.92,12.26,1.91,1.69,15.81,1.68,101550.87,2357.201,2366.375,2345.869,2386.46,2338.125,5687917800.0,45635320117.0
2009-03-30,15.84,2.04,0.9,15.69,2.32,1.46,15.98,2.25,1.84,13.34,1.89,1.67,14.76,1.7,100446.08,2369.719,2345.104,2336.659,2370.892,2366.375,3707079100.0,33088614140.0
2009-03-31,16.01,2.01,0.9,15.85,2.27,1.47,16.33,2.16,1.87,13.56,1.79,1.68,14.3,1.69,100842.3,2302.773,2354.143,2284.592,2358.638,2345.104,3427196400.0,33819872939.0
2009-04-01,15.69,2.04,0.92,15.33,2.29,1.47,16.39,2.17,1.9,13.49,1.98,1.7,14.93,1.67,102133.68,2366.337,2379.818,2356.028,2395.182,2354.143,4568514300.0,42053878569.0
2009-04-02,15.95,2.07,0.93,15.57,2.32,1.49,16.82,2.25,1.96,13.64,2.01,1.72,14.92,1.65,103237.87,2390.311,2411.449,2390.037,2430.345,2379.818,5498483900.0,49740402390.0
2009-04-03,15.98,2.07,0.92,15.67,2.34,1.49,16.55,2.27,1.92,13.61,1.93,1.73,14.92,1.64,103694.71,2434.974,2421.086,2397.073,2450.271,2411.449,5277765600.0,46129051742.0
2009-04-07,15.96,2.07,0.92,15.66,2.34,1.49,16.91,2.21,1.92,13.67,2.08,1.74,14.92,1.63,104445.42,2423.869,2421.017,2394.559,2448.461,2421.086,3555858300.0,31744953212.0
2009-04-08,15.3,1.99,0.88,15.0,2.24,1.43,16.07,2.1,1.85,13.19,1.8,1.67,14.91,1.7,100287.56,2408.464,2326.184,2325.716,2418.63,2421.017,4118329300.0,37066175171.0
2009-04-09,15.53,2.01,0.89,15.38,2.28,1.46,16.29,2.13,1.87,13.33,1.82,1.69,14.81,1.68,101549.41,2323.833,2360.082,2307.816,2360.839,2326.184,2907598200.0,27735541309.0
2009-04-10,15.79,2.06,0.91,15.6,2.32,1.48,16.79,2.2,1.91,13.59,1.93,1.73,14.91,1.64,103775.47,2380.904,2404.993,2365.738,2405.914,2360.082,3680364000.0,35660943139.0
2009-04-13,16.52,2.13,0.95,16.12,2.38,1.53,17.55,2.23,1.98,13.43,2.0,1.79,14.76,1.59,107171.26,2426.919,2470.006,2420.954,2480.143,2404.993,5949269400.0,56969685265.0
2009-04-14,16.62,2.14,0.95,16.22,2.39,1.53,17.82,2.24,1.96,13.53,1.99,1.79,14.76,1.59,107446.62,2465.23,2482.907,2451.913,2490.833,2470.006,4020482500.0,40894232611.0
2009-04-15,17.25,2.15,0.97,16.37,2.39,1.53,18.55,2.25,1.95,13.9,1.99,1.79,14.61,1.59,107304.74,2469.878,2486.689,2438.195,2493.299,2482.907,4634992600.0,42684379782.0
2009-04-16,18.28,2.17,0.98,16.54,2.39,1.53,19.02,2.22,1.96,14.1,1.97,1.78,14.47,1.59,106927.04,2487.332,2498.279,2451.022,2522.276,2486.689,5151135600.0,45146357118.0
2009-04-17,18.68,2.12,0.96,16.51,2.36,1.51,18.59,2.2,1.92,15.05,1.82,1.76,14.32,1.61,105583.48,2489.649,2458.25,2447.008,2498.9,2498.279,3845558700.0,36393103376.0
2009-04-20,19.83,2.16,0.97,17.12,2.41,1.54,18.91,2.27,2.0,15.53,1.91,1.8,14.07,1.58,107747.4,2452.478,2506.002,2450.618,2508.993,2458.25,3456213600.0,32350315287.0
2009-04-21,19.7,2.14,0.97,16.92,2.38,1.52,18.68,2.24,1.95,15.39,1.86,1.77,14.05,1.6,106517.78,2472.168,2480.804,2446.762,2500.012,2506.002,3864929300.0,36166857222.0
2009-04-22,19.1,2.08,0.94,16.44,2.31,1.48,17.9,2.16,1.88,14.95,1.78,1.72,14.06,1.63,104294.07,2494.424,2416.189,2407.621,2530.421,2480.804,4991123700.0,44589894810.0
2009-04-23,20.44,2.07,0.94,17.27,2.32,1.49,17.94,2.17,1.9,15.6,1.81,1.73,13.41,1.64,104017.65,2396.258,2417.604,2383.916,2426.206,2416.189,3027549000.0,25745076903.0
2009-04-24,20.22,2.05,0.93,17.08,2.29,1.47,17.69,2.14,1.86,15.54,1.79,1.71,13.41,1.65,103422.57,2430.611,2397.199,2394.74,2434.767,2417.604,2549901400.0,23855291058.0
2009-04-27,20.73,2.0,0.9,17.31,2.25,1.45,17.01,2.09,1.81,14.88,1.74,1.68,12.99,1.66,102470.12,2396.473,2352.996,2341.322,2407.552,2397.199,2942801900.0,25507573589.0
2009-04-28,21.68,1.99,0.9,18.02,2.25,1.44,16.12,2.09,1.76,14.1,1.69,1.68,12.47,1.67,101904.86,2335.121,2344.642,2321.375,2357.614,2352.996,2261711200.0,21517270677.0
2009-04-29,23.78,2.05,0.91,19.49,2.34,1.51,16.83,2.17,1.83,14.04,1.75,1.75,12.0,1.62,104900.97,2347.02,2428.481,2343.999,2437.946,2344.642,3436194800.0,33124618129.0
2009-04-30,27.18,2.06,0.93,21.43,2.33,1.52,18.4,2.17,1.89,14.42,1.82,1.75,10.88,1.62,104695.42,2435.765,2429.192,2414.283,2446.622,2428.481,3435132500.0,34088221251.0
2009-05-04,28.22,2.15,0.98,22.15,2.41,1.57,19.91,2.25,1.94,15.0,1.97,1.82,10.88,1.57,108238.5,2438.747,2516.609,2438.747,2517.079,2429.192,4286284400.0,39333763408.0
2009-05-05,28.24,2.15,0.98,22.22,2.42,1.58,19.98,2.25,1.94,15.05,1.97,1.83,10.87,1.57,108180.13,2532.016,2521.601,2508.762,2549.858,2516.609,3687158100.0,33947931392.0
2009-05-06,28.56,2.18,0.99,22.44,2.44,1.59,20.26,2.27,1.94,15.18,2.0,1.98,10.87,1.56,108870.75,2520.932,2551.187,2512.576,2558.848,2521.601,4034730400.0,37827329188.0
2009-05-07,28.69,2.19,0.99,22.54,2.45,1.6,20.23,2.31,1.94,15.22,1.85,1.85,10.88,1.55,109390.84,2568.625,2560.172,2535.178,2594.311,2551.187,4771916000.0,44496870539.0
2009-05-08,29.12,2.21,1.0,22.99,2.5,1.63,20.11,2.34,1.96,15.36,2.1,1.88,10.87,1.52,111368.23,2549.699,2597.186,2537.252,2603.57,2560.172,4524475400.0,45444123229.0
2009-05-11,28.77,2.17,0.98,22.78,2.48,1.61,19.63,2.36,1.93,15.1,2.06,1.85,10.88,1.54,110495.76,2619.779,2572.556,2571.5,2671.219,2597.186,5492500000.0,55351552013.0
2009-05-12,29.34,2.22,1.01,23.11,2.53,1.66,19.94,2.37,1.94,15.47,1.98,1.88,10.96,1.52,111576.63,2552.508,2631.372,2549.142,2631.663,2572.556,3897651500.0,34600184078.0
2009-05-13,29.54,2.24,1.01,23.27,2.55,1.67,20.35,2.38,1.98,15.64,2.12,1.9,10.97,1.49,113939.05,2631.652,2646.38,2609.893,2654.058,2631.372,4440071600.0,44558887934.0
2009-05-14,29.17,2.22,1.01,22.92,2.51,1.64,20.2,2.34,1.92,15.48,2.18,1.87,10.97,1.51,112255.07,2611.553,2612.709,2581.801,2623.869,2646.38,3099126200.0,30998265751.0
2009-05-15,29.17,2.21,1.0,22.9,2.51,1.64,20.13,2.38,1.91,15.44,2.08,1.88,10.96,1.51,112378.6,2617.792,2605.427,2587.889,2626.071,2612.709,2317811800.0,23688921962.0
2009-05-18,29.4,2.23,1.01,22.93,2.51,1.65,20.45,2.38,1.92,15.57,2.09,1.89,10.96,1.51,112343.61,2592.104,2618.721,2561.056,2620.788,2605.427,3153834500.0,33213189963.0
