,open,close,high,low,volume,money,change,pe,pb,cap,dyr,roe
2014-02-21,2991.2,2984.5,3006.57,2953.55,74327.0,778888.0,-0.37,17.72,2.05,,1.51,8.64
2014-02-24,2965.07,2944.25,2965.12,2910.27,79104.0,935751.0,-1.35,17.49,2.02,5895.68,1.53,8.66
2014-02-25,2945.01,2830.47,2954.3,2812.86,122285.0,1417991.0,-3.86,16.69,1.94,5669.48,1.59,8.6
2014-02-26,2819.98,2886.53,2886.53,2809.91,107330.0,1223139.0,1.98,17.05,1.98,5784.76,1.56,8.61
2014-02-27,2902.14,2865.18,2962.04,2864.7,124299.0,1460004.0,-0.74,16.92,1.97,5748.22,1.57,8.59
2014-02-28,2852.85,2929.19,2932.15,2831.96,98680.0,1184822.0,2.23,17.32,2.01,5856.08,1.53,8.62
2014-03-03,2937.21,2988.02,2989.16,2931.18,107102.0,1254569.0,2.01,17.62,2.05,5975.29,1.5,8.6
2014-03-04,2972.82,2978.01,2982.93,2950.58,106650.0,1295296.0,-0.34,17.56,2.04,5980.05,1.51,8.61
2014-03-05,2983.91,2954.23,2993.91,2947.87,97557.0,1098566.0,-0.8,17.42,2.02,5924.96,1.52,8.62
2014-03-06,2948.69,2930.15,2948.92,2883.38,83525.0,993023.0,-0.82,17.29,2.01,5881.96,1.53,8.6
2014-03-07,2925.99,2944.66,2956.76,2924.01,89773.0,1072171.0,0.5,17.36,2.02,5904.53,1.52,8.59
2014-03-10,2925.42,2857.32,2925.53,2854.73,92804.0,1078684.0,-2.97,16.86,1.96,5743.42,1.57,8.6
2014-03-11,2848.12,2842.92,2867.51,2813.83,76885.0,949061.0,-0.5,16.79,1.95,5711.21,1.58,8.61
2014-03-12,2832.83,2842.74,2845.86,2787.17,81187.0,954226.0,-0.01,16.79,1.95,5721.92,1.58,8.61
2014-03-13,2839.28,2867.1,2867.1,2830.04,62490.0,722211.0,0.86,16.96,1.97,5764.26,1.56,8.61
2014-03-14,2851.31,2845.57,2863.57,2833.19,62588.0,692869.0,-0.75,16.83,1.95,5729.15,1.57,8.63
2014-03-17,2850.52,2920.03,2920.03,2850.46,76595.0,872071.0,2.62,17.25,2.0,5866.93,1.53,8.62
2014-03-18,2920.43,2927.35,2955.26,2917.53,86162.0,979796.0,0.25,17.27,2.01,5878.02,1.53,8.59
2014-03-19,2918.7,2909.06,2918.72,2877.65,81192.0,940469.0,-0.62,17.18,2.0,5830.42,1.55,8.59
2014-03-20,2896.42,2816.4,2911.57,2816.4,90036.0,1023783.0,-3.19,16.62,1.93,5658.9,1.6,8.61
2014-03-21,2805.08,2872.58,2880.15,2783.3,89520.0,944748.0,1.99,16.95,1.97,5782.39,1.56,8.6
2014-03-24,2874.37,2892.17,2896.75,2857.7,86768.0,897538.0,0.68,16.99,1.99,5815.91,1.55,8.54
2014-03-25,2885.24,2907.56,2929.03,2876.09,88883.0,919307.0,0.53,16.85,1.99,5866.78,1.55,8.47
2014-03-26,2909.76,2928.69,2939.29,2907.44,88446.0,896312.0,0.73,16.97,2.01,5891.15,1.53,8.44
2014-03-27,2925.91,2885.82,2926.66,2885.82,93140.0,961108.0,-1.46,16.67,1.98,5806.43,1.56,8.42
2014-03-28,2895.84,2862.26,2910.84,2859.05,104964.0,1090856.0,-0.82,16.2,1.95,5832.06,1.57,8.31
2014-03-31,2861.5,2842.02,2872.99,2823.91,65292.0,663372.0,-0.71,15.67,1.93,5799.17,1.58,8.12
2014-04-01,2836.46,2868.84,2870.25,2832.68,52170.0,536333.0,0.94,15.83,1.95,5874.41,1.57,8.12
2014-04-02,2871.62,2883.6,2894.18,2871.37,61853.0,661201.0,0.51,15.88,1.96,5910.8,1.56,8.1
2014-04-03,2886.53,2882.83,2905.44,2871.64,64883.0,727179.0,-0.03,15.95,1.96,5900.55,1.56,8.14
2014-04-04,2880.45,2927.1,2927.34,2878.01,64383.0,674091.0,1.54,16.19,1.99,5981.04,1.54,8.14
2014-04-08,2915.6,2983.11,2983.11,2911.55,85816.0,912392.0,1.91,16.5,2.03,6119.79,1.51,8.13
2014-04-09,2986.69,2995.68,2995.84,2975.77,74404.0,820631.0,0.42,16.51,2.04,6141.09,1.5,8.09
2014-04-10,2995.55,3030.32,3043.34,2986.87,93492.0,1106927.0,1.16,16.7,2.06,6218.2,1.48,8.11
2014-04-11,3018.75,3019.25,3033.78,3001.18,85644.0,977032.0,-0.37,16.63,2.05,6207.29,1.49,8.11
2014-04-14,3030.79,3054.02,3056.07,3030.77,70909.0,791989.0,1.15,16.83,2.07,6271.5,1.47,8.13
2014-04-15,3060.42,3009.96,3060.49,3006.72,74632.0,856092.0,-1.44,16.6,2.05,6171.99,1.49,8.1
2014-04-16,3003.46,3004.43,3025.41,2997.34,57673.0,604484.0,-0.18,16.63,2.04,6153.94,1.49,8.15
2014-04-17,3013.05,3010.45,3020.24,2997.24,59354.0,614310.0,0.2,16.32,2.04,6179.25,1.49,8.0
2014-04-18,3002.89,3016.45,3017.55,2991.8,58713.0,642341.0,0.2,16.35,2.04,6203.58,1.49,8.01
2014-04-21,2998.4,2955.03,3012.09,2954.85,67352.0,753283.0,-2.04,16.02,2.0,6075.84,1.52,8.01
2014-04-22,2946.9,2941.14,2961.46,2895.0,66920.0,738154.0,-0.47,15.94,1.99,6063.12,1.53,8.01
2014-04-23,2929.46,2930.47,2936.43,2911.65,55405.0,613987.0,-0.36,15.83,1.98,6041.35,1.53,7.99
