,open,close,high,low,volume,money,change,pe,pb,cap,dyr,roe
1999-12-30,1000.0,1000.0,1000.0,1000.0,1597.0,10091.0,0.0,21.17,2.19,263.35,,9.67
2000-01-04,1004.12,1022.21,1028.41,993.13,2881.0,18056.0,2.22,22.64,2.33,269.21,1.63,9.72
2000-01-05,1024.75,1022.25,1048.14,1010.43,4073.0,25319.0,0.0,22.67,2.33,269.26,1.63,9.73
2000-01-06,1021.89,1056.28,1061.86,1008.39,4661.0,29298.0,3.33,23.35,2.38,281.64,1.56,9.81
2000-01-07,1066.59,1102.06,1110.99,1058.22,12540.0,92917.0,4.33,24.44,2.49,293.69,1.49,9.82
2000-01-10,1112.79,1107.3,1126.79,1080.0,9300.0,73730.0,0.48,24.6,2.5,295.02,1.48,9.84
2000-01-11,1107.2,1057.53,1112.23,1045.73,5920.0,42476.0,-4.49,23.55,2.39,281.76,1.55,9.85
2000-01-12,1048.76,1032.39,1067.8,1020.4,4573.0,32284.0,-2.38,22.98,2.34,275.05,1.59,9.82
2000-01-13,1035.22,1045.07,1073.69,1024.64,4994.0,33316.0,1.23,23.24,2.36,278.44,1.57,9.85
2000-01-14,1046.71,1027.91,1056.01,1020.55,2556.0,17630.0,-1.64,22.91,2.33,273.86,1.59,9.83
2000-01-17,1024.65,1039.32,1044.3,1014.5,2401.0,18150.0,1.11,23.22,2.36,276.86,1.57,9.84
2000-01-18,1039.7,1040.98,1060.33,1027.06,2264.0,16087.0,0.16,23.19,2.35,277.33,1.57,9.87
2000-01-19,1039.87,1067.94,1081.36,1032.49,5219.0,39368.0,2.59,23.78,2.41,284.38,1.54,9.87
2000-01-20,1069.34,1068.96,1083.92,1049.76,4083.0,31440.0,0.1,23.84,2.42,284.65,1.53,9.85
2000-01-21,1068.89,1055.93,1081.29,1036.35,6401.0,47077.0,-1.22,23.59,2.39,281.21,1.55,9.87
2000-01-24,1056.11,1069.07,1095.31,1037.9,7966.0,56131.0,1.24,23.87,2.42,284.62,1.53,9.86
2000-01-25,1073.92,1079.05,1103.83,1047.33,11902.0,76681.0,0.93,24.01,2.43,287.37,1.52,9.88
2000-01-26,1080.49,1090.39,1109.16,1062.61,9417.0,67042.0,1.05,24.25,2.45,290.28,1.51,9.9
2000-01-27,1089.88,1077.36,1106.09,1059.05,8224.0,59282.0,-1.19,23.99,2.43,286.83,1.52,9.87
2000-01-28,1078.99,1083.06,1099.0,1052.69,9789.0,70436.0,0.53,24.13,2.44,288.34,1.52,9.89
2000-02-14,1111.97,1175.3,1180.0,1098.4,16044.0,117371.0,8.52,26.2,2.65,312.91,1.4,9.89
2000-02-15,1187.44,1131.53,1214.67,1118.35,19153.0,147406.0,-3.72,25.24,2.56,301.23,1.45,9.86
2000-02-16,1126.26,1128.89,1152.98,1088.51,14188.0,102474.0,-0.23,25.2,2.56,300.39,1.45,9.84
2000-02-17,1138.22,1139.81,1201.63,1087.66,24564.0,171324.0,0.97,25.3,2.57,303.57,1.44,9.84
2000-02-18,1148.61,1107.09,1163.44,1084.28,10855.0,75793.0,-2.87,24.6,2.5,294.74,1.48,9.84
2000-02-21,1108.04,1123.19,1144.67,1083.91,12808.0,88473.0,1.45,24.98,2.54,299.01,1.46,9.83
2000-02-22,1129.89,1097.77,1154.91,1091.61,9728.0,68896.0,-2.26,24.52,2.49,292.27,1.49,9.85
2000-02-23,1091.1,1081.86,1108.72,1067.51,7298.0,49250.0,-1.45,24.18,2.45,288.03,1.51,9.87
2000-02-24,1080.15,1093.77,1104.86,1071.67,6288.0,41700.0,1.1,24.46,2.48,291.16,1.49,9.86
