,pe_e,pb_e,ps_e,pe_w,pb_w,ps_w,pe_m,pb_m,ps_m,pe_a,pb_a,ps_a,roe,dyr,cap,open,close,low,high,pre_close,volume,money
2005-01-04,13.2,1.8,1.0,14.02,1.95,1.06,15.22,1.94,1.56,14.19,1.8,1.27,13.94,2.63,3675.68,3051.24,3025.42,3016.26,3051.24,3067.57,138575300.0,980468922.0
2005-01-05,13.31,1.81,1.01,14.13,1.97,1.07,15.7,1.94,1.57,14.34,1.81,1.29,13.92,2.61,3700.94,3020.719,3052.86,3017.342,3067.674,3025.416,123303900.0,807720454.0
2005-01-06,13.14,1.8,1.0,13.99,1.95,1.06,15.54,1.9,1.57,14.18,1.79,1.4,13.94,2.64,3655.47,3054.099,3028.727,3016.151,3054.099,3052.86,108869300.0,762259679.0
2005-01-07,13.17,1.8,1.0,13.97,1.95,1.05,15.63,1.91,1.58,14.18,1.79,1.26,13.93,2.65,3650.58,3028.688,3035.587,3019.066,3065.278,3028.727,117752600.0,843160298.0
2005-01-10,13.33,1.82,1.01,14.11,1.97,1.06,15.78,1.92,1.59,14.32,1.81,1.27,13.93,2.62,3691.26,3032.843,3062.73,3018.487,3063.658,3035.587,94298700.0,734534698.0
2005-01-11,13.37,1.83,1.02,14.13,1.97,1.06,15.72,1.91,1.6,14.37,1.81,1.27,13.94,2.61,3696.1,3063.831,3069.57,3054.44,3076.826,3062.73,89478400.0,636611887.0
2005-01-12,13.37,1.83,1.02,14.11,1.97,1.06,16.27,1.92,1.58,15.14,1.81,1.27,13.94,2.61,3693.0,3068.227,3064.344,3044.466,3068.227,3069.57,74190500.0,487468423.0
2005-01-13,13.38,1.83,1.02,14.15,1.97,1.07,16.21,1.91,1.57,14.38,1.82,1.28,13.93,2.61,3698.5,3063.385,3074.365,3055.239,3081.87,3064.344,98411300.0,740139865.0
2005-01-14,13.29,1.82,1.01,14.04,1.96,1.06,16.06,1.91,1.56,15.07,1.8,1.27,13.93,2.63,3676.99,3067.3,3055.519,3052.176,3105.581,3074.365,99604300.0,671514091.0
2005-01-17,12.98,1.78,1.0,13.79,1.92,1.04,15.48,1.83,1.51,14.74,1.76,1.24,13.94,2.68,3604.67,3034.49,2999.021,2988.163,3036.593,3055.519,116835100.0,785660608.0
2005-01-18,13.09,1.79,1.01,13.88,1.93,1.05,15.54,1.86,1.5,14.83,1.77,1.24,13.93,2.66,3631.81,3000.603,3022.405,2985.698,3023.65,2999.021,88001900.0,619953918.0
