,open,close,high,low
2016-04-15,6.48,6.48,6.49,6.47
2016-04-18,6.48,6.48,6.49,6.47
2016-04-19,6.47,6.46,6.48,6.46
2016-04-20,6.46,6.47,6.47,6.46
2016-04-21,6.48,6.48,6.49,6.47
2016-04-22,6.48,6.5,6.5,6.48
2016-04-25,6.51,6.49,6.51,6.49
2016-04-26,6.49,6.49,6.5,6.49
2016-04-27,6.49,6.49,6.5,6.49
2016-04-28,6.5,6.48,6.5,6.47
2016-04-29,6.47,6.47,6.49,6.46
2016-05-02,6.47,6.47,6.47,6.47
2016-05-03,6.47,6.49,6.49,6.47
2016-05-04,6.49,6.49,6.51,6.49
2016-05-05,6.5,6.5,6.51,6.5
2016-05-06,6.5,6.5,6.51,6.5
2016-05-09,6.49,6.52,6.52,6.49
2016-05-10,6.51,6.52,6.53,6.51
2016-05-11,6.52,6.49,6.52,6.49
2016-05-12,6.49,6.52,6.52,6.49
2016-05-13,6.51,6.53,6.53,6.51
2016-05-16,6.53,6.52,6.53,6.52
2016-05-17,6.52,6.52,6.53,6.52
2016-05-18,6.52,6.54,6.54,6.52
2016-05-19,6.54,6.55,6.55,6.54
2016-05-20,6.55,6.55,6.55,6.54
2016-05-23,6.54,6.56,6.56,6.54
2016-05-24,6.55,6.56,6.56,6.55
2016-05-25,6.56,6.55,6.57,6.55
2016-05-26,6.56,6.56,6.56,6.55
2016-05-27,6.55,6.56,6.57,6.55
2016-05-30,6.58,6.58,6.58,6.57
2016-05-31,6.58,6.58,6.59,6.57
2016-06-01,6.58,6.58,6.59,6.57
2016-06-02,6.57,6.58,6.59,6.57
2016-06-03,6.58,6.56,6.59,6.56
2016-06-06,6.55,6.56,6.57,6.55
2016-06-07,6.56,6.57,6.57,6.56
2016-06-08,6.57,6.56,6.57,6.56
2016-06-09,6.56,6.56,6.56,6.56
2016-06-10,6.56,6.56,6.56,6.56
2016-06-13,6.56,6.59,6.59,6.56
2016-06-14,6.58,6.6,6.6,6.58
2016-06-15,6.6,6.58,6.61,6.58
2016-06-16,6.58,6.59,6.59,6.57
2016-06-17,6.59,6.59,6.6,6.58
2016-06-20,6.58,6.58,6.58,6.57
2016-06-21,6.57,6.59,6.59,6.57
2016-06-22,6.59,6.58,6.6,6.57
2016-06-23,6.57,6.58,6.59,6.57
2016-06-24,6.58,6.62,6.63,6.58
2016-06-27,6.64,6.65,6.65,6.63
2016-06-28,6.65,6.65,6.66,6.64
2016-06-29,6.64,6.64,6.66,6.63
2016-06-30,6.64,6.65,6.66,6.64
2016-07-01,6.65,6.66,6.66,6.65
2016-07-04,6.65,6.67,6.67,6.65
2016-07-05,6.66,6.68,6.68,6.66
2016-07-06,6.68,6.69,6.7,6.68
2016-07-07,6.68,6.68,6.69,6.68
2016-07-08,6.68,6.69,6.69,6.68
2016-07-11,6.69,6.69,6.69,6.69
2016-07-12,6.69,6.69,6.69,6.68
2016-07-13,6.69,6.69,6.69,6.68
2016-07-14,6.69,6.68,6.69,6.68
2016-07-15,6.68,6.69,6.69,6.68
2016-07-18,6.68,6.7,6.71,6.67
2016-07-19,6.7,6.7,6.71,6.68
2016-07-20,6.7,6.68,6.7,6.67
2016-07-21,6.68,6.67,6.69,6.67
2016-07-22,6.67,6.68,6.68,6.66
2016-07-25,6.69,6.68,6.71,6.67
2016-07-26,6.68,6.67,6.68,6.66
2016-07-27,6.67,6.67,6.71,6.65
2016-07-28,6.67,6.66,6.67,6.63
2016-07-29,6.66,6.64,6.66,6.63
2016-08-01,6.64,6.64,6.65,6.61
2016-08-02,6.64,6.63,6.65,6.62
2016-08-03,6.63,6.63,6.64,6.61
2016-08-04,6.63,6.64,6.65,6.63
2016-08-05,6.64,6.65,6.67,6.63
2016-08-08,6.68,6.66,6.68,6.66
2016-08-09,6.66,6.66,6.67,6.65
2016-08-10,6.66,6.64,6.66,6.63
2016-08-11,6.64,6.63,6.65,6.61
2016-08-12,6.63,6.64,6.66,6.62
2016-08-15,6.64,6.64,6.66,6.6
2016-08-16,6.64,6.62,6.64,6.61
2016-08-17,6.62,6.63,6.67,6.62
2016-08-18,6.63,6.63,6.65,6.62
2016-08-19,6.63,6.65,6.66,6.61
2016-08-22,6.63,6.65,6.68,6.58
2016-08-23,6.65,6.64,6.66,6.64
2016-08-24,6.64,6.66,6.68,6.63
2016-08-25,6.66,6.65,6.66,6.65
2016-08-26,6.65,6.67,6.68,6.65
2016-08-29,6.67,6.68,6.69,6.67
2016-08-30,6.68,6.68,6.69,6.67
2016-08-31,6.68,6.68,6.69,6.67
2016-09-01,6.68,6.67,6.68,6.67
2016-09-02,6.67,6.68,6.7,6.67
2016-09-05,6.68,6.68,6.69,6.67
2016-09-06,6.68,6.68,6.69,6.67
2016-09-07,6.68,6.66,6.68,6.62
2016-09-08,6.66,6.66,6.67,6.66
2016-09-09,6.66,6.69,6.7,6.66
2016-09-12,6.68,6.68,6.7,6.67
2016-09-13,6.68,6.68,6.69,6.66
2016-09-14,6.68,6.67,6.69,6.66
2016-09-15,6.67,6.67,6.69,6.67
2016-09-16,6.67,6.67,6.69,6.67
2016-09-19,6.67,6.66,6.68,6.66
2016-09-20,6.66,6.67,6.67,6.66
2016-09-21,6.67,6.68,6.68,6.67
2016-09-22,6.68,6.66,6.68,6.65
2016-09-23,6.66,6.67,6.67,6.66
