,pe_e,pb_e,ps_e,pe_w,pb_w,ps_w,pe_m,pb_m,ps_m,pe_a,pb_a,ps_a,roe,dyr,cap,open,close,low,high,pre_close,volume,money
2012-12-21,27.19,2.96,2.49,27.51,3.56,3.01,25.84,3.43,3.18,21.0,3.68,3.43,12.93,1.2,6046.06,4760.893,4815.273,4751.733,4827.956,,373941200.0,5296254064.0
2012-12-24,27.67,3.01,2.53,28.05,3.63,3.07,26.32,3.49,3.25,21.45,3.75,3.5,12.93,1.18,6165.66,4811.089,4908.122,4807.662,4909.83,4815.273,333652900.0,5176683338.0
2012-12-25,28.34,3.08,2.59,28.71,3.71,3.14,26.4,3.6,3.38,21.97,3.84,3.58,12.93,1.15,6301.02,4906.848,5017.742,4896.341,5019.987,4908.122,494382400.0,7139907674.0
2012-12-26,28.53,3.1,2.6,28.78,3.72,3.15,26.7,3.64,3.36,22.93,3.86,3.6,12.94,1.15,6325.33,5010.413,5028.851,4978.26,5029.83,5017.742,353390500.0,5244461547.0
2012-12-27,28.36,3.08,2.58,28.66,3.71,3.14,26.38,3.52,3.38,23.3,3.69,3.58,12.94,1.15,6291.66,5036.268,5005.299,4988.785,5044.317,5028.851,365096700.0,5237154851.0
2012-12-28,28.66,3.11,2.6,28.95,3.75,3.17,26.21,3.56,3.41,23.34,3.59,3.62,12.94,1.14,6354.84,5011.292,5055.206,4981.092,5055.38,5005.299,358091300.0,5149908246.0
2012-12-31,28.92,2.96,2.62,29.2,3.51,3.2,25.72,3.41,3.35,23.3,3.19,3.66,12.03,1.13,6405.3,5061.207,5096.794,5026.763,5096.794,5055.206,414887300.0,6741519929.0
2013-01-04,28.22,3.24,3.18,28.16,3.61,3.44,27.18,3.54,3.51,23.32,3.67,3.93,12.81,1.13,6482.05,5107.087,4984.736,4943.554,5108.903,5096.794,430114700.0,7091563652.0
2013-01-07,28.82,3.31,3.25,28.74,3.68,3.51,28.37,3.65,3.68,23.87,3.77,4.02,12.81,1.1,6625.24,5007.393,5090.037,5007.393,5091.612,4984.736,515351600.0,7843210571.0
2013-01-08,29.48,3.37,3.33,29.47,3.77,3.6,29.12,3.69,3.73,24.47,3.87,4.11,12.81,1.08,6772.46,5100.121,5216.81,5100.002,5241.889,5090.037,741928600.0,11030800425.0
2013-01-09,29.38,3.36,3.31,29.41,3.77,3.59,28.81,3.64,3.7,24.61,3.85,4.09,12.81,1.08,6759.92,5208.122,5209.63,5181.278,5242.356,5216.81,527927600.0,7561467732.0
2013-01-10,29.58,3.38,3.34,29.54,3.78,3.61,28.87,3.65,3.76,24.82,3.88,4.12,12.81,1.07,6786.68,5206.805,5233.587,5196.256,5243.223,5209.63,412906500.0,6341369468.0
2013-01-11,29.15,3.33,3.29,29.27,3.75,3.58,28.93,3.58,3.82,24.3,3.83,4.06,12.81,1.08,6727.89,5236.424,5185.01,5172.621,5249.836,5233.587,408033400.0,6404762824.0
2013-01-14,30.4,3.47,3.42,30.37,3.89,3.7,29.62,3.72,3.95,25.55,3.98,4.22,12.81,1.04,6991.15,5192.602,5385.572,5192.602,5387.456,5185.01,582537400.0,9232129647.0
2013-01-15,30.9,3.53,3.48,30.81,3.95,3.76,30.82,3.89,4.07,26.14,4.04,4.29,12.81,1.03,7085.68,5393.099,5458.708,5381.503,5483.573,5385.572,635847600.0,9507017223.0
2013-01-16,31.04,3.54,3.49,31.11,3.98,3.79,30.87,3.89,4.15,26.32,4.07,4.32,12.8,1.02,7152.29,5460.543,5514.069,5430.172,5554.793,5458.708,569311600.0,9242098501.0
2013-01-17,30.89,3.52,3.47,31.17,3.99,3.81,31.02,3.92,4.14,26.01,4.06,4.31,12.81,1.02,7168.63,5514.328,5526.153,5499.42,5589.119,5514.069,410962200.0,6901893148.0
2013-01-18,31.25,3.56,3.51,31.55,4.04,3.85,31.51,3.97,4.23,26.64,3.94,4.15,12.82,1.01,7252.09,5538.332,5594.16,5514.846,5615.292,5526.153,361405600.0,6523393463.0
2013-01-21,31.41,3.59,3.54,31.66,4.06,3.86,31.36,3.95,4.25,26.82,3.97,4.41,12.82,1.0,7272.28,5610.241,5613.103,5566.534,5620.19,5594.16,392895400.0,6688034618.0
2013-01-22,30.88,3.53,3.48,31.05,3.98,3.79,31.31,3.9,4.14,26.38,3.91,4.34,12.81,1.02,7141.57,5606.875,5507.148,5485.115,5608.174,5613.103,405290400.0,6736632169.0
2013-01-23,30.92,3.53,3.48,31.3,4.01,3.82,31.27,3.88,4.11,26.46,4.1,4.36,12.81,1.01,7195.91,5499.959,5547.695,5485.011,5549.731,5507.148,314862600.0,5471872763.0
2013-01-24,30.44,3.48,3.42,30.98,3.97,3.78,30.64,3.77,4.11,26.12,4.05,4.3,12.81,1.03,7116.25,5544.877,5481.943,5447.099,5617.604,5547.695,445105700.0,6988215017.0
2013-01-25,30.95,3.53,3.48,31.71,4.06,3.87,31.0,3.83,4.26,26.7,3.96,4.14,12.82,1.0,7278.77,5486.773,5613.496,5486.355,5624.472,5481.943,345943600.0,6290613239.0
2013-01-28,31.79,3.62,3.57,32.48,4.16,3.97,32.09,3.98,4.4,27.47,4.07,4.5,12.82,0.98,7465.71,5610.606,5757.984,5609.763,5757.984,5613.496,485310300.0,8222881418.0
