,open,close,high,low,volume,money,change,pe,pb,cap,dyr,roe
1999-12-30,1000.0,1000.0,1000.0,1000.0,1957.0,21431.0,0.0,39.63,3.15,406.48,,12.58
2000-01-04,1006.13,1037.24,1043.9,991.58,4173.0,42384.0,3.72,44.19,3.49,421.62,0.49,12.66
2000-01-05,1037.09,1049.97,1077.78,1023.35,7665.0,76471.0,1.23,44.69,3.53,426.4,0.46,12.66
2000-01-06,1044.99,1087.33,1094.88,1034.16,10211.0,106053.0,3.56,46.57,3.67,441.59,0.44,12.69
2000-01-07,1103.45,1142.12,1156.12,1089.82,20931.0,221581.0,5.04,48.71,3.84,463.81,0.42,12.68
2000-01-10,1156.14,1174.94,1195.67,1127.39,20737.0,227987.0,2.87,50.13,3.95,477.11,0.41,12.69
2000-01-11,1183.48,1134.88,1202.62,1113.69,20554.0,217365.0,-3.41,48.37,3.81,460.88,0.42,12.7
2000-01-12,1126.54,1108.82,1167.62,1090.9,16672.0,179090.0,-2.3,47.0,3.7,450.23,0.43,12.7
2000-01-13,1109.86,1083.83,1125.45,1070.84,8495.0,88847.0,-2.25,45.85,3.62,440.1,0.45,12.67
2000-01-14,1087.74,1081.99,1113.57,1061.24,8600.0,85366.0,-0.17,45.73,3.6,439.36,0.45,12.7
2000-01-17,1084.26,1116.49,1128.85,1068.68,10342.0,106529.0,3.19,47.2,3.71,453.37,0.43,12.72
2000-01-18,1119.53,1103.0,1144.08,1085.66,12240.0,129806.0,-1.21,46.62,3.66,449.71,0.44,12.74
2000-01-19,1100.14,1113.65,1131.77,1083.98,8030.0,85573.0,0.97,47.2,3.71,454.13,0.43,12.72
2000-01-20,1115.25,1144.86,1154.89,1101.57,10920.0,120134.0,2.8,48.64,3.82,466.84,0.42,12.73
2000-01-21,1148.69,1150.31,1186.0,1120.65,17802.0,195560.0,0.48,49.17,3.85,469.08,0.42,12.77
2000-01-24,1151.27,1181.01,1201.41,1128.51,18942.0,217218.0,2.67,50.65,3.96,481.62,0.41,12.79
2000-01-25,1191.08,1174.23,1222.49,1148.98,16540.0,189354.0,-0.57,50.28,3.94,478.88,0.41,12.76
2000-01-26,1173.31,1177.57,1199.14,1145.67,10521.0,122146.0,0.29,50.49,3.95,480.27,0.41,12.78
2000-01-27,1186.74,1203.78,1228.11,1166.39,16415.0,199131.0,2.23,51.95,4.06,491.0,0.4,12.8
2000-01-28,1212.21,1247.55,1271.92,1188.88,25147.0,296362.0,3.64,53.9,4.2,508.83,0.38,12.83
2000-02-14,1303.3,1366.71,1369.56,1283.9,20231.0,254943.0,9.55,59.06,4.61,557.41,0.35,12.81
2000-02-15,1418.51,1409.16,1482.56,1364.63,34868.0,456350.0,3.11,61.26,4.77,574.66,0.34,12.84
2000-02-16,1429.83,1482.1,1509.6,1383.29,45265.0,594580.0,5.18,64.75,5.04,604.37,0.32,12.85
2000-02-17,1554.56,1403.74,1596.1,1364.29,58058.0,772477.0,-5.29,61.16,4.76,572.54,0.34,12.85
2000-02-18,1367.45,1447.85,1471.84,1312.89,33371.0,444321.0,3.14,63.75,4.96,590.58,0.33,12.85
2000-02-21,1455.64,1421.54,1502.61,1372.01,34802.0,476018.0,-1.82,62.53,4.87,579.93,0.33,12.84
2000-02-22,1412.71,1368.14,1465.81,1345.28,24977.0,331283.0,-3.76,60.17,4.69,558.13,0.34,12.83
2000-02-23,1349.6,1316.6,1386.66,1293.28,19697.0,243324.0,-3.77,57.57,4.49,537.08,0.36,12.82
2000-02-24,1309.5,1359.91,1374.59,1299.66,13870.0,178134.0,3.29,59.56,4.64,554.78,0.35,12.84
2000-02-25,1364.7,1348.75,1396.29,1316.81,18179.0,236085.0,-0.82,59.11,4.61,550.19,0.35,12.82
2000-02-28,1351.66,1423.51,1440.03,1328.41,25844.0,334637.0,5.54,62.58,4.88,580.73,0.33,12.82
2000-02-29,1438.33,1404.43,1469.47,1362.74,23651.0,318946.0,-1.34,61.8,4.82,572.99,0.33,12.82
2000-03-01,1409.61,1390.92,1443.28,1362.02,17345.0,217016.0,-0.96,60.87,4.76,570.06,0.33,12.79
2000-03-02,1392.74,1410.99,1447.5,1358.08,18262.0,231695.0,1.44,61.92,4.83,575.56,0.33,12.82
2000-03-03,1429.29,1429.85,1469.24,1392.17,22823.0,290664.0,1.34,62.64,4.88,583.31,0.32,12.84
2000-03-06,1442.43,1358.46,1472.47,1347.22,22089.0,279288.0,-4.99,59.07,4.61,554.18,0.34,12.81
2000-03-07,1342.48,1366.91,1384.38,1314.87,12170.0,148291.0,0.62,59.57,4.65,557.34,0.34,12.81
2000-03-08,1372.76,1407.86,1423.9,1346.79,15702.0,191769.0,3.0,60.44,4.65,588.97,0.33,13.0
2000-03-09,1416.73,1401.15,1443.37,1375.79,15409.0,198094.0,-0.48,60.13,4.62,586.1,0.33,13.02
2000-03-10,1401.47,1378.48,1438.42,1359.67,12548.0,162932.0,-1.62,59.46,4.57,576.64,0.33,13.01
2000-03-13,1379.26,1387.05,1411.34,1354.25,9593.0,128858.0,0.62,59.99,4.61,580.21,0.33,13.01
2000-03-14,1353.27,1346.68,1380.27,1297.83,15360.0,194243.0,-2.91,58.51,4.49,563.27,0.34,13.03
2000-03-15,1345.66,1341.47,1380.71,1315.75,11659.0,143857.0,-0.39,58.28,4.47,561.07,0.34,13.04
2000-03-16,1333.11,1273.73,1345.02,1257.1,11202.0,135673.0,-5.05,54.75,4.2,532.73,0.36,13.04
2000-03-17,1273.15,1323.32,1338.8,1263.78,11348.0,145754.0,3.89,57.54,4.41,553.47,0.35,13.05
2000-03-20,1309.03,1355.5,1369.81,1281.97,12661.0,162823.0,2.43,58.9,4.52,566.96,0.34,13.03
2000-03-21,1364.07,1362.49,1388.46,1328.25,11869.0,158345.0,0.52,59.19,4.54,569.84,0.34,13.04
2000-03-22,1366.24,1378.27,1409.15,1340.4,11915.0,151832.0,1.16,60.23,4.61,576.47,0.33,13.07
