,pe_e,pb_e,ps_e,pe_w,pb_w,ps_w,pe_m,pb_m,ps_m,pe_a,pb_a,ps_a,roe,dyr,cap,open,close,low,high,pre_close,volume,money
2011-08-02,28.5,3.46,2.02,13.77,2.15,0.98,25.16,3.86,3.37,22.74,4.1,2.28,15.6,1.73,43175.73,3820.329,3873.264,3773.077,3874.58,,512879300.0,9213846679.0
2011-08-03,28.58,3.46,2.02,13.74,2.14,0.98,25.0,3.85,3.37,22.84,4.1,2.28,15.59,1.73,43107.15,3827.172,3867.083,3824.081,3914.517,3873.264,558668600.0,10724793079.0
2011-08-04,28.68,3.47,2.02,13.76,2.14,0.98,24.94,3.8,3.38,22.86,4.11,2.29,15.59,1.73,43155.51,3869.001,3874.261,3855.939,3909.992,3867.083,367231300.0,6696756466.0
2011-08-05,27.97,3.38,1.95,13.4,2.09,0.95,24.83,3.71,3.2,22.29,4.01,2.21,15.58,1.77,42027.61,3750.914,3778.046,3734.75,3819.532,3874.261,549846900.0,9934582950.0
2011-08-08,26.31,3.18,1.82,12.86,2.0,0.92,24.0,3.61,3.06,20.96,3.64,2.08,15.6,1.85,40263.07,3725.537,3586.771,3539.345,3749.562,3778.046,682366000.0,11377545546.0
2011-08-09,26.0,3.14,1.79,12.75,1.99,0.91,22.46,3.67,3.01,20.72,3.6,2.05,15.6,1.86,39980.86,3473.845,3566.011,3407.847,3593.125,3586.771,656054400.0,10692162969.0
2011-08-10,26.31,3.17,1.81,12.86,2.01,0.91,23.39,3.71,3.05,21.0,3.65,2.18,15.61,1.85,40307.01,3635.201,3599.777,3594.482,3668.169,3566.011,529652900.0,8881683426.0
2011-08-11,26.65,3.22,1.84,12.97,2.02,0.92,23.73,3.74,3.08,21.36,3.83,2.22,15.6,1.83,40662.5,3537.406,3643.872,3535.798,3643.938,3599.777,470213300.0,7719919760.0
2011-08-12,26.72,3.25,1.85,13.03,2.03,0.92,23.57,3.68,3.13,21.4,3.86,2.23,15.58,1.83,40792.94,3669.085,3656.08,3652.306,3697.106,3643.872,525013300.0,7618236901.0
2011-08-15,27.04,3.29,1.87,13.15,2.06,0.93,23.79,3.69,3.17,21.65,3.76,2.26,15.63,1.81,41146.26,3671.995,3691.554,3629.311,3692.147,3656.08,465599100.0,6545158986.0
2011-08-16,27.08,3.28,1.87,13.09,2.04,0.93,23.86,3.79,3.17,21.62,3.63,2.25,15.59,1.82,40961.56,3696.383,3695.586,3676.705,3722.531,3691.554,443591800.0,7499697047.0
2011-08-17,26.95,3.26,1.84,13.02,2.03,0.92,23.54,3.74,3.17,21.49,3.73,2.22,15.61,1.83,40735.38,3685.428,3660.674,3654.428,3703.664,3695.586,336017500.0,5359442535.0
2011-08-18,26.41,3.19,1.81,12.8,2.0,0.91,23.06,3.67,3.08,19.83,3.8,2.17,15.59,1.86,40009.02,3664.141,3581.188,3578.967,3667.426,3660.674,340220100.0,5616632044.0
2011-08-19,25.92,3.14,1.78,12.65,1.97,0.89,22.5,3.58,3.02,19.5,3.59,2.13,15.6,1.89,39521.13,3507.778,3509.992,3475.012,3537.046,3581.188,402318600.0,6782745883.0
2011-08-22,25.73,3.15,1.78,12.58,1.97,0.89,22.55,3.57,2.97,19.4,3.62,2.14,15.63,1.89,39346.01,3508.292,3504.272,3489.596,3570.922,3509.992,356796700.0,5545901345.0
2011-08-23,26.05,3.2,1.81,12.76,1.99,0.91,22.96,3.63,2.98,19.71,3.67,2.06,15.62,1.87,39922.56,3521.913,3552.328,3494.747,3552.328,3504.272,296906500.0,4272377670.0
2011-08-24,25.91,3.2,1.77,12.72,1.99,0.9,22.62,3.6,2.98,19.68,3.66,2.28,15.62,1.87,39770.89,3576.39,3537.96,3532.426,3586.223,3552.328,345879400.0,5372781296.0
2011-08-25,26.78,3.29,1.83,13.13,2.05,0.93,23.47,3.77,3.05,20.32,3.77,2.34,15.63,1.81,41087.21,3548.348,3668.728,3534.786,3671.31,3537.96,590387300.0,9799694808.0
2011-08-26,26.79,3.29,1.81,13.25,2.04,0.9,23.31,3.76,3.04,20.42,3.76,2.33,15.43,1.82,40913.05,3645.385,3654.809,3624.196,3668.644,3668.728,397827000.0,6404588888.0
2011-08-29,26.51,3.25,1.77,13.1,2.03,0.86,23.25,3.68,2.93,20.25,3.71,2.28,15.47,1.84,40547.43,3630.975,3609.36,3598.798,3630.975,3654.809,350017400.0,5440125067.0
2011-08-30,26.38,3.23,1.76,13.08,2.02,0.86,23.05,3.65,2.92,20.08,3.69,2.27,15.42,1.84,40473.35,3640.306,3597.645,3596.667,3677.366,3609.36,422038400.0,6510470649.0
2011-08-31,26.53,3.23,1.76,13.07,2.02,0.86,23.13,3.65,2.92,23.1,3.69,2.26,15.46,1.84,40465.65,3597.615,3608.798,3565.869,3621.076,3597.645,250179200.0,4124690349.0
2011-09-01,26.27,3.2,1.75,13.02,2.01,0.86,22.8,3.62,2.91,22.88,3.66,2.24,15.46,1.85,40275.15,3614.029,3577.982,3571.249,3636.33,3608.798,254284400.0,3983706060.0
2011-09-02,25.85,3.15,1.72,12.86,1.99,0.84,22.37,3.55,2.87,22.55,3.59,2.2,15.46,1.87,39782.68,3571.61,3524.894,3509.641,3582.719,3577.982,230198900.0,3591107475.0
2011-09-05,25.05,3.06,1.67,12.56,1.94,0.82,21.47,3.4,2.81,20.36,3.48,2.13,15.45,1.92,38808.9,3486.494,3409.804,3409.804,3486.494,3524.894,275824500.0,4704213651.0
2011-09-06,24.9,3.05,1.67,12.6,1.95,0.83,21.48,3.38,2.79,20.29,3.47,2.12,15.45,1.92,38904.45,3385.9,3392.054,3365.977,3419.86,3409.804,242339600.0,3927582867.0
2011-09-07,25.57,3.13,1.71,12.81,1.98,0.83,22.1,3.48,2.87,20.87,3.56,2.18,15.46,1.88,39544.24,3419.059,3477.492,3403.538,3477.492,3392.054,264631200.0,4152666742.0
2011-09-08,25.38,3.1,1.7,12.76,1.97,0.83,21.75,3.48,2.83,22.22,3.53,2.16,15.46,1.89,39380.02,3495.016,3455.066,3454.52,3515.424,3477.492,247273200.0,3904553394.0
2011-09-09,25.35,3.1,1.69,12.76,1.97,0.84,21.71,3.5,2.84,20.66,3.52,2.16,15.44,1.89,39387.45,3467.605,3454.085,3439.446,3509.822,3455.066,206807400.0,3140924510.0
2011-09-13,25.12,3.07,1.68,12.65,1.95,0.83,21.62,3.45,2.81,20.46,3.49,2.03,15.45,1.91,39044.11,3410.375,3419.245,3382.022,3429.428,3454.085,204842300.0,3044989633.0
2011-09-14,25.38,3.11,1.7,12.74,1.97,0.84,21.73,3.48,2.83,20.67,3.52,2.06,15.45,1.89,39328.83,3439.313,3450.771,3373.676,3451.61,3419.245,250708800.0,3753321556.0
2011-09-15,25.32,3.1,1.7,12.67,1.96,0.83,21.67,3.46,2.82,20.62,3.51,2.05,15.44,1.91,39116.92,3449.72,3438.078,3437.31,3470.029,3450.771,229194100.0,3322716916.0
2011-09-16,25.39,3.11,1.7,12.7,1.96,0.83,21.66,3.48,2.84,20.68,3.53,2.06,15.44,1.9,39214.89,3459.088,3450.36,3446.469,3481.042,3438.078,222267900.0,3217114857.0
2011-09-19,24.85,3.06,1.67,12.47,1.93,0.82,21.14,3.38,2.77,20.35,3.47,2.03,15.46,1.94,38456.77,3429.192,3371.498,3371.498,3429.192,3450.36,274582000.0,3804706483.0
2011-09-20,24.99,3.07,1.68,12.53,1.94,0.83,21.15,3.41,2.79,20.48,3.49,2.04,15.44,1.93,38652.65,3361.395,3390.281,3349.532,3406.519,3371.498,261014900.0,3481926895.0
2011-09-21,26.03,3.19,1.74,12.88,1.99,0.84,22.54,3.56,2.92,21.22,3.62,2.13,15.48,1.87,39785.29,3391.137,3535.628,3372.858,3546.405,3390.281,576330200.0,8387451035.0
2011-09-22,25.21,3.09,1.69,12.56,1.94,0.83,21.7,3.47,2.81,20.59,3.5,2.05,15.44,1.92,38793.61,3493.359,3423.745,3422.868,3508.136,3535.628,515353600.0,7067183475.0
2011-09-23,25.33,3.1,1.7,12.57,1.95,0.83,21.93,3.49,2.81,20.58,3.51,2.06,15.48,1.92,38859.86,3363.759,3444.575,3354.404,3446.551,3423.745,454548500.0,6197462697.0
2011-09-26,25.06,3.07,1.67,12.53,1.94,0.82,21.79,3.45,2.77,20.44,3.46,2.04,15.46,1.93,38705.68,3415.099,3403.562,3387.69,3464.256,3444.575,378272900.0,5239148934.0
2011-09-27,25.49,3.11,1.69,12.67,1.95,0.82,22.27,3.55,2.83,20.79,3.52,2.08,15.43,1.9,39184.32,3437.067,3461.761,3427.483,3477.315,3403.562,454722800.0,6692197377.0
2011-09-28,25.29,3.08,1.67,12.67,1.96,0.83,22.11,3.51,2.83,20.54,3.49,2.06,15.43,1.84,39168.63,3489.202,3444.013,3428.244,3499.73,3461.761,408420500.0,6093981868.0
2011-09-29,25.1,3.04,1.66,12.7,1.96,0.83,22.28,3.49,2.83,20.32,3.46,2.04,15.44,1.83,39254.32,3418.723,3438.88,3407.589,3474.081,3444.013,455869300.0,6345619695.0
2011-09-30,25.1,2.96,1.65,12.7,1.93,0.83,22.26,3.34,2.8,20.31,3.47,2.25,15.16,1.83,39232.28,3451.993,3432.573,3416.079,3465.076,3438.88,405450400.0,6058439271.0
2011-10-10,24.92,2.94,1.64,12.6,1.91,0.82,22.17,3.33,2.77,20.16,3.46,2.24,15.16,1.84,38946.88,3447.651,3412.51,3406.548,3459.972,3432.573,336045000.0,5033971029.0
2011-10-11,24.06,2.87,1.61,12.43,1.88,0.82,20.8,3.3,2.6,19.61,3.24,2.06,15.16,1.87,38329.96,3494.466,3276.039,3228.877,3509.407,3412.51,675166900.0,10744897651.0
2011-10-12,25.2,2.98,1.68,12.69,1.92,0.83,21.17,3.39,2.74,19.75,3.35,2.32,15.14,1.83,39319.41,3248.599,3360.813,3178.47,3363.344,3276.039,562950700.0,8206409296.0
2011-10-13,25.35,3.0,1.7,12.76,1.93,0.84,21.18,3.44,2.76,19.86,3.38,2.33,15.14,1.82,39551.73,3356.752,3377.644,3336.017,3381.144,3360.813,598577600.0,7767474214.0
2011-10-14,25.37,3.0,1.69,12.71,1.92,0.83,21.09,3.42,2.77,19.83,3.38,2.21,15.14,1.82,39420.33,3382.504,3376.689,3349.359,3407.671,3377.644,428306900.0,6009879799.0
2011-10-17,25.37,3.0,1.69,12.77,1.94,0.84,21.05,3.41,2.81,19.82,3.37,2.21,15.16,1.82,39583.35,3385.097,3378.779,3361.716,3408.49,3376.689,389621400.0,5539297356.0
2011-10-18,24.56,2.91,1.63,12.46,1.89,0.81,20.61,3.36,2.72,19.29,3.27,2.02,15.14,1.86,38621.11,3353.657,3273.032,3270.305,3354.269,3378.779,385657600.0,5226371297.0
2011-10-19,24.48,2.91,1.62,12.48,1.89,0.81,20.25,3.29,2.7,19.32,3.27,2.13,15.14,1.86,38653.79,3290.072,3262.859,3254.648,3305.131,3273.032,323870500.0,4418410185.0
2011-10-20,23.43,2.83,1.56,12.32,1.87,0.8,19.5,3.17,2.6,18.74,3.07,2.07,15.15,1.88,38183.03,3245.876,3161.841,3134.961,3253.487,3262.859,474018700.0,6687943343.0
2011-10-21,23.11,2.78,1.53,12.21,1.85,0.8,18.58,3.15,2.32,18.25,3.01,2.02,15.17,1.8,37792.3,3154.725,3113.379,3112.361,3167.399,3161.841,307002700.0,3939307870.0
2011-10-24,23.36,2.85,1.55,12.44,1.89,0.82,19.43,3.14,2.43,19.52,3.07,2.16,15.22,1.76,38648.11,3120.124,3191.578,3083.701,3201.745,3113.379,426489600.0,5458379493.0
2011-10-25,24.25,2.93,1.56,12.61,1.92,0.82,19.88,3.27,2.49,20.1,3.13,2.08,15.19,1.73,39198.96,3196.728,3285.243,3170.372,3300.527,3191.578,562523100.0,7776337674.0
2011-10-26,24.22,2.94,1.57,12.64,1.93,0.83,19.95,3.28,2.49,20.02,3.14,1.97,15.23,1.73,39316.98,3263.499,3302.358,3259.608,3339.513,3285.243,592969600.0,8223892820.0
2011-10-27,24.02,2.94,1.56,12.66,1.93,0.83,19.82,3.29,2.51,19.95,3.14,2.06,15.21,1.73,39392.27,3304.674,3301.848,3288.95,3332.525,3302.358,383133000.0,5105277195.0
2011-10-28,25.07,3.03,1.58,12.76,1.97,0.78,20.56,3.36,2.6,21.31,3.36,2.12,15.4,1.69,40207.59,3354.41,3411.326,3354.41,3430.412,3301.848,721687200.0,10594555017.0
2011-10-31,24.79,3.03,1.58,12.55,1.95,0.78,20.38,3.37,2.57,22.35,3.36,2.22,15.53,1.7,39880.24,3403.337,3397.382,3376.131,3413.391,3411.326,452489900.0,6331317936.0
2011-11-01,24.69,3.02,1.57,12.54,1.95,0.77,20.23,3.34,2.53,22.31,3.34,2.21,15.52,1.71,39832.7,3361.967,3382.535,3355.709,3433.08,3397.382,525623300.0,7446195611.0
2011-11-02,24.87,3.04,1.58,12.65,1.96,0.79,20.38,3.36,2.54,24.01,3.37,2.24,15.51,1.69,40187.97,3326.326,3407.195,3293.394,3408.24,3382.535,536088300.0,8023502499.0
2011-11-03,24.91,3.05,1.59,12.65,1.96,0.79,20.55,3.32,2.58,24.01,3.38,2.25,15.5,1.69,40180.68,3415.539,3413.849,3407.029,3463.757,3407.195,744921500.0,10882593667.0
2011-11-04,25.15,3.08,1.6,12.82,1.99,0.79,20.61,3.33,2.62,24.3,3.41,2.28,15.51,1.67,40702.11,3446.314,3442.75,3419.473,3465.706,3413.849,606571100.0,8139035434.0
2011-11-07,25.19,3.09,1.6,12.78,1.98,0.79,20.66,3.39,2.64,24.34,3.42,2.28,15.52,1.67,40593.7,3433.017,3447.294,3417.178,3491.591,3442.75,519992300.0,7408329445.0
2011-11-08,25.37,3.1,1.61,12.92,2.01,0.8,20.88,3.44,2.64,24.38,3.32,2.18,15.53,1.66,41010.24,3457.255,3474.303,3450.601,3505.122,3447.294,645106700.0,8856258645.0
2011-11-09,25.61,3.13,1.63,12.98,2.01,0.81,21.08,3.49,2.66,24.61,3.41,2.2,15.52,1.65,41211.55,3492.38,3500.184,3446.08,3515.585,3474.303,515423800.0,7298860803.0
2011-11-10,25.18,3.08,1.6,12.77,1.98,0.79,20.72,3.42,2.61,24.36,3.24,2.05,15.51,1.68,40524.76,3457.752,3434.026,3432.864,3477.654,3500.184,485385900.0,6757776909.0
2011-11-11,25.18,3.07,1.6,12.81,1.99,0.8,20.69,3.44,2.6,24.3,3.3,2.15,15.51,1.67,40647.23,3458.714,3432.139,3418.556,3476.421,3434.026,393591000.0,5647065329.0
2011-11-14,25.88,3.15,1.64,13.04,2.02,0.81,21.26,3.58,2.7,24.79,3.52,2.21,15.5,1.64,41465.81,3468.536,3529.562,3466.952,3529.964,3432.139,552761300.0,8944089832.0
