,pe_e,pb_e,ps_e,pe_w,pb_w,ps_w,pe_m,pb_m,ps_m,pe_a,pb_a,ps_a,roe,dyr,cap,open,close,low,high,pre_close,volume,money
2006-01-24,16.12,1.62,0.86,15.14,1.78,0.86,17.18,1.76,1.35,13.17,1.5,1.38,11.72,3.02,5419.46,942.434,950.269,941.732,957.678,,814505400.0,5103022711.0
2006-01-25,16.2,1.63,0.87,15.32,1.8,0.87,17.26,1.78,1.36,13.59,1.51,1.38,11.72,2.99,5477.9,950.427,961.5,949.53,961.5,950.269,686026800.0,4057136442.0
2006-02-06,16.72,1.67,0.89,15.78,1.85,0.9,18.1,1.83,1.4,14.31,1.51,1.37,11.72,2.92,5615.1,960.869,988.89,960.869,989.47,961.5,800590600.0,4881832057.0
2006-02-07,16.71,1.67,0.89,15.73,1.84,0.9,18.13,1.83,1.43,14.7,1.55,1.37,11.71,2.92,5611.09,990.591,985.376,976.094,995.895,988.89,1011874600.0,6274095311.0
2006-02-08,16.68,1.68,0.89,15.67,1.83,0.9,17.38,1.83,1.44,14.68,1.59,1.37,11.71,2.93,5590.67,983.287,981.598,971.703,983.72,985.376,668818700.0,3965603592.0
2006-02-09,16.5,1.66,0.88,15.44,1.81,0.88,17.45,1.8,1.44,14.13,1.5,1.35,11.71,2.97,5517.64,980.836,969.002,966.632,980.836,981.598,623033500.0,3717407430.0
2006-02-10,16.69,1.68,0.89,15.62,1.83,0.89,17.44,1.83,1.44,14.28,1.59,1.37,11.72,2.93,5577.38,968.562,980.962,968.437,981.336,969.002,611421200.0,3668070397.0
2006-02-13,16.63,1.67,0.89,15.57,1.83,0.89,17.23,1.81,1.43,14.29,1.54,1.31,11.72,2.94,5561.48,981.45,979.772,969.668,981.45,980.962,655185100.0,3934763874.0
2006-02-14,16.76,1.67,0.89,15.86,1.84,0.9,17.23,1.83,1.43,14.79,1.51,1.32,11.6,2.91,5589.6,981.159,991.146,978.934,991.404,979.772,576132200.0,3601509870.0
2006-02-15,16.72,1.67,0.89,15.88,1.84,0.9,17.27,1.82,1.43,14.76,1.58,1.32,11.6,2.91,5596.45,991.673,993.13,991.178,1000.879,991.146,603855100.0,3742069619.0
2006-02-16,16.26,1.63,0.88,15.52,1.8,0.88,17.23,1.77,1.38,13.98,1.5,1.28,11.6,2.97,5474.09,991.466,970.811,969.942,991.466,993.13,711574000.0,4139649563.0
2006-02-17,16.3,1.62,0.87,15.67,1.8,0.89,16.6,1.77,1.36,13.42,1.49,1.37,11.51,2.97,5490.58,973.916,973.967,969.218,980.449,970.811,622539100.0,3581492533.0
2006-02-20,16.26,1.62,0.87,15.7,1.81,0.89,16.6,1.76,1.37,13.36,1.53,1.31,11.53,2.95,5517.14,975.473,976.214,974.338,985.042,973.967,657593100.0,4397860923.0
2006-02-21,16.72,1.64,0.88,16.06,1.84,0.9,16.6,1.78,1.35,13.58,1.55,1.33,11.45,2.91,5604.25,975.236,992.744,967.797,992.979,976.214,719436300.0,5059839334.0
2006-02-22,16.75,1.64,0.89,16.07,1.84,0.9,16.6,1.79,1.34,13.55,1.52,1.38,11.45,2.9,5612.82,992.959,993.388,989.714,1000.526,992.744,688443000.0,4600974917.0
2006-02-23,16.66,1.64,0.89,16.02,1.83,0.9,16.6,1.81,1.34,13.42,1.52,1.37,11.45,2.9,5606.53,994.101,992.863,982.675,995.208,993.388,600896500.0,3656546821.0
2006-02-24,16.81,1.65,0.89,16.16,1.85,0.91,16.6,1.81,1.36,13.6,1.57,1.38,11.45,2.88,5656.7,992.936,1001.417,992.936,1001.706,992.863,554792800.0,3467826272.0
2006-02-27,16.75,1.64,0.89,16.04,1.84,0.9,16.6,1.81,1.35,13.57,1.52,1.37,11.44,2.9,5617.33,1004.591,993.213,990.839,1005.786,1001.417,532961100.0,3453387681.0
2006-02-28,16.8,1.65,0.89,16.12,1.84,0.9,16.87,1.83,1.35,13.55,1.56,1.32,11.42,2.89,5638.64,991.623,996.885,979.269,997.646,993.213,451319500.0,2754434289.0
2006-03-01,16.81,1.65,0.89,16.12,1.84,0.9,17.07,1.83,1.35,13.56,1.52,1.33,11.42,2.89,5637.13,992.755,997.892,990.974,999.749,996.885,520873300.0,3306558845.0
2006-03-02,16.57,1.63,0.88,15.95,1.82,0.89,16.95,1.86,1.34,13.4,1.5,1.36,11.43,2.92,5584.75,1001.69,987.162,983.29,1001.69,997.892,750470900.0,4587976840.0
2006-03-03,16.61,1.63,0.88,15.99,1.83,0.9,16.84,1.85,1.35,13.39,1.54,1.31,11.43,2.91,5592.01,986.945,989.632,979.38,992.113,987.162,572500300.0,3482761178.0
2006-03-06,16.78,1.61,0.87,16.38,1.8,0.88,17.71,1.77,1.34,13.52,1.51,1.27,10.97,2.94,5157.02,990.395,984.482,982.649,992.016,989.632,458003400.0,2712197161.0
2006-03-07,16.2,1.56,0.84,15.79,1.74,0.84,16.94,1.73,1.29,13.49,1.47,1.23,11.0,3.03,5013.94,983.074,958.161,955.763,983.172,984.482,556761900.0,3040972871.0
2006-03-08,16.05,1.55,0.83,15.61,1.72,0.83,17.02,1.73,1.29,13.06,1.39,1.24,11.01,3.06,4956.83,955.383,950.299,939.54,958.131,958.161,501127700.0,2835503271.0
2006-03-09,16.07,1.55,0.83,15.63,1.71,0.82,16.98,1.73,1.27,13.03,1.38,1.23,10.94,3.07,4938.1,949.512,945.668,942.372,952.086,950.299,345757700.0,1860959621.0
2006-03-10,16.19,1.56,0.83,15.7,1.72,0.83,17.0,1.74,1.25,13.05,1.39,1.24,10.95,3.05,4970.79,946.282,950.659,946.282,953.55,945.668,373976000.0,2093904149.0
2006-03-13,16.61,1.58,0.85,16.42,1.77,0.86,17.09,1.75,1.26,13.26,1.42,1.26,10.8,2.92,5194.31,950.396,966.798,950.396,967.703,950.659,409323300.0,2202368101.0
2006-03-14,16.6,1.58,0.85,16.41,1.77,0.86,17.11,1.78,1.26,13.26,1.45,1.25,10.81,2.92,5190.38,967.407,966.396,960.082,968.102,966.798,326835700.0,1901019997.0
