,pe_e,pb_e,ps_e,pe_w,pb_w,ps_w,pe_m,pb_m,ps_m,pe_a,pb_a,ps_a,roe,dyr,cap,open,close,low,high,pre_close,volume,money
2010-06-01,61.33,4.89,10.99,69.04,5.85,12.94,60.09,4.67,12.7,54.77,3.71,10.52,8.48,0.31,3324.17,986.015,973.233,948.118,994.793,,135628500.0,4924176839.0
2010-06-02,62.74,5.0,11.25,70.74,6.0,13.26,61.07,4.78,13.13,54.76,3.81,11.11,8.48,0.32,3403.34,967.609,997.119,952.611,997.119,973.233,107462800.0,4001206161.0
2010-06-03,62.29,5.19,10.48,69.93,6.15,12.45,60.43,4.92,13.03,53.79,4.23,10.66,8.79,0.3,3552.43,1002.355,998.394,997.775,1026.702,997.119,161680500.0,6240835496.0
2010-06-04,64.4,5.36,10.79,71.99,6.33,12.81,62.84,5.17,13.39,57.91,4.21,11.32,8.79,0.3,3663.34,989.681,1027.681,986.504,1027.681,998.394,150029500.0,5269440644.0
2010-06-07,67.36,5.62,11.26,74.91,6.58,13.33,66.15,5.66,13.81,60.55,4.41,12.16,8.79,0.29,3809.21,1005.028,1069.468,1001.702,1075.225,1027.681,265527500.0,9106094723.0
2010-06-08,67.52,5.64,11.29,74.75,6.57,13.31,66.1,5.61,13.98,60.67,4.41,11.53,8.79,0.29,3799.94,1067.324,1067.154,1050.965,1075.503,1069.468,197672100.0,6621994295.0
2010-06-09,67.11,5.85,11.54,74.63,6.76,13.52,64.97,5.79,14.25,60.67,5.99,12.45,9.05,0.28,3969.23,1070.852,1077.823,1069.431,1102.098,1067.154,254156800.0,8994866396.0
2010-06-10,69.06,6.01,11.88,77.37,7.0,14.02,67.42,5.92,14.44,61.26,6.18,12.56,9.05,0.28,4121.6,1077.675,1117.478,1076.281,1119.106,1077.823,219740500.0,8242731100.0
2010-06-11,69.83,6.06,12.02,77.7,7.03,14.08,68.97,5.89,14.34,61.74,6.27,12.98,9.05,0.28,4139.61,1122.443,1122.199,1118.706,1128.228,1117.478,222487400.0,8449039156.0
2010-06-17,66.32,5.77,11.45,73.73,6.67,13.36,65.73,5.53,13.57,58.57,5.94,11.69,9.05,0.3,3921.15,1126.13,1064.839,1064.839,1129.685,1122.199,176428400.0,6757409316.0
2010-06-18,62.43,5.44,10.77,69.26,6.27,12.55,61.39,5.21,13.03,55.11,5.58,11.04,9.05,0.32,3681.96,1052.067,1000.277,993.174,1053.138,1064.839,163065100.0,5827721367.0
2010-06-21,65.1,5.67,11.21,72.17,6.51,13.1,62.91,5.35,13.31,55.28,5.8,11.24,9.02,0.32,3831.74,991.957,1040.802,976.414,1043.156,1000.277,157479800.0,5604269447.0
2010-06-22,65.16,5.66,11.22,71.76,6.47,13.02,63.58,5.4,13.36,55.28,5.6,11.21,9.02,0.33,3808.49,1037.039,1034.995,1033.647,1057.365,1040.802,142716200.0,5067480292.0
2010-06-23,65.93,5.72,11.33,72.62,6.55,13.18,65.36,5.61,13.59,56.01,5.67,11.36,9.02,0.32,3855.03,1026.865,1047.337,1023.737,1056.348,1034.995,125735900.0,4608672512.0
2010-06-24,66.04,5.73,11.36,72.84,6.57,13.22,65.6,5.67,13.67,56.17,5.68,11.38,9.02,0.33,3865.63,1046.759,1050.601,1041.539,1059.754,1047.337,106913300.0,3904947869.0
2010-06-25,63.16,5.68,10.68,69.58,6.46,12.47,62.66,5.48,12.77,56.24,5.82,10.88,9.29,0.33,3873.81,1046.212,1016.283,999.163,1046.212,1050.601,123729800.0,4515664637.0
2010-06-28,61.59,5.53,10.43,67.54,6.25,12.12,61.99,5.38,12.61,52.77,5.68,10.62,9.25,0.34,3768.28,1009.223,987.827,984.216,1014.413,1016.283,92067300.0,3463552184.0
2010-06-29,57.22,5.13,9.68,62.45,5.78,11.2,57.38,4.92,11.76,49.94,5.27,9.87,9.25,0.37,3488.04,985.572,913.309,912.54,992.227,987.827,149780000.0,5293896897.0
2010-06-30,57.69,3.84,9.76,62.84,4.29,11.27,59.18,4.0,11.75,50.42,3.56,10.22,6.83,0.37,3510.33,898.291,919.314,881.36,921.81,913.309,122366100.0,3852158586.0
2010-07-01,55.69,3.71,9.43,60.32,4.12,10.82,56.06,3.77,11.29,48.59,3.29,9.79,6.83,0.38,3372.87,914.395,882.19,882.19,921.214,919.314,104957300.0,3663773722.0
2010-07-02,55.45,3.69,9.37,59.7,4.08,10.71,55.61,3.87,11.17,47.56,3.34,9.72,6.83,0.39,3334.44,878.951,873.12,832.623,885.338,882.19,128883400.0,4212661774.0
2010-07-05,54.96,3.66,9.26,58.93,4.02,10.57,54.81,3.77,11.12,48.06,3.24,9.42,6.83,0.39,3290.08,857.369,862.268,842.733,870.863,873.12,91586400.0,2851736007.0
2010-07-06,56.69,3.77,9.54,61.04,4.17,10.95,56.78,3.83,11.5,48.72,3.35,9.98,6.83,0.38,3408.94,859.258,893.718,857.797,898.445,862.268,116523200.0,3751055713.0
2010-07-07,57.47,3.83,9.67,62.08,4.24,11.14,57.59,3.87,11.59,50.24,3.46,10.12,6.83,0.37,3466.74,896.532,908.549,890.336,908.549,893.718,104616300.0,3342473673.0
2010-07-08,57.02,3.89,9.47,61.57,4.28,10.87,57.83,3.93,11.3,50.2,3.47,9.58,6.95,0.37,3541.15,911.997,905.509,887.027,914.296,908.549,109808800.0,3780698945.0
2010-07-09,58.48,3.99,9.73,63.31,4.4,11.18,59.44,4.04,11.81,50.49,3.57,10.31,6.95,0.37,3639.42,903.496,932.147,896.886,936.53,905.509,145146000.0,4743256781.0
2010-07-12,58.35,3.99,9.72,63.14,4.39,11.15,57.88,4.04,11.49,50.32,3.56,10.04,6.95,0.37,3630.04,931.535,930.173,924.058,941.071,932.147,126361800.0,4188147302.0
2010-07-13,58.48,3.99,9.74,63.22,4.39,11.16,59.29,4.1,11.78,50.46,3.65,10.08,6.95,0.37,3630.38,924.948,931.08,906.304,936.644,930.173,146865700.0,4744135623.0
2010-07-14,58.15,3.97,9.69,62.62,4.35,11.06,58.6,4.08,11.57,50.18,3.55,10.01,6.95,0.37,3596.96,929.749,922.362,916.074,937.932,931.08,142358600.0,4648080329.0
2010-07-15,55.94,3.82,9.32,60.56,4.21,10.69,55.55,3.88,11.09,47.49,3.49,9.64,6.95,0.38,3479.93,920.046,892.557,892.557,930.555,922.362,117588100.0,3960490864.0
2010-07-16,55.93,3.82,9.32,60.53,4.21,10.69,55.72,3.89,11.2,48.33,3.42,9.45,6.95,0.39,3476.82,885.067,892.298,869.022,895.056,892.557,100931200.0,3264221675.0
