,pe_e,pb_e,ps_e,pe_w,pb_w,ps_w,pe_m,pb_m,ps_m,pe_a,pb_a,ps_a,roe,dyr,cap,open,close,low,high,pre_close,volume,money
2013-12-26,67.0,3.34,2.83,66.35,2.97,2.58,65.68,3.66,4.25,50.41,3.17,4.74,4.47,0.58,5886.85,6033.16,5941.86,5936.55,6033.16,6031.37,388390183.0,6133189779.0
2013-12-27,68.56,3.42,2.89,68.46,3.06,2.66,67.19,3.73,4.41,51.47,3.11,4.86,4.48,0.56,6062.63,5950.11,6114.5,5950.11,6122.19,5941.86,547853256.0,7913309260.0
2013-12-30,69.18,3.44,2.92,67.81,3.06,2.66,66.86,3.76,4.43,51.76,3.25,4.62,4.52,0.56,6066.94,6139.88,6127.17,6121.2,6168.22,6114.5,475679504.0,7352742826.0
2013-12-31,68.67,3.23,2.9,67.75,2.92,2.66,65.94,3.33,4.32,51.38,2.98,4.6,4.31,0.56,6063.06,6095.38,6096.02,6066.82,6131.11,6127.17,357413564.0,5639265566.0
2014-01-02,69.76,3.28,2.94,68.52,2.95,2.69,65.53,3.44,4.41,52.15,2.91,4.66,4.31,0.55,6132.49,6086.23,6177.76,6075.69,6180.56,6096.02,393283942.0,6264244613.0
2014-01-03,69.42,3.25,2.91,67.89,2.92,2.67,66.1,3.41,4.38,52.14,3.0,4.65,4.31,0.56,6076.47,6159.56,6133.72,6100.71,6186.13,6177.76,445395970.0,6972321362.0
2014-01-06,66.84,3.13,2.78,65.36,2.81,2.57,63.85,3.34,4.11,50.49,2.8,4.49,4.31,0.58,5857.46,6108.43,5914.13,5910.47,6108.43,6133.72,459605976.0,6277094189.0
2014-01-07,66.97,3.14,2.79,65.63,2.83,2.58,64.25,3.37,4.11,50.77,2.81,4.28,4.31,0.58,5882.93,5883.59,5943.92,5864.7,5966.38,5914.13,300904297.0,4379743560.0
2014-01-08,68.35,3.19,2.83,66.79,2.88,2.62,65.54,3.42,4.2,51.9,2.87,4.4,4.31,0.57,5993.4,5962.94,6057.76,5961.61,6086.99,5943.92,452809962.0,7202588996.0
2014-01-09,66.53,3.11,2.75,65.29,2.81,2.57,64.13,3.35,4.04,50.81,2.61,4.54,4.31,0.58,5859.71,6031.09,5915.39,5913.75,6085.05,6057.76,406248428.0,6620105270.0
2014-01-10,64.93,3.04,2.7,63.69,2.74,2.5,62.53,3.28,4.0,49.66,2.54,4.41,4.31,0.59,5721.92,5890.73,5773.44,5762.04,5905.49,5915.39,376241793.0,5161996870.0
2014-01-13,63.87,3.01,2.67,63.17,2.72,2.48,62.92,3.25,4.0,49.04,2.5,4.36,4.31,0.6,5674.78,5785.56,5717.42,5677.27,5839.26,5773.44,326033052.0,4642829518.0
2014-01-14,65.52,3.08,2.74,64.49,2.78,2.54,63.73,3.3,4.19,50.48,2.67,4.51,4.31,0.59,5789.59,5716.08,5853.3,5695.74,5853.3,5717.42,362092376.0,5301935368.0
2014-01-15,66.76,3.13,2.79,65.45,2.82,2.57,65.88,3.33,4.29,48.58,2.72,4.34,4.31,0.58,5871.91,5845.62,5949.6,5832.29,5986.32,5853.3,492930576.0,7373951629.0
2014-01-16,66.51,3.12,2.77,65.21,2.81,2.56,64.83,3.29,4.28,51.42,2.71,4.3,4.31,0.58,5852.31,5941.85,5921.8,5892.62,5967.69,5949.6,409382871.0,6244916083.0
2014-01-17,65.69,3.08,2.73,64.08,2.76,2.52,63.66,3.3,4.31,50.95,2.68,4.27,4.31,0.59,5754.17,5899.87,5829.94,5824.66,5909.82,5921.8,424841405.0,5730773696.0
2014-01-20,65.53,3.07,2.73,63.99,2.76,2.52,62.33,3.23,4.19,50.85,2.76,4.24,4.31,0.59,5735.51,5831.18,5810.36,5754.97,5873.42,5829.94,343932496.0,4806483115.0
2014-01-21,66.51,3.11,2.76,64.61,2.78,2.54,62.57,3.29,4.27,51.38,2.79,4.31,4.31,0.59,5785.68,5816.2,5872.31,5809.57,5874.66,5810.36,334490104.0,4864814978.0
