,pe_e,pb_e,ps_e,pe_w,pb_w,ps_w,pe_m,pb_m,ps_m,pe_a,pb_a,ps_a,roe,dyr,cap,open,close,low,high,pre_close,volume,money
2010-08-20,60.62,4.41,10.18,64.93,4.7,11.4,59.91,4.63,12.1,52.84,3.75,11.05,7.24,0.34,3972.45,1022.34,996.81,994.42,1023.37,,240456100.0,9468962900.0
2010-08-23,60.91,4.51,10.19,65.08,4.79,11.4,61.13,4.61,12.1,52.48,3.64,10.34,7.36,0.33,4084.07,995.8,996.48,992.38,1002.06,996.81,177392800.0,6691922900.0
2010-08-24,61.35,4.54,10.26,65.65,4.83,11.49,61.52,4.67,12.3,49.89,3.58,10.38,7.36,0.33,4122.4,994.44,1005.86,988.07,1008.62,996.48,160815500.0,6272781900.0
2010-08-25,59.56,4.41,9.93,63.77,4.7,11.14,60.0,4.45,11.94,48.91,3.56,10.07,7.37,0.34,4009.73,1001.14,977.73,977.4,1003.16,1005.86,216663800.0,7732031000.0
2010-08-26,59.59,4.52,9.98,63.69,4.82,11.17,59.62,4.53,12.06,49.24,3.68,10.09,7.56,0.32,4173.19,979.48,981.15,973.39,985.38,977.73,170076800.0,6245785700.0
2010-08-27,60.75,4.6,10.13,65.04,4.91,11.39,60.62,4.58,12.54,50.58,3.75,10.51,7.55,0.32,4253.92,979.0,1000.1,976.31,1001.45,981.15,217348100.0,7887761300.0
2010-08-30,62.23,4.72,10.39,66.66,5.03,11.67,61.62,4.67,12.72,53.62,3.84,10.52,7.55,0.31,4359.65,1003.59,1024.99,1003.59,1025.26,1000.1,235818600.0,8501815300.0
2010-08-31,62.26,4.72,10.38,66.7,5.04,11.68,61.21,4.67,12.78,52.86,3.92,10.99,7.55,0.31,4360.41,1020.85,1025.61,1015.29,1029.8,1024.99,217533500.0,8054545200.0
2010-09-01,60.38,4.57,10.08,64.81,4.89,11.35,59.8,4.47,12.71,53.44,3.8,10.17,7.55,0.32,4236.8,1025.71,996.58,988.69,1029.76,1025.61,240015300.0,8763611300.0
2010-09-02,61.48,4.65,10.28,66.16,4.99,11.58,61.1,4.58,12.78,55.38,3.86,10.11,7.55,0.31,4326.7,1004.15,1017.27,999.16,1020.63,996.58,275800400.0,11048559000.0
2010-09-03,63.35,4.86,10.57,68.13,5.22,11.93,62.53,4.75,13.03,55.79,3.84,10.93,7.66,0.3,4574.76,1022.02,1039.87,1021.71,1048.94,1017.27,318601300.0,12468598900.0
2010-09-06,61.96,4.76,10.33,66.44,5.09,11.63,61.7,4.64,12.66,57.23,3.76,10.47,7.66,0.31,4461.15,1042.51,1013.99,1011.12,1046.1,1039.87,254696300.0,9852694900.0
2010-09-07,62.69,4.82,10.45,67.29,5.16,11.78,62.08,4.63,12.77,55.22,3.8,10.59,7.66,0.31,4518.97,1013.22,1027.01,1011.1,1027.01,1013.99,168600200.0,6571730300.0
2010-09-08,63.51,4.95,10.63,67.69,5.23,11.88,62.94,4.68,13.35,54.4,3.8,11.1,7.73,0.3,4618.89,1023.94,1029.72,1020.88,1030.9,1027.01,180164400.0,6577840800.0
2010-09-09,63.29,4.93,10.58,67.45,5.21,11.83,62.86,4.73,13.23,54.14,3.89,11.29,7.73,0.3,4602.49,1032.7,1026.03,1023.64,1044.86,1029.72,236528400.0,8209269700.0
2010-09-10,64.86,5.13,10.82,68.85,5.38,12.05,63.82,4.89,13.26,56.82,3.81,11.33,7.81,0.29,4876.04,1025.8,1036.19,1017.81,1038.97,1026.03,221090100.0,7388107400.0
2010-09-13,65.53,5.18,10.92,69.37,5.42,12.14,64.01,4.97,13.7,58.31,3.84,11.45,7.81,0.29,4914.3,1035.66,1044.03,1034.39,1046.95,1036.19,201029300.0,6899539100.0
2010-09-14,65.02,5.14,10.84,68.71,5.37,12.02,63.05,4.86,13.49,57.85,3.8,11.35,7.81,0.29,4871.97,1045.64,1033.98,1031.55,1047.59,1044.03,194084200.0,6968658000.0
2010-09-15,62.31,4.92,10.39,65.87,5.15,11.53,61.68,4.67,12.88,53.77,3.64,10.87,7.81,0.3,4678.43,1031.86,991.32,988.45,1032.18,1033.98,221646400.0,7937956500.0
2010-09-16,61.25,4.92,10.14,64.91,5.17,11.26,60.52,4.64,12.55,53.89,3.59,10.52,7.97,0.29,4787.1,990.27,973.27,965.27,995.75,991.32,171792400.0,5902965900.0
2010-09-17,61.12,4.92,10.12,64.79,5.16,11.24,60.14,4.65,12.67,53.84,3.59,10.49,7.97,0.29,4772.57,976.19,971.46,967.56,981.55,973.27,145003100.0,5395687700.0
2010-09-20,59.77,4.81,9.89,63.29,5.04,10.98,59.98,4.56,12.48,51.86,3.5,10.28,7.97,0.3,4656.39,971.4,948.93,946.13,974.52,971.46,129268200.0,4638370700.0
2010-09-21,58.86,4.74,9.73,62.26,4.96,10.8,58.02,4.41,12.43,52.57,3.44,10.09,7.97,0.3,4575.21,951.22,933.49,929.61,953.04,948.93,110718800.0,3685261100.0
2010-09-27,59.79,4.82,9.89,63.16,5.03,10.94,58.75,4.5,12.66,53.41,3.51,10.26,7.96,0.3,4652.96,935.36,949.43,929.9,950.38,933.49,107943700.0,3608369900.0
2010-09-28,59.01,4.76,9.76,62.56,4.98,10.83,58.53,4.32,12.58,52.79,3.47,10.14,7.96,0.3,4604.14,948.25,940.46,938.06,949.37,949.43,166617300.0,6756897400.0
2010-09-29,58.16,4.69,9.63,61.49,4.9,10.65,57.66,4.28,12.51,51.95,3.42,9.98,7.96,0.31,4528.57,939.79,924.4,922.47,942.25,940.46,123024200.0,4512222700.0
2010-09-30,59.17,3.96,9.8,62.6,4.25,10.84,59.02,4.0,12.63,52.11,3.46,10.15,6.78,0.3,4610.49,922.41,941.15,920.08,941.15,924.4,109921000.0,3967678400.0
2010-10-08,60.38,4.04,10.01,63.79,4.32,11.01,59.43,4.09,12.86,53.18,3.64,10.36,6.78,0.29,4705.61,946.7,959.78,946.32,962.99,941.15,151118800.0,5272913500.0
2010-10-11,59.8,4.0,9.96,62.94,4.27,10.87,59.02,4.03,12.6,53.42,3.54,10.25,6.78,0.3,4644.43,960.6,947.1,941.61,960.72,959.78,185247000.0,6479456300.0
2010-10-12,60.0,4.02,9.96,63.0,4.29,10.83,59.1,4.07,12.39,53.54,3.56,10.31,6.8,0.3,4663.32,946.26,951.22,944.51,959.66,947.1,151089600.0,5054330300.0
2010-10-13,60.62,4.04,9.96,63.68,4.31,10.91,59.92,4.06,12.43,53.6,3.54,10.39,6.77,0.29,4791.03,950.57,960.22,939.64,960.22,951.22,220948600.0,7669941900.0
2010-10-14,59.96,4.0,9.83,63.35,4.29,10.85,59.36,4.04,12.36,53.07,3.45,9.92,6.77,0.29,4764.29,960.79,955.24,953.89,972.51,960.22,199413600.0,6996953600.0
2010-10-15,58.95,3.93,9.67,62.34,4.22,10.68,58.41,3.98,12.14,52.97,3.33,9.74,6.77,0.3,4685.24,951.19,940.07,933.53,954.5,955.24,188478800.0,6403270000.0
2010-10-18,58.08,3.87,9.51,61.4,4.17,10.53,57.85,3.94,11.98,52.13,3.28,9.58,6.79,0.3,4617.72,937.59,927.67,910.25,937.59,940.07,178733600.0,5975260100.0
2010-10-19,62.37,4.14,10.28,66.2,4.47,11.48,62.11,4.18,12.71,56.34,3.6,10.27,6.76,0.27,5227.31,927.94,987.87,927.9,997.85,927.67,333381000.0,11780277400.0
2010-10-20,62.06,4.16,10.18,65.58,4.51,11.25,61.18,4.19,12.65,52.12,3.57,10.23,6.87,0.26,5264.1,978.34,994.96,977.56,1013.15,987.87,343817500.0,11730252500.0
2010-10-21,61.39,4.14,10.07,64.88,4.47,11.14,59.64,4.24,12.64,53.8,3.6,10.17,6.89,0.27,5222.83,993.48,986.35,977.25,993.48,994.96,216194500.0,7155691400.0
2010-10-22,62.36,4.22,10.22,66.09,4.57,11.33,60.99,4.32,12.79,53.1,3.63,10.53,6.91,0.26,5334.93,985.71,1008.01,985.71,1016.25,986.35,237773400.0,8008473700.0
2010-10-25,63.57,4.33,10.4,66.85,4.69,11.5,62.99,4.44,12.95,54.11,3.84,10.89,7.01,0.25,5479.13,1013.01,1034.93,1013.01,1038.42,1008.01,272946400.0,9349804500.0
2010-10-26,62.47,4.3,10.21,65.95,4.67,11.31,62.52,4.44,13.13,51.5,3.71,11.06,7.08,0.25,5450.69,1036.64,1030.6,1017.0,1036.91,1034.93,296792400.0,11256502900.0
2010-10-27,61.77,4.28,9.98,64.77,4.64,10.97,61.79,4.38,12.79,50.67,3.71,9.96,7.17,0.25,5600.86,1029.93,1026.61,1024.93,1042.24,1030.6,244383100.0,8963388200.0
2010-10-28,62.47,4.31,9.87,65.33,4.68,10.83,62.02,4.48,12.72,51.12,3.84,10.13,7.16,0.25,5651.39,1021.74,1035.66,1020.83,1035.66,1026.61,226939300.0,8471493700.0
2010-10-29,64.06,4.42,10.09,67.02,4.8,11.1,64.01,4.54,12.83,54.83,3.94,10.03,7.17,0.24,5801.31,1038.28,1062.79,1038.28,1068.21,1035.66,309740500.0,11544181600.0
2010-11-01,66.58,4.59,10.47,69.91,5.25,11.47,66.0,4.78,13.58,56.27,4.1,10.67,7.51,0.23,6032.66,1069.78,1105.99,1069.78,1111.06,1062.79,375482500.0,14242636600.0
