,pe_e,pb_e,ps_e,pe_w,pb_w,ps_w,pe_m,pb_m,ps_m,pe_a,pb_a,ps_a,roe,dyr,cap,open,close,low,high,pre_close,volume,money
2014-10-31,66.46,6.43,8.66,66.42,7.27,7.93,71.69,7.71,13.41,55.0,6.36,9.95,10.94,0.39,1982.93,,,,,,,
2014-11-03,66.65,6.42,8.68,66.45,7.27,7.93,70.64,7.73,13.44,49.44,6.34,9.89,10.94,0.39,1984.78,,,,,,,
2014-11-04,65.83,6.34,8.56,65.41,7.16,7.81,68.41,7.49,13.09,48.9,6.21,9.69,10.95,0.4,1956.12,,,,,,,
2014-11-05,65.67,6.32,8.52,65.44,7.16,7.81,69.72,7.59,13.24,49.1,6.8,9.72,10.95,0.4,1953.9,,,,,,,
2014-11-06,66.36,6.38,8.63,66.01,7.22,7.88,71.26,7.64,13.27,49.43,6.88,9.8,10.94,0.4,1972.15,,,,,,,
2014-11-07,65.6,6.28,8.5,65.14,7.13,7.78,70.27,7.6,12.72,48.99,5.63,9.62,10.94,0.4,1946.27,,,,,,,
2014-11-10,65.46,6.26,8.47,65.04,7.12,7.76,68.7,7.45,12.79,48.78,5.59,9.56,10.94,0.4,1940.59,,,,,,,
2014-11-11,63.41,6.07,8.22,63.0,6.89,7.52,68.53,7.48,12.36,47.42,5.43,9.3,10.94,0.41,1879.9,,,,,,,
2014-11-12,64.39,6.15,8.33,63.88,6.99,7.62,70.48,7.64,12.59,48.21,6.05,9.43,10.94,0.41,1906.29,,,,,,,
2014-11-13,63.07,6.03,8.17,62.52,6.84,7.46,68.02,7.42,12.04,47.53,5.23,8.25,10.94,0.42,1865.02,,,,,,,
2014-11-14,62.82,6.0,8.16,62.35,6.82,7.44,68.07,7.34,12.27,47.21,5.21,9.13,10.94,0.42,1857.71,,,,,,,
2014-11-17,63.79,6.08,8.26,63.78,6.98,7.61,68.79,7.51,12.72,47.88,5.44,8.33,10.94,0.41,1898.51,,,,,,,
2014-11-18,64.15,6.11,8.3,64.08,7.01,7.65,67.92,7.46,12.89,48.0,5.45,8.35,10.94,0.41,1907.82,,,,,,,
2014-11-19,64.58,6.17,8.36,64.49,7.06,7.7,68.79,7.41,12.65,48.29,5.48,8.44,10.94,0.41,1919.31,,,,,,,
2014-11-20,63.95,6.09,8.25,64.07,7.01,7.65,68.02,7.44,13.01,48.03,5.43,8.38,10.94,0.41,1905.73,,,,,,,
2014-11-21,64.52,6.15,8.33,64.55,7.06,7.72,68.48,7.55,13.16,48.33,5.47,8.44,10.94,0.41,1919.89,,,,,,,
2014-11-24,64.27,6.14,8.32,64.17,7.02,7.67,68.58,7.56,12.99,48.26,5.47,8.46,10.94,0.41,1910.32,,,,,,,
2014-11-25,65.2,6.25,8.44,65.0,7.11,7.78,70.64,7.55,13.11,48.62,5.56,8.58,10.94,0.4,1934.55,,,,,,,
2014-11-26,65.23,6.24,8.45,64.43,7.05,7.71,70.17,7.52,12.86,48.49,5.56,9.53,10.94,0.41,1922.88,,,,,,,
2014-11-27,65.18,6.24,8.44,64.6,7.07,7.73,70.46,7.55,12.53,48.59,5.57,9.56,10.94,0.4,1929.11,,,,,,,
2014-11-28,65.62,6.27,8.43,64.85,7.09,7.76,70.53,7.55,12.64,49.05,6.83,9.61,10.94,0.4,1941.44,,,,,,,
2014-12-01,64.25,6.16,8.33,64.29,7.03,7.69,69.2,7.41,12.23,47.83,6.06,8.37,10.94,0.41,1915.94,,,,,,,
2014-12-02,64.61,6.17,8.35,64.78,7.09,7.75,69.25,7.45,12.67,47.99,5.49,8.4,10.94,0.4,1929.31,,,,,,,
2014-12-03,65.34,6.2,8.45,65.88,7.21,7.88,69.61,7.5,12.79,48.55,5.53,8.47,10.94,0.4,1957.08,,,,,,,
2014-12-04,65.7,6.25,8.51,66.09,7.23,7.91,71.29,7.5,12.82,48.67,5.56,8.49,10.94,0.4,1963.57,,,,,,,
2014-12-05,63.68,6.05,8.26,64.48,7.06,7.71,69.04,7.24,13.17,47.18,5.37,8.21,10.94,0.41,1909.29,,,,,,,
2014-12-08,62.53,5.94,8.11,63.22,6.91,7.56,67.46,7.07,12.97,46.45,5.28,8.06,10.93,0.42,1873.1,,,,,,,
2014-12-09,60.6,5.76,7.83,61.43,6.72,7.35,63.47,6.6,12.25,50.42,5.12,7.83,10.94,0.43,1819.19,,,,,,,
2014-12-10,62.21,5.89,8.04,63.0,6.9,7.52,65.36,6.71,12.32,46.44,5.26,8.06,10.95,0.42,1866.76,,,,,,,
2014-12-11,62.59,5.93,8.1,63.43,6.94,7.57,65.57,6.84,12.23,46.64,5.29,8.08,10.94,0.41,1878.98,,,,,,,
2014-12-12,64.31,5.93,8.05,68.34,6.95,7.17,75.31,7.08,13.38,51.52,7.97,9.2,10.17,0.4,1488.92,,,,,,,
2014-12-15,66.47,6.15,8.31,70.86,7.21,7.44,76.06,7.37,13.38,53.42,7.46,8.25,10.17,0.39,1542.38,,,,,,,
2014-12-16,65.86,6.09,8.24,70.24,7.15,7.38,75.5,7.3,13.38,53.2,7.39,8.14,10.17,0.39,1528.78,,,,,,,
2014-12-17,64.59,5.96,8.07,69.26,7.04,7.28,73.79,7.07,13.38,52.11,7.28,7.99,10.17,0.4,1505.68,,,,,,,
2014-12-18,63.88,5.9,7.99,68.47,6.96,7.19,73.33,6.91,13.38,51.4,5.1,7.9,10.17,0.4,1488.41,,,,,,,
2014-12-19,62.76,5.78,7.87,67.74,6.89,7.11,71.75,6.76,13.32,50.22,5.67,7.77,10.17,0.41,1468.43,,,,,,,
2014-12-22,60.28,5.53,7.59,64.98,6.61,6.83,69.45,6.5,12.77,48.4,6.74,7.51,10.17,0.43,1408.98,,,,,,,
