,pe_e,pb_e,ps_e,pe_w,pb_w,ps_w,pe_m,pb_m,ps_m,pe_a,pb_a,ps_a,roe,dyr,cap,open,close,low,high,pre_close,volume,money
2015-08-03,,,,,,,,,,,,,,,,2743.26,2702.18,2652.0,2769.23,,2309757080.0,31885835102.8
2015-08-04,78.64,4.86,5.51,73.88,4.62,5.02,80.82,5.72,6.49,74.06,4.99,6.28,6.26,0.36,15342.83,2705.07,2854.76,2700.23,2854.76,2702.18,2438896794.0,34632483658.3
2015-08-05,77.68,4.81,5.45,72.79,4.56,4.95,80.34,5.49,6.59,76.28,4.94,6.22,6.27,0.36,15132.99,2857.94,2815.8,2793.84,2894.06,2854.76,2452460349.0,38353593983.7
2015-08-06,78.04,4.83,5.47,72.57,4.54,4.93,78.03,5.36,6.66,76.29,4.82,6.23,6.26,0.36,15086.18,2753.99,2810.34,2746.72,2847.8,2815.8,1805306764.0,28358615964.0
2015-08-07,80.48,5.0,5.65,74.7,4.68,5.08,82.15,5.53,6.89,79.26,5.22,6.44,6.27,0.35,15536.76,2845.99,2896.18,2832.51,2897.11,2810.34,2518776527.0,36838388198.5
2015-08-10,84.42,5.23,5.9,78.27,4.91,5.32,80.44,5.87,7.25,76.9,5.47,6.74,6.27,0.34,16230.48,2921.36,3026.74,2911.68,3046.49,2896.18,3192047084.0,45633015422.7
2015-08-11,84.39,5.24,5.91,78.28,4.9,5.32,77.93,5.92,7.19,77.26,5.47,6.55,6.26,0.33,16271.46,3025.98,3029.73,3004.53,3079.42,3026.74,3321332836.0,46703530637.8
2015-08-12,82.46,5.16,5.8,77.0,4.82,5.23,75.5,5.94,7.02,76.2,5.38,6.21,6.26,0.34,16012.55,3004.21,2979.76,2978.06,3054.51,3029.73,2639189439.0,38956628020.9
2015-08-13,84.83,5.33,5.97,79.09,4.96,5.38,79.79,6.26,7.3,75.88,5.68,6.4,6.27,0.33,16420.84,2962.91,3061.31,2948.42,3061.47,2979.76,2781775723.0,39913813261.9
2015-08-14,84.72,5.34,5.96,79.15,4.97,5.38,78.28,6.21,7.25,75.91,5.94,6.39,6.27,0.33,16434.06,3081.53,3067.77,3044.45,3108.28,3061.31,3115111759.0,46105583609.5
2015-08-17,85.8,5.44,6.06,79.85,5.03,5.43,83.7,6.22,7.53,74.0,5.88,6.47,6.3,0.33,16643.86,3053.11,3113.41,3022.05,3113.49,3067.77,3524903149.0,46419129238.0
2015-08-18,79.06,5.03,5.59,73.75,4.66,5.03,75.7,5.64,6.98,74.56,5.35,5.8,6.31,0.35,15427.6,3117.53,2880.72,2867.95,3123.45,3113.41,3813798180.0,52600024353.1
2015-08-19,81.39,5.16,5.74,75.19,4.77,5.16,77.84,5.79,7.09,70.43,5.36,5.94,6.35,0.34,15845.17,2786.2,2961.04,2718.84,2978.75,2880.72,3423775668.0,44652777263.2
2015-08-20,80.12,5.06,5.6,73.65,4.65,5.03,73.19,5.5,6.92,76.52,4.87,5.77,6.32,0.35,15477.93,2958.41,2892.22,2892.22,3003.58,2961.04,3325466500.0,43445214436.2
2015-08-21,74.48,4.73,5.23,68.97,4.38,4.71,69.44,5.28,6.36,71.76,4.79,5.35,6.35,0.37,14592.89,2825.12,2720.39,2715.4,2863.0,2892.22,2800938450.0,35247266557.3
2015-08-24,68.11,4.32,4.77,63.57,4.02,4.29,64.02,4.78,5.81,68.78,4.4,4.9,6.32,0.41,13429.84,2595.81,2502.31,2502.31,2607.99,2720.39,2218743312.0,23666958691.2
2015-08-25,61.3,3.95,4.31,56.88,3.7,3.88,56.62,4.29,5.47,59.56,3.95,4.44,6.5,0.44,12396.46,2315.85,2307.81,2306.86,2387.94,2502.31,2347877825.0,23804987312.2
2015-08-26,58.61,3.75,4.1,54.46,3.54,3.7,54.3,3.97,5.34,59.12,3.57,4.36,6.5,0.46,11890.74,2307.13,2210.64,2195.22,2381.78,2307.81,3057847847.0,31296855454.0
2015-08-27,61.02,3.89,4.26,56.32,3.66,3.82,56.93,4.12,5.39,59.43,3.77,4.64,6.5,0.44,12285.73,2251.1,2282.22,2161.33,2282.41,2210.64,2337312380.0,24091094753.0
2015-08-28,65.51,4.15,4.55,59.82,3.89,4.06,62.51,4.5,5.7,63.72,4.13,4.95,6.5,0.42,13001.92,2313.44,2417.0,2297.29,2417.13,2282.22,2854289590.0,30143315961.1
2015-08-31,62.79,3.96,4.35,58.04,3.77,3.93,58.61,4.28,5.61,55.86,3.94,4.58,6.5,0.43,12608.94,2408.78,2339.94,2325.52,2408.78,2417.0,2237107062.0,25904075129.3
2015-09-01,58.5,3.7,4.07,55.5,3.61,3.76,53.41,4.03,5.19,53.82,3.67,4.4,6.5,0.45,12065.34,2309.97,2241.59,2200.36,2309.97,2339.94,2716438727.0,24689921981.9
2015-09-02,57.05,3.58,3.95,54.36,3.53,3.68,52.37,3.74,4.94,45.94,3.44,4.23,6.5,0.46,11827.73,2131.0,2190.85,2128.57,2281.85,2241.59,2503737629.0,25088525008.5
2015-09-07,57.84,3.64,4.01,54.11,3.52,3.65,51.67,3.84,4.99,54.13,3.48,4.29,6.51,0.46,11830.89,2216.23,2195.33,2175.68,2285.06,2190.85,2117840147.0,23193755595.5
2015-09-08,61.31,3.85,4.22,56.43,3.68,3.8,55.32,4.13,5.12,55.53,3.69,4.55,6.51,0.44,12323.42,2179.35,2286.07,2152.93,2288.63,2195.33,1862001308.0,19420486054.5
2015-09-09,64.02,4.02,4.42,58.59,3.82,3.95,58.75,4.38,5.29,58.41,3.86,4.77,6.51,0.43,12782.97,2304.52,2368.44,2295.49,2382.02,2286.07,3015138093.0,34315674015.0
2015-09-10,62.49,3.93,4.3,57.26,3.73,3.86,57.99,4.27,5.29,57.72,3.79,4.87,6.51,0.44,12513.51,2329.77,2319.1,2313.87,2367.17,2368.44,2085135986.0,25340151928.4
