,open,close,high,low,volume,money,change,pe,pb,cap,dyr,roe
2014-02-21,998.18,1001.27,1008.91,989.96,27512.0,354819.0,0.13,73.93,2.85,,0.48,25.94
2014-02-24,996.07,989.16,996.07,983.33,29049.0,386429.0,-1.21,72.47,2.81,3221.63,0.49,25.79
2014-02-25,989.8,934.96,992.98,926.77,43224.0,598762.0,-5.48,68.5,2.66,3054.21,0.52,25.75
2014-02-26,926.73,929.9,930.43,905.74,26243.0,339397.0,-0.54,68.13,2.64,3042.49,0.52,25.81
2014-02-27,933.1,935.6,961.87,931.57,36210.0,446414.0,0.61,68.54,2.66,3068.14,0.52,25.77
2014-02-28,932.08,948.22,948.91,922.38,24112.0,291412.0,1.35,69.47,2.7,3101.98,0.51,25.73
2014-03-03,962.43,972.08,976.21,962.43,35969.0,467687.0,2.52,70.7,2.76,3176.74,0.5,25.62
2014-03-04,969.72,980.29,985.53,961.67,36029.0,461865.0,0.84,71.3,2.78,3200.35,0.5,25.65
2014-03-05,981.03,966.58,982.78,964.76,28702.0,373807.0,-1.4,70.3,2.75,3152.68,0.5,25.56
2014-03-06,964.71,952.95,964.73,941.34,24308.0,298696.0,-1.41,69.31,2.71,3106.33,0.51,25.58
2014-03-07,954.94,952.18,964.19,947.68,22962.0,280808.0,-0.08,69.25,2.7,3102.14,0.51,25.65
2014-03-10,941.04,904.95,941.26,901.38,35503.0,400785.0,-4.96,65.82,2.57,2938.74,0.49,25.61
2014-03-11,903.1,900.68,908.77,891.16,29610.0,317218.0,-0.47,65.13,2.56,2919.33,0.49,25.44
2014-03-12,902.29,897.35,906.21,882.11,28440.0,288758.0,-0.37,65.04,2.55,2909.59,0.5,25.51
2014-03-13,898.43,914.61,918.97,895.48,33251.0,381476.0,1.92,66.29,2.59,2961.72,0.49,25.59
2014-03-14,909.08,905.2,910.02,897.53,25113.0,283834.0,-1.03,65.61,2.57,2927.36,0.49,25.53
2014-03-17,911.95,922.77,922.89,907.01,27723.0,330079.0,1.94,66.67,2.62,2983.24,0.48,25.45
2014-03-18,922.97,918.56,928.03,917.64,26843.0,304120.0,-0.46,66.5,2.63,2967.72,0.48,25.29
2014-03-19,914.26,918.06,918.13,902.47,32892.0,335571.0,-0.05,66.46,2.63,2955.65,0.49,25.27
2014-03-20,915.0,884.37,916.99,883.7,31976.0,336509.0,-3.67,63.8,2.53,2849.7,0.5,25.22
2014-03-21,880.3,900.91,902.22,871.69,31632.0,328649.0,1.87,65.0,2.58,2909.52,0.49,25.19
2014-03-24,898.02,902.99,906.86,896.28,28991.0,306364.0,0.23,65.65,2.59,2917.74,0.49,25.35
2014-03-25,901.5,904.77,910.6,898.93,26635.0,290495.0,0.2,65.77,2.59,2929.6,0.49,25.39
2014-03-26,904.71,897.74,905.89,893.95,19720.0,218484.0,-0.78,63.77,2.57,2911.89,0.49,24.81
2014-03-27,896.7,881.68,897.03,881.68,20779.0,226373.0,-1.79,62.63,2.52,2861.9,0.5,24.85
2014-03-28,881.36,854.09,882.83,852.43,25815.0,300352.0,-3.13,60.4,2.44,2787.81,0.52,24.75
2014-03-31,854.28,862.86,869.74,852.32,19926.0,226849.0,1.03,61.02,2.47,2822.72,0.51,24.7
2014-04-01,861.27,869.99,872.32,858.98,18435.0,210525.0,0.83,60.62,2.48,2842.24,0.51,24.44
2014-04-02,869.57,863.68,870.36,862.22,15902.0,170146.0,-0.73,60.18,2.47,2826.4,0.51,24.36
2014-04-03,866.33,861.87,869.74,859.57,15473.0,173640.0,-0.21,60.05,2.46,2817.77,0.51,24.41
2014-04-04,860.92,876.71,876.81,858.34,18744.0,217147.0,1.72,61.09,2.5,2863.35,0.47,24.44
2014-04-08,875.86,909.73,913.37,875.07,37022.0,434181.0,3.77,63.39,2.6,2975.62,0.45,24.38
2014-04-09,912.73,912.3,915.22,906.72,23384.0,289624.0,0.28,63.47,2.61,2980.08,0.45,24.32
2014-04-10,912.22,915.79,920.76,908.58,24100.0,259620.0,0.38,63.71,2.62,2994.93,0.45,24.32
2014-04-11,913.25,917.29,920.05,909.36,26088.0,286999.0,0.16,63.84,2.63,3002.18,0.45,24.27
2014-04-14,915.44,921.1,921.6,915.26,17213.0,198104.0,0.42,64.06,2.64,3011.83,0.44,24.27
2014-04-15,933.29,916.42,937.5,915.34,26750.0,322582.0,-0.51,63.58,2.62,2987.99,0.45,24.27
2014-04-16,914.28,914.81,918.55,907.1,19913.0,220631.0,-0.18,64.41,2.62,2977.89,0.45,24.58
2014-04-17,918.07,907.22,920.29,906.17,17860.0,221080.0,-0.83,63.82,2.6,2955.27,0.45,24.55
