,open,close,high,low,volume,money,change,pe,pb,cap,dyr,roe
1999-12-30,1000.0,1000.0,1000.0,1000.0,1472.0,18661.0,0.0,47.37,4.49,329.72,,10.55
2000-01-04,999.67,1043.81,1054.99,987.74,3844.0,56595.0,4.38,48.02,5.02,345.9,0.22,9.57
2000-01-05,1045.04,1047.01,1090.93,1025.39,6620.0,100908.0,0.31,48.16,5.03,346.96,0.22,9.57
2000-01-06,1041.12,1095.48,1104.57,1028.01,5758.0,86155.0,4.63,50.4,5.27,363.03,0.21,9.56
2000-01-07,1105.04,1128.03,1155.26,1088.6,12053.0,177070.0,2.97,51.93,5.42,373.81,0.21,9.58
2000-01-10,1139.8,1144.21,1164.73,1108.8,9331.0,139434.0,1.43,52.69,5.5,379.18,0.2,9.58
2000-01-11,1144.03,1102.85,1167.1,1079.38,10115.0,141040.0,-3.61,50.78,5.3,365.47,0.21,9.58
2000-01-12,1095.79,1059.7,1120.47,1048.66,6005.0,80676.0,-3.91,48.78,5.09,351.17,0.22,9.58
2000-01-13,1058.69,1052.12,1079.49,1036.88,3227.0,44759.0,-0.71,48.44,5.06,348.66,0.22,9.57
2000-01-14,1055.88,1037.85,1068.93,1029.04,2685.0,38394.0,-1.36,47.79,4.99,343.93,0.22,9.58
2000-01-17,1037.81,1056.25,1063.45,1020.12,2718.0,38239.0,1.77,48.68,5.08,350.03,0.22,9.58
2000-01-18,1057.93,1053.13,1081.73,1036.23,3362.0,46478.0,-0.3,48.51,5.06,348.99,0.22,9.59
2000-01-19,1054.04,1068.37,1083.23,1040.08,3665.0,56052.0,1.45,49.21,5.13,354.04,0.22,9.59
2000-01-20,1071.02,1093.45,1102.81,1061.11,5494.0,86860.0,2.35,50.36,5.25,362.35,0.21,9.59
2000-01-21,1098.53,1109.01,1146.55,1078.69,9290.0,155298.0,1.42,51.09,5.32,367.51,0.21,9.6
2000-01-24,1108.97,1138.13,1156.97,1085.34,9274.0,151900.0,2.63,52.46,5.46,377.16,0.21,9.61
2000-01-25,1149.57,1143.11,1185.25,1110.82,10424.0,168700.0,0.44,52.66,5.49,378.81,0.2,9.59
2000-01-26,1141.1,1139.56,1163.61,1117.05,5144.0,87324.0,-0.31,52.46,5.47,377.63,0.21,9.59
2000-01-27,1157.73,1199.35,1217.77,1139.9,9482.0,164419.0,5.25,55.28,5.76,397.45,0.19,9.6
2000-01-28,1215.8,1234.92,1274.84,1189.95,12535.0,213496.0,2.97,56.95,5.95,410.87,0.19,9.57
2000-02-14,1293.93,1352.56,1353.35,1270.32,12065.0,201112.0,9.53,62.43,6.52,450.01,0.17,9.58
2000-02-15,1412.01,1385.69,1466.23,1349.97,16734.0,300723.0,2.45,63.75,6.66,459.22,0.17,9.57
2000-02-16,1398.63,1427.97,1467.26,1363.96,15129.0,280352.0,3.05,65.63,6.86,472.89,0.16,9.57
2000-02-17,1463.26,1325.86,1527.5,1306.07,22442.0,427771.0,-7.15,60.68,6.36,438.45,0.18,9.54
2000-02-18,1312.07,1367.6,1384.27,1247.27,12074.0,215962.0,3.15,62.55,6.55,451.88,0.17,9.55
2000-02-21,1371.56,1341.93,1420.78,1302.05,15526.0,272672.0,-1.88,61.24,6.41,443.05,0.17,9.55
2000-02-22,1336.87,1317.96,1391.81,1282.18,14455.0,249116.0,-1.79,59.78,6.28,438.3,0.18,9.52
2000-02-23,1300.19,1261.55,1334.69,1243.82,11388.0,199553.0,-4.28,57.19,6.0,419.78,0.18,9.53
2000-02-24,1258.34,1304.43,1316.75,1243.53,8386.0,143327.0,3.4,59.23,6.21,433.83,0.18,9.54
2000-02-25,1309.82,1309.33,1346.01,1273.86,13596.0,234899.0,0.38,59.43,6.23,435.47,0.18,9.54
2000-02-28,1322.79,1400.32,1408.95,1310.02,13032.0,227895.0,6.95,63.65,6.66,465.68,0.17,9.56
2000-02-29,1436.31,1409.85,1464.46,1366.71,18794.0,363551.0,0.68,64.05,6.68,469.11,0.17,9.59
2000-03-01,1418.23,1372.28,1450.23,1349.25,11831.0,224775.0,-2.66,62.13,6.48,456.98,0.17,9.59
2000-03-02,1371.19,1405.72,1438.2,1349.04,14405.0,274316.0,2.44,63.61,6.63,467.18,0.17,9.59
2000-03-03,1426.32,1430.19,1471.61,1391.53,13819.0,285188.0,1.74,64.77,6.75,475.74,0.16,9.6
2000-03-06,1439.92,1344.13,1456.27,1334.47,10732.0,199854.0,-6.02,60.8,6.36,447.32,0.17,9.56
2000-03-07,1322.4,1337.72,1360.58,1295.11,7199.0,125163.0,-0.48,60.55,6.33,445.16,0.17,9.57
2000-03-08,1338.54,1372.54,1391.56,1311.68,6563.0,126283.0,2.6,62.17,6.54,456.85,0.17,9.51
2000-03-09,1374.35,1360.11,1396.88,1337.15,5779.0,104053.0,-0.91,61.62,6.48,452.82,0.17,9.51
2000-03-10,1359.01,1352.4,1398.19,1327.75,7950.0,132049.0,-0.57,61.19,6.44,450.2,0.17,9.5
2000-03-13,1350.8,1364.95,1385.08,1331.18,7243.0,103939.0,0.93,61.77,6.5,454.5,0.17,9.5
2000-03-14,1318.74,1328.52,1360.17,1273.41,10742.0,165519.0,-2.67,60.06,6.33,442.33,0.18,9.49
2000-03-15,1317.4,1314.68,1369.79,1288.98,7310.0,113044.0,-1.04,59.52,6.28,437.88,0.18,9.48
2000-03-16,1301.45,1253.3,1321.01,1234.12,6882.0,106419.0,-4.67,56.72,5.98,417.3,0.19,9.48
2000-03-17,1248.44,1306.69,1324.1,1244.43,7597.0,139130.0,4.26,59.13,6.23,438.24,0.18,9.49
2000-03-20,1287.32,1347.37,1368.24,1270.66,9350.0,160892.0,3.11,61.05,6.43,451.92,0.17,9.49
2000-03-21,1358.43,1364.28,1393.88,1324.56,9590.0,160496.0,1.25,61.77,6.5,457.54,0.17,9.5
2000-03-22,1369.8,1382.9,1427.99,1341.62,11058.0,190080.0,1.36,62.51,6.59,463.81,0.17,9.49
2000-03-23,1385.37,1409.29,1424.18,1357.68,12775.0,183506.0,1.91,63.7,6.72,472.84,0.16,9.48
2000-03-24,1435.16,1394.0,1463.97,1377.31,20294.0,299234.0,-1.08,63.08,6.65,467.69,0.17,9.49
2000-03-27,1398.11,1429.67,1455.75,1380.91,12411.0,188768.0,2.56,64.74,6.83,479.64,0.16,9.48
2000-03-28,1447.91,1438.11,1489.83,1400.04,12338.0,201942.0,0.59,65.01,6.86,482.08,0.16,9.48
2000-03-29,1444.42,1443.36,1479.61,1404.37,10679.0,172072.0,0.36,65.56,6.75,489.5,0.16,9.71
2000-03-30,1443.83,1465.51,1487.32,1414.13,11290.0,185742.0,1.54,66.75,6.79,500.31,0.16,9.83
2000-03-31,1466.43,1448.55,1492.37,1424.58,15018.0,238816.0,-1.16,65.99,6.71,494.52,0.16,9.83
2000-04-03,1462.77,1458.91,1508.32,1435.48,11538.0,175810.0,0.71,65.42,6.75,490.38,0.16,9.69
