,open,close,high,low,volume,money,change,pe,pb,cap,dyr,roe
1999-12-30,1000.0,1000.0,1000.0,1000.0,552.0,5546.0,0.0,49.0,4.1,95.35,,11.95
2000-01-04,1001.85,1023.37,1029.11,982.99,801.0,8142.0,2.34,54.8,4.31,97.58,0.63,12.71
2000-01-05,1022.9,1031.92,1054.85,1010.15,1154.0,11478.0,0.84,55.22,4.35,98.39,0.63,12.69
2000-01-06,1026.58,1068.37,1074.49,1013.66,1828.0,19063.0,3.53,57.16,4.48,101.87,0.61,12.76
2000-01-07,1076.46,1103.45,1118.43,1064.32,3312.0,35671.0,3.28,59.14,4.63,105.21,0.59,12.77
2000-01-10,1116.35,1128.08,1143.64,1081.79,3049.0,32302.0,2.23,60.36,4.73,107.56,0.58,12.76
2000-01-11,1129.1,1077.84,1138.69,1058.49,2209.0,23093.0,-4.45,57.74,4.55,102.77,0.6,12.69
2000-01-12,1068.27,1042.32,1090.1,1032.98,1688.0,16591.0,-3.3,55.93,4.41,99.38,0.62,12.68
2000-01-13,1042.56,1035.9,1058.1,1021.23,945.0,9319.0,-0.62,55.88,4.4,98.77,0.62,12.7
2000-01-14,1037.91,1030.25,1060.67,1012.81,1274.0,14330.0,-0.55,55.45,4.37,98.23,0.63,12.69
2000-01-17,1032.25,1049.38,1060.15,1016.18,1546.0,19760.0,1.86,56.66,4.44,100.06,0.62,12.76
2000-01-18,1049.43,1045.66,1064.99,1031.23,1165.0,13310.0,-0.35,56.7,4.43,99.7,0.62,12.8
2000-01-19,1047.53,1052.51,1067.97,1028.49,1186.0,13328.0,0.66,57.21,4.47,100.36,0.61,12.8
2000-01-20,1056.84,1077.26,1086.89,1043.73,2017.0,24251.0,2.35,58.25,4.57,102.72,0.6,12.75
2000-01-21,1079.56,1074.77,1101.05,1054.58,2662.0,30761.0,-0.23,58.2,4.58,104.53,0.59,12.71
2000-01-24,1080.83,1093.15,1114.94,1043.8,3092.0,38387.0,1.71,59.43,4.65,106.31,0.58,12.78
2000-01-25,1095.03,1097.23,1147.97,1062.6,3004.0,29262.0,0.37,58.58,4.58,110.91,0.56,12.79
2000-01-26,1099.44,1099.85,1132.17,1074.03,2920.0,30201.0,0.24,58.81,4.61,111.18,0.56,12.76
2000-01-27,1108.71,1121.62,1143.34,1080.12,3128.0,38714.0,1.98,59.96,4.68,113.38,0.55,12.81
2000-01-28,1125.7,1166.6,1178.62,1105.48,3744.0,48358.0,4.01,62.2,4.84,117.93,0.53,12.85
2000-02-14,1215.71,1278.0,1279.2,1194.36,4099.0,48509.0,9.55,68.2,5.28,129.19,0.49,12.92
2000-02-15,1329.12,1298.58,1371.99,1264.95,6285.0,76859.0,1.61,69.17,5.37,131.27,0.48,12.88
2000-02-16,1308.05,1325.12,1363.41,1244.77,7799.0,94753.0,2.04,70.53,5.51,133.95,0.47,12.8
2000-02-17,1358.65,1257.92,1417.18,1237.98,9598.0,119766.0,-5.07,67.06,5.28,127.16,0.49,12.7
2000-02-18,1240.27,1293.14,1311.33,1194.45,5031.0,62643.0,2.8,68.59,5.42,130.72,0.48,12.65
2000-02-21,1306.48,1305.12,1351.4,1255.12,6383.0,78524.0,0.93,69.77,5.49,131.93,0.47,12.71
2000-02-22,1308.59,1273.18,1359.68,1244.64,4707.0,59861.0,-2.45,68.02,5.37,128.7,0.48,12.67
2000-02-23,1258.2,1242.61,1293.98,1205.58,3905.0,48833.0,-2.4,66.19,5.26,125.61,0.49,12.58
2000-02-24,1236.76,1296.58,1303.69,1226.49,4048.0,51209.0,4.34,68.81,5.46,131.06,0.47,12.6
2000-02-25,1301.89,1303.98,1340.06,1263.3,4787.0,66515.0,0.57,69.47,5.48,131.81,0.47,12.68
2000-02-28,1296.6,1357.05,1376.75,1277.32,5154.0,55295.0,4.07,72.05,5.7,137.18,0.45,12.64
2000-02-29,1403.45,1360.6,1433.32,1322.82,6968.0,90700.0,0.26,72.37,5.75,137.54,0.45,12.59
2000-03-01,1362.71,1350.83,1411.89,1310.06,5836.0,69651.0,-0.72,71.89,5.73,136.51,0.45,12.55
2000-03-02,1350.27,1362.68,1408.58,1316.32,5633.0,66218.0,0.88,72.65,5.8,137.75,0.45,12.53
2000-03-03,1370.01,1388.71,1429.47,1349.68,6668.0,79749.0,1.91,74.37,5.93,140.38,0.44,12.54
2000-03-06,1398.77,1319.53,1428.01,1309.39,6062.0,70483.0,-4.98,71.23,5.69,132.89,0.45,12.52
2000-03-07,1298.13,1322.34,1339.15,1271.62,2883.0,32333.0,0.21,71.86,5.75,133.16,0.45,12.5
2000-03-08,1326.38,1351.43,1373.22,1307.09,3287.0,38491.0,2.2,73.19,5.85,136.02,0.44,12.51
2000-03-09,1355.22,1384.37,1408.92,1331.57,3825.0,50557.0,2.44,75.05,5.95,139.39,0.43,12.61
2000-03-10,1382.03,1352.63,1416.77,1337.03,3511.0,44816.0,-2.29,74.18,5.86,136.21,0.44,12.66
2000-03-13,1350.56,1382.92,1400.16,1325.91,3970.0,44867.0,2.24,75.57,5.98,139.29,0.43,12.64
2000-03-14,1326.66,1350.6,1379.56,1280.37,4376.0,48119.0,-2.34,74.54,5.88,136.01,0.44,12.68
2000-03-15,1349.32,1353.87,1395.37,1328.67,3777.0,40788.0,0.24,75.68,5.98,136.32,0.43,12.66
2000-03-16,1343.51,1288.53,1363.32,1267.12,3612.0,40124.0,-4.83,72.68,5.74,129.63,0.45,12.66
2000-03-17,1283.82,1347.56,1364.68,1280.36,4142.0,48742.0,4.58,76.75,6.02,135.5,0.43,12.75
2000-03-20,1337.34,1418.52,1429.94,1317.12,6437.0,72662.0,5.27,80.8,6.33,142.56,0.41,12.76
2000-03-21,1434.47,1418.8,1468.95,1383.98,8204.0,98008.0,0.02,81.33,6.38,142.54,0.4,12.75
2000-03-22,1420.49,1427.29,1467.61,1381.57,5269.0,61182.0,0.6,82.38,6.46,143.49,0.4,12.75
2000-03-23,1425.33,1475.58,1499.34,1405.3,5964.0,71021.0,3.38,86.3,6.75,148.24,0.38,12.79
2000-03-24,1494.15,1482.07,1552.81,1448.68,9193.0,110804.0,0.44,88.29,6.88,148.71,0.38,12.83
2000-03-27,1493.65,1533.72,1565.22,1475.77,7281.0,90758.0,3.48,91.74,7.13,154.01,0.36,12.87
2000-03-28,1554.56,1517.42,1586.06,1488.01,6353.0,81069.0,-1.06,91.1,7.06,152.4,0.37,12.9
2000-03-29,1516.73,1501.75,1553.17,1455.26,5215.0,64190.0,-1.03,91.31,7.08,150.84,0.37,12.9
2000-03-30,1502.12,1523.71,1551.24,1478.35,4913.0,57412.0,1.46,91.45,7.13,153.14,0.36,12.83
2000-03-31,1527.14,1505.4,1563.74,1481.25,5988.0,72388.0,-1.2,90.06,7.04,151.23,0.37,12.79
2000-04-03,1511.38,1495.83,1547.86,1469.33,4669.0,57643.0,-0.64,88.75,6.96,150.22,0.37,12.75
2000-04-04,1484.66,1476.43,1522.37,1439.56,4967.0,61769.0,-1.3,86.82,6.87,148.17,0.38,12.64
2000-04-05,1475.82,1497.45,1531.2,1449.49,4330.0,57111.0,1.42,88.32,7.02,150.2,0.37,12.58
2000-04-06,1509.3,1528.97,1552.9,1483.82,4908.0,65179.0,2.1,90.4,7.21,153.52,0.36,12.54
2000-04-07,1539.87,1513.44,1557.6,1491.89,3946.0,51355.0,-1.02,90.01,7.16,151.95,0.36,12.57
2000-04-10,1518.4,1509.57,1548.65,1483.36,3506.0,44659.0,-0.26,89.5,7.12,151.61,0.36,12.57
2000-04-11,1517.87,1505.45,1548.49,1483.74,3464.0,43964.0,-0.27,89.27,7.1,151.19,0.37,12.57
2000-04-12,1502.54,1499.77,1532.3,1469.11,2671.0,33132.0,-0.38,88.8,7.06,150.61,0.37,12.58
2000-04-13,1501.83,1491.27,1522.88,1469.16,2731.0,35236.0,-0.57,88.39,7.03,149.81,0.37,12.57
2000-04-14,1494.6,1486.39,1516.04,1454.75,3426.0,45299.0,-0.33,87.42,6.95,149.29,0.37,12.58
2000-04-17,1473.67,1434.03,1487.8,1409.14,4154.0,51103.0,-3.52,85.12,6.71,145.84,0.38,12.69
2000-04-18,1454.59,1448.84,1484.96,1400.11,656.0,9568.0,1.03,86.56,6.83,60.92,0.85,12.67
2000-04-19,1462.92,1476.48,1501.26,1439.05,2471.0,30507.0,1.91,88.7,6.98,150.16,0.37,12.71
