,open,close,high,low,volume,money,change,pe,pb,cap,dyr,roe
2014-02-21,2819.89,2851.45,2880.18,2816.2,84397.0,1669613.0,0.96,55.64,5.17,,0.47,10.76
2014-02-24,2839.54,2890.59,2890.71,2817.78,86039.0,1821499.0,1.37,56.4,5.24,6807.98,0.47,10.76
2014-02-25,2903.82,2779.35,2948.65,2751.18,154090.0,3143370.0,-3.85,54.22,5.04,6548.33,0.49,10.76
2014-02-26,2743.0,2783.58,2783.95,2675.43,101801.0,1993303.0,0.15,54.32,5.04,6588.87,0.49,10.78
2014-02-27,2798.07,2752.81,2855.47,2747.24,106281.0,2173369.0,-1.11,53.72,4.98,6537.03,0.49,10.79
2014-02-28,2784.05,2783.94,2793.8,2713.16,100067.0,2040411.0,1.13,54.03,5.03,6607.12,0.49,10.74
2014-03-03,2808.5,2856.98,2856.98,2802.36,96777.0,1943954.0,2.62,55.47,5.17,6803.79,0.47,10.73
2014-03-04,2839.89,2825.4,2846.03,2788.18,88404.0,1750824.0,-1.11,54.89,5.12,6718.52,0.48,10.72
2014-03-05,2831.32,2823.72,2840.71,2811.65,77784.0,1496555.0,-0.06,54.78,5.11,6703.75,0.48,10.72
2014-03-06,2815.65,2800.77,2817.18,2761.35,75756.0,1567135.0,-0.81,54.34,5.07,6637.36,0.48,10.72
2014-03-07,2797.72,2771.2,2807.37,2758.59,70792.0,1404808.0,-1.06,53.72,5.01,6567.78,0.48,10.72
2014-03-10,2754.41,2669.61,2754.48,2663.36,77518.0,1437242.0,-3.67,51.75,4.83,6333.11,0.5,10.71
2014-03-11,2656.02,2646.34,2682.64,2617.96,71729.0,1376059.0,-0.87,51.28,4.79,6284.68,0.51,10.71
2014-03-12,2636.26,2612.87,2658.86,2568.47,63467.0,1239432.0,-1.26,50.61,4.72,6205.04,0.52,10.72
2014-03-13,2610.98,2665.39,2665.7,2610.74,55176.0,1103513.0,2.01,51.48,4.79,6319.89,0.51,10.75
2014-03-14,2652.22,2668.88,2690.7,2644.55,59533.0,1223511.0,0.13,51.54,4.79,6319.18,0.51,10.76
2014-03-17,2667.63,2734.47,2734.47,2662.88,67073.0,1346478.0,2.46,52.34,4.89,6466.16,0.5,10.7
2014-03-18,2738.19,2765.51,2786.92,2738.1,78068.0,1650096.0,1.13,52.09,4.92,6546.25,0.49,10.59
2014-03-19,2760.25,2739.35,2760.86,2715.39,66777.0,1346673.0,-0.95,51.58,4.88,6461.8,0.49,10.57
2014-03-20,2731.72,2640.66,2748.41,2640.66,74879.0,1413091.0,-3.6,49.61,4.7,6231.36,0.51,10.56
2014-03-21,2621.72,2687.57,2695.26,2580.83,70827.0,1335002.0,1.78,50.5,4.78,6348.72,0.51,10.56
2014-03-24,2681.69,2648.49,2683.5,2640.93,62622.0,1206604.0,-1.45,49.71,4.71,6295.91,0.51,10.55
2014-03-25,2637.11,2640.58,2662.2,2621.08,60648.0,1084362.0,-0.3,49.41,4.69,6283.35,0.51,10.54
2014-03-26,2640.12,2659.75,2667.5,2639.51,55516.0,1057093.0,0.73,49.97,4.71,6325.33,0.51,10.61
2014-03-27,2654.06,2584.03,2655.07,2584.03,63916.0,1198455.0,-2.85,48.49,4.57,6146.08,0.52,10.61
2014-03-28,2571.21,2500.49,2574.05,2492.01,66104.0,1148459.0,-3.23,46.86,4.42,5945.73,0.54,10.6
2014-03-31,2499.84,2498.5,2516.19,2476.09,48796.0,863535.0,-0.08,46.44,4.41,5928.39,0.54,10.53
2014-04-01,2494.15,2552.19,2552.73,2493.58,41242.0,755627.0,2.15,47.58,4.51,6039.21,0.53,10.55
2014-04-02,2552.05,2518.21,2559.02,2502.03,42186.0,800201.0,-1.33,46.68,4.44,5962.69,0.54,10.51
