,open,close,high,low,volume,money,change,pe,pb,cap,dyr,roe
2000-10-23,1589.7,1594.36,1617.1,1565.34,4303.0,69351.0,0.77,42.27,5.16,335.54,0.5,8.19
2000-10-24,1599.34,1586.34,1617.96,1561.34,2960.0,54300.0,-0.5,42.05,5.13,333.85,0.5,8.2
2000-10-25,1605.71,1594.92,1624.58,1569.15,3551.0,67363.0,0.54,42.28,5.16,335.66,0.5,8.19
2000-10-26,1593.11,1577.72,1605.83,1565.95,2693.0,40665.0,-1.08,41.81,5.1,332.04,0.5,8.2
2000-10-27,1574.52,1588.89,1598.54,1561.69,2493.0,33667.0,0.71,42.08,5.13,334.39,0.5,8.2
2000-10-30,1590.15,1592.64,1611.93,1572.0,4159.0,49187.0,0.24,42.16,5.14,335.18,0.49,8.2
2000-10-31,1593.77,1577.69,1610.52,1568.03,2606.0,34614.0,-0.94,41.79,5.1,332.03,0.49,8.19
2000-11-01,1571.42,1594.38,1602.44,1561.44,2345.0,31936.0,1.06,42.22,5.15,335.55,0.48,8.2
2000-11-02,1597.43,1604.12,1623.96,1585.3,3439.0,48089.0,0.61,42.49,5.18,337.6,0.48,8.2
2000-11-03,1603.94,1600.54,1618.17,1586.92,2590.0,34131.0,-0.22,42.4,5.17,336.84,0.48,8.2
2000-11-06,1600.37,1606.13,1622.36,1586.4,3140.0,43421.0,0.35,43.23,5.22,347.64,0.48,8.28
2000-11-07,1607.86,1607.92,1619.95,1592.76,1947.0,28401.0,0.11,43.26,5.23,348.02,0.48,8.27
2000-11-08,1609.09,1620.13,1630.78,1592.7,2951.0,41896.0,0.76,43.59,5.27,350.67,0.48,8.27
2000-11-09,1621.63,1630.83,1646.39,1608.29,4373.0,56828.0,0.66,43.88,5.3,352.98,0.47,8.28
2000-11-10,1635.66,1644.22,1662.72,1619.86,7007.0,100647.0,0.82,44.25,5.35,355.88,0.47,8.27
2000-11-13,1647.28,1667.47,1683.4,1634.45,7596.0,110367.0,1.41,44.91,5.42,360.91,0.46,8.29
2000-11-14,1670.67,1682.56,1708.8,1644.84,6159.0,86948.0,0.91,45.3,5.47,364.18,0.46,8.28
2000-11-15,1688.3,1678.55,1707.23,1657.72,5216.0,76335.0,-0.24,45.2,5.46,363.31,0.46,8.28
2000-11-16,1679.67,1679.55,1698.93,1663.96,4059.0,59062.0,0.06,45.22,5.46,363.53,0.46,8.28
2000-11-17,1681.16,1677.54,1700.96,1662.73,4389.0,59086.0,-0.12,45.19,5.46,363.09,0.46,8.28
2000-11-20,1674.26,1691.15,1710.38,1654.67,4809.0,70562.0,0.81,45.58,5.51,366.04,0.46,8.27
2000-11-21,1695.41,1693.16,1727.57,1677.24,4495.0,63334.0,0.12,45.64,5.51,366.47,0.46,8.28
2000-11-22,1692.89,1711.31,1723.46,1680.37,3697.0,52822.0,1.07,46.11,5.57,370.4,0.44,8.28
2000-11-23,1717.98,1726.51,1744.94,1701.09,4876.0,66322.0,0.89,46.49,5.62,373.69,0.44,8.27
2000-11-24,1726.8,1664.58,1738.69,1651.81,5808.0,81463.0,-3.59,44.79,5.41,360.29,0.45,8.28
2000-11-27,1652.24,1668.58,1688.15,1634.37,3400.0,48743.0,0.24,44.87,5.42,361.15,0.45,8.28
2000-11-28,1669.07,1683.78,1703.8,1656.17,3065.0,56697.0,0.91,45.29,5.47,364.44,0.45,8.28
2000-11-29,1684.16,1683.23,1708.94,1652.53,4068.0,91047.0,-0.03,46.31,5.51,377.52,0.44,8.4
2000-11-30,1683.13,1699.56,1720.82,1667.24,3014.0,58058.0,0.97,46.75,5.56,381.18,0.44,8.41
2000-12-01,1702.9,1720.23,1741.89,1688.0,4301.0,72506.0,1.22,47.31,5.63,385.82,0.43,8.4
2000-12-04,1719.95,1741.98,1754.68,1703.86,4854.0,72139.0,1.26,47.9,5.7,390.7,0.43,8.4
2000-12-05,1741.91,1738.13,1763.17,1720.31,4116.0,66059.0,-0.22,47.78,5.69,389.83,0.43,8.4
2000-12-06,1740.65,1720.42,1761.06,1702.33,3974.0,58438.0,-1.02,47.06,5.6,384.1,0.44,8.4
2000-12-07,1712.77,1712.03,1737.69,1691.12,3206.0,48489.0,-0.49,46.85,5.57,382.34,0.44,8.41
2000-12-08,1710.96,1713.36,1733.55,1694.64,1820.0,28965.0,0.08,46.89,5.58,382.57,0.44,8.4
2000-12-11,1712.18,1688.97,1723.67,1677.43,2381.0,36213.0,-1.42,46.25,5.5,377.24,0.44,8.41
2000-12-12,1683.88,1704.75,1714.63,1673.14,1797.0,28564.0,0.93,46.67,5.55,380.76,0.44,8.41
