,pe_e,pb_e,ps_e,pe_w,pb_w,ps_w,pe_m,pb_m,ps_m,pe_a,pb_a,ps_a,roe,dyr,cap,open,close,low,high,pre_close,volume,money
2015-01-21,31.13,3.51,4.75,17.08,3.38,5.33,18.12,3.9,4.47,27.65,3.24,3.82,19.78,2.43,4912.54,,,,,,,
2015-01-22,31.14,3.53,4.77,17.05,3.37,5.31,18.2,3.87,4.68,27.52,3.25,3.83,19.78,2.44,4901.08,,,,,,,
2015-01-23,30.71,3.47,4.68,16.85,3.33,5.25,17.88,3.87,4.56,27.0,3.03,3.76,19.79,2.47,4840.41,,,,,,,
2015-01-26,31.13,3.52,4.74,17.09,3.38,5.33,18.23,3.91,4.58,27.43,3.25,3.82,19.78,2.43,4912.35,,,,,,,
2015-01-27,31.04,3.51,4.72,16.99,3.36,5.3,18.15,3.85,4.47,27.35,3.23,3.79,19.79,2.45,4883.31,,,,,,,
2015-01-28,30.73,3.48,4.69,16.76,3.32,5.23,18.21,3.79,4.51,27.23,3.2,3.76,19.79,2.48,4817.95,,,,,,,
2015-01-29,30.35,3.44,4.64,16.57,3.28,5.17,17.93,3.76,4.45,26.88,3.16,3.72,19.77,2.51,4764.42,,,,,,,
2015-01-30,30.55,3.47,4.69,16.67,3.3,5.2,17.96,3.79,4.52,27.14,3.19,3.75,19.8,2.49,4793.19,,,,,,,
2015-02-02,30.06,3.38,4.58,16.33,3.23,5.09,17.84,3.68,4.48,26.22,3.1,3.68,19.8,2.54,4698.97,,,,,,,
2015-02-03,30.42,3.4,4.61,16.59,3.28,5.17,18.09,3.62,4.46,26.37,3.12,3.71,19.78,2.5,4773.57,,,,,,,
2015-02-04,30.5,3.4,4.6,16.62,3.29,5.18,18.03,3.6,4.49,26.37,3.13,3.72,19.8,2.49,4786.41,,,,,,,
2015-02-05,30.13,3.35,4.48,16.44,3.25,5.11,17.78,3.55,4.45,25.41,3.09,3.65,19.79,2.52,4738.23,,,,,,,
2015-02-06,29.27,3.23,4.33,16.13,3.19,5.01,17.13,3.46,4.15,24.99,2.98,3.54,19.79,2.57,4645.96,,,,,,,
2015-02-09,30.05,3.31,4.46,16.8,3.33,5.22,17.33,3.61,4.17,26.31,3.06,3.65,19.79,2.47,4832.78,,,,,,,
2015-02-10,30.5,3.35,4.51,16.87,3.34,5.24,17.55,3.61,4.23,26.18,3.09,3.68,19.8,2.46,4852.17,,,,,,,
2015-02-11,30.56,3.37,4.53,16.91,3.34,5.25,17.48,3.6,4.41,26.29,3.11,3.7,19.77,2.46,4862.92,,,,,,,
2015-02-12,30.63,3.35,4.5,16.91,3.34,5.26,17.58,3.58,4.23,25.99,3.09,3.68,19.78,2.46,4862.1,,,,,,,
