,open,close,high,low,volume,money,change,pe,pb,cap,dyr,roe
1999-12-30,1000.0,1000.0,1000.0,1000.0,3699.0,33235.0,0.0,35.14,3.0,725.66,,11.71
2000-01-04,1003.04,1025.03,1031.38,990.18,7752.0,72942.0,2.5,36.67,3.13,743.86,0.66,11.72
2000-01-05,1023.58,1034.06,1063.54,1011.43,14371.0,128274.0,0.88,36.95,3.15,750.49,0.66,11.73
2000-01-06,1030.64,1081.01,1086.81,1020.61,20033.0,171610.0,4.54,38.74,3.26,788.23,0.62,11.88
2000-01-07,1090.96,1114.65,1131.69,1075.27,33114.0,313777.0,3.11,39.93,3.36,812.49,0.61,11.88
2000-01-10,1122.38,1128.31,1148.77,1086.94,26041.0,259410.0,1.23,40.47,3.41,822.48,0.6,11.87
2000-01-11,1130.19,1074.06,1138.69,1060.3,18669.0,178493.0,-4.81,38.48,3.24,782.83,0.63,11.88
2000-01-12,1069.81,1042.69,1090.52,1031.51,13274.0,124693.0,-2.92,37.3,3.14,759.88,0.65,11.88
2000-01-13,1041.61,1034.76,1057.9,1022.35,7729.0,70061.0,-0.76,37.0,3.12,754.12,0.65,11.86
2000-01-14,1037.33,1022.44,1051.33,1012.85,7295.0,66015.0,-1.19,36.58,3.08,748.34,0.66,11.88
2000-01-17,1020.75,1038.64,1045.88,1005.62,7806.0,71090.0,1.59,37.22,3.13,758.43,0.65,11.89
2000-01-18,1040.82,1041.23,1065.7,1023.86,9961.0,90886.0,0.25,37.3,3.13,760.34,0.65,11.92
2000-01-19,1041.18,1051.28,1066.63,1029.81,8788.0,88467.0,0.97,37.69,3.16,767.68,0.64,11.93
2000-01-20,1055.23,1064.11,1077.31,1041.82,11590.0,119081.0,1.22,38.2,3.2,777.06,0.63,11.94
2000-01-21,1068.91,1056.18,1089.12,1040.84,16502.0,164121.0,-0.75,37.94,3.18,774.25,0.63,11.93
2000-01-24,1055.22,1054.27,1073.55,1022.06,17772.0,177382.0,-0.18,37.95,3.18,770.05,0.64,11.93
2000-01-25,1057.17,1060.84,1089.84,1035.54,15455.0,163181.0,0.62,38.08,3.19,774.87,0.63,11.94
2000-01-26,1064.59,1061.37,1084.58,1043.76,11999.0,120177.0,0.05,38.07,3.19,775.28,0.63,11.93
2000-01-27,1066.83,1066.38,1089.19,1042.74,19189.0,198409.0,0.47,38.29,3.2,778.98,0.63,11.97
2000-01-28,1071.17,1082.05,1098.96,1046.48,23354.0,244101.0,1.47,38.86,3.25,793.26,0.62,11.96
2000-02-14,1110.55,1177.35,1181.26,1100.03,30738.0,320360.0,8.81,42.32,3.53,860.55,0.57,11.99
2000-02-15,1203.13,1158.1,1236.0,1135.32,45838.0,503099.0,-1.63,41.64,3.47,846.3,0.58,12.0
2000-02-16,1159.75,1173.22,1196.37,1118.4,42011.0,443518.0,1.31,42.26,3.53,857.28,0.57,11.97
2000-02-17,1194.09,1144.86,1245.0,1112.89,55230.0,588481.0,-2.42,41.29,3.44,837.95,0.58,12.0
2000-02-18,1137.08,1159.92,1181.82,1097.38,31560.0,330537.0,1.32,41.84,3.48,851.98,0.58,12.02
2000-02-21,1168.6,1182.37,1212.46,1130.71,39949.0,427030.0,1.93,42.56,3.53,865.28,0.56,12.06
2000-02-22,1196.36,1153.48,1227.47,1139.22,37223.0,379940.0,-2.44,41.5,3.44,845.46,0.58,12.06
2000-02-23,1147.09,1135.07,1173.36,1113.49,30805.0,303177.0,-1.6,40.73,3.38,832.08,0.59,12.05
2000-02-24,1134.22,1156.27,1174.65,1120.24,23060.0,226766.0,1.87,41.57,3.45,847.68,0.58,12.05
2000-02-25,1160.41,1150.11,1178.72,1128.45,25588.0,254562.0,-0.53,41.36,3.43,846.17,0.58,12.06
2000-02-28,1165.21,1200.21,1217.03,1142.44,35488.0,378545.0,4.36,43.0,3.54,885.54,0.56,12.15
2000-02-29,1213.01,1203.65,1242.16,1164.73,40237.0,400072.0,0.29,43.05,3.55,888.3,0.55,12.13
2000-03-01,1208.46,1202.37,1239.32,1176.24,33586.0,356422.0,-0.11,43.04,3.55,890.96,0.55,12.12
2000-03-02,1202.63,1208.69,1237.55,1176.2,32393.0,343671.0,0.53,43.25,3.57,892.26,0.55,12.11
2000-03-03,1217.27,1226.32,1256.83,1197.1,37264.0,395055.0,1.46,43.9,3.62,908.41,0.54,12.13
2000-03-06,1236.36,1184.4,1262.7,1175.47,38585.0,417300.0,-3.42,42.42,3.5,873.51,0.56,12.12
2000-03-07,1171.34,1194.54,1206.32,1148.62,22651.0,234901.0,0.86,42.75,3.52,881.01,0.56,12.14
2000-03-08,1199.88,1209.72,1227.85,1176.36,21035.0,235241.0,1.27,43.3,3.57,892.17,0.55,12.13
2000-03-09,1212.7,1205.07,1233.36,1183.72,23181.0,244589.0,-0.38,43.05,3.55,888.69,0.55,12.13
2000-03-10,1205.08,1186.99,1225.53,1171.92,22552.0,240247.0,-1.5,42.66,3.49,878.48,0.55,12.22
2000-03-13,1187.78,1210.03,1222.67,1175.2,21371.0,230810.0,1.94,43.39,3.55,891.82,0.54,12.22
2000-03-14,1194.3,1188.59,1213.37,1141.32,27688.0,272338.0,-1.77,42.66,3.49,875.95,0.55,12.22
2000-03-15,1187.58,1199.45,1224.87,1173.87,23048.0,219867.0,0.91,43.06,3.52,883.71,0.55,12.23
2000-03-16,1191.68,1144.04,1204.59,1128.56,22891.0,221657.0,-4.62,41.13,3.35,848.99,0.57,12.28
2000-03-17,1139.79,1174.56,1190.17,1132.01,18333.0,185724.0,2.67,42.21,3.45,875.5,0.56,12.23
2000-03-20,1166.26,1209.56,1224.48,1148.52,29202.0,274638.0,2.98,43.47,3.55,897.84,0.54,12.25
2000-03-21,1217.44,1218.91,1244.14,1190.72,31609.0,323806.0,0.77,44.0,3.59,908.04,0.53,12.26
2000-03-22,1224.73,1226.6,1254.31,1197.43,24538.0,260973.0,0.63,44.18,3.61,912.04,0.53,12.24
2000-03-23,1231.62,1252.56,1265.56,1212.79,31307.0,327162.0,2.12,45.19,3.69,933.08,0.52,12.25
2000-03-24,1260.78,1236.63,1289.61,1225.38,37436.0,387698.0,-1.27,44.65,3.65,921.22,0.53,12.23
2000-03-27,1242.97,1281.57,1298.31,1227.88,40539.0,425086.0,3.63,46.24,3.76,954.91,0.51,12.3
2000-03-28,1294.04,1295.78,1327.6,1262.21,46018.0,440954.0,1.11,46.75,3.8,965.47,0.5,12.3
2000-03-29,1299.57,1290.86,1324.35,1257.79,36662.0,359965.0,-0.38,46.55,3.78,961.7,0.51,12.31
2000-03-30,1294.4,1307.8,1327.67,1275.56,32919.0,347834.0,1.31,47.18,3.82,977.46,0.5,12.35
2000-03-31,1307.05,1302.26,1334.05,1277.14,38128.0,385445.0,-0.42,47.05,3.82,977.14,0.5,12.32
2000-04-03,1305.95,1299.99,1339.57,1281.26,34083.0,381117.0,-0.17,47.05,3.81,975.4,0.5,12.35
2000-04-04,1294.34,1255.22,1301.68,1247.1,23668.0,250061.0,-3.44,45.42,3.67,941.64,0.51,12.38
2000-04-05,1249.94,1267.19,1285.78,1235.97,18680.0,206359.0,0.95,45.8,3.71,950.68,0.51,12.35
2000-04-06,1270.05,1295.73,1306.36,1260.0,22830.0,255551.0,2.25,46.74,3.79,970.6,0.5,12.33
2000-04-07,1303.03,1311.17,1334.68,1282.15,32246.0,328979.0,1.19,47.41,3.85,987.94,0.49,12.31
2000-04-10,1316.65,1333.62,1354.61,1299.15,36069.0,367541.0,1.71,48.25,3.92,1000.66,0.48,12.31
2000-04-11,1336.89,1318.98,1358.3,1299.34,27271.0,293250.0,-1.1,47.75,3.88,989.59,0.49,12.31
2000-04-12,1320.68,1321.27,1347.43,1291.02,26202.0,279061.0,0.17,47.8,3.88,991.33,0.49,12.32
2000-04-13,1325.77,1346.24,1365.29,1311.17,43655.0,405701.0,1.89,48.74,3.96,1018.21,0.48,12.31
2000-04-14,1354.13,1345.06,1378.82,1322.07,43799.0,399153.0,-0.09,48.63,3.95,1021.12,0.47,12.31
2000-04-17,1343.2,1314.97,1358.38,1286.6,39218.0,387967.0,-2.24,47.38,3.89,993.77,0.49,12.18
2000-04-18,1327.96,1320.4,1349.73,1285.87,11956.0,117889.0,0.41,46.98,3.85,447.26,1.13,12.2
2000-04-19,1328.08,1331.41,1355.43,1307.65,21727.0,232582.0,0.83,47.95,3.92,1007.58,0.48,12.23
2000-04-20,1334.0,1339.02,1363.76,1316.49,24895.0,269291.0,0.57,48.24,3.94,1013.37,0.47,12.24
2000-04-21,1342.23,1322.21,1360.46,1308.63,25300.0,262704.0,-1.26,47.61,3.9,1005.14,0.45,12.21
2000-04-24,1320.51,1321.98,1348.01,1298.91,22093.0,226145.0,-0.02,47.51,3.89,1000.6,0.46,12.21
2000-04-25,1323.78,1328.53,1350.38,1300.52,19478.0,188644.0,0.5,47.77,3.92,1005.58,0.45,12.19
2000-04-26,1331.35,1324.39,1352.97,1312.27,17008.0,174574.0,-0.31,47.72,3.9,1003.62,0.45,12.24
2000-04-27,1327.37,1300.04,1341.83,1289.88,17802.0,179627.0,-1.84,47.03,3.84,993.7,0.46,12.25
2000-04-28,1300.4,1314.99,1328.49,1283.96,15375.0,167607.0,1.15,47.71,3.9,1011.41,0.46,12.23
2000-05-08,1320.03,1316.54,1341.23,1295.85,13088.0,148198.0,0.12,48.35,3.88,1008.46,0.46,12.46
2000-05-09,1316.19,1299.38,1332.04,1283.94,15086.0,159349.0,-1.3,47.73,3.83,995.25,0.47,12.46
2000-05-10,1295.65,1254.33,1303.23,1244.59,13581.0,137960.0,-3.47,46.07,3.69,960.54,0.48,12.49
2000-05-11,1252.02,1234.54,1276.13,1221.83,13413.0,138737.0,-1.58,45.11,3.61,940.22,0.48,12.5
2000-05-12,1238.13,1233.28,1259.83,1218.2,11197.0,110380.0,-0.1,45.36,3.63,948.48,0.48,12.5
2000-05-15,1232.62,1219.5,1251.05,1203.13,11229.0,113164.0,-1.12,44.83,3.59,933.27,0.56,12.49
2000-05-16,1223.66,1238.88,1251.1,1215.51,8708.0,86613.0,1.59,45.54,3.65,948.16,0.55,12.48
2000-05-17,1243.87,1234.83,1257.25,1223.86,8136.0,88213.0,-0.33,45.4,3.64,945.03,0.55,12.47
2000-05-18,1236.27,1261.3,1267.4,1223.36,11971.0,115728.0,2.14,46.38,3.72,965.39,0.54,12.47
2000-05-19,1264.89,1280.05,1291.16,1247.43,17381.0,191217.0,1.49,47.02,3.77,983.76,0.53,12.47
2000-05-22,1286.39,1312.62,1331.65,1275.38,23940.0,263663.0,2.54,48.25,3.86,1004.41,0.51,12.5
2000-05-23,1318.23,1314.73,1337.06,1288.45,20600.0,219700.0,0.16,48.32,3.87,1006.06,0.51,12.49
2000-05-24,1317.41,1328.88,1351.3,1302.75,22366.0,241656.0,1.08,48.83,3.91,1016.85,0.51,12.49
2000-05-25,1336.88,1353.51,1369.53,1320.48,25264.0,277001.0,1.85,49.73,3.98,1035.66,0.51,12.49
2000-05-26,1360.53,1348.83,1382.21,1328.4,23032.0,249619.0,-0.35,49.55,3.97,1035.67,0.51,12.48
2000-05-29,1352.39,1372.25,1393.39,1333.97,36931.0,372983.0,1.74,50.49,4.04,1052.89,0.5,12.5
2000-05-30,1377.28,1345.82,1396.37,1332.83,30541.0,302798.0,-1.93,49.48,3.96,1032.59,0.51,12.49
2000-05-31,1342.97,1358.49,1376.77,1323.65,24167.0,251661.0,0.94,49.94,4.0,1042.33,0.51,12.48
2000-06-01,1363.79,1364.02,1388.08,1343.14,24217.0,245803.0,0.41,50.41,4.03,1058.13,0.5,12.51
2000-06-02,1368.62,1377.0,1396.35,1346.54,39262.0,330328.0,0.95,50.76,4.06,1070.35,0.49,12.5
2000-06-05,1384.23,1361.37,1418.52,1342.04,51242.0,431801.0,-1.14,50.37,4.02,1058.36,0.5,12.53
2000-06-06,1363.82,1386.34,1398.81,1345.57,32156.0,296291.0,1.83,51.29,4.09,1077.82,0.49,12.54
2000-06-07,1393.84,1390.18,1416.85,1367.16,30800.0,289334.0,0.28,51.43,4.1,1080.83,0.49,12.54
2000-06-08,1391.19,1382.79,1410.46,1359.97,30295.0,297053.0,-0.53,51.25,4.08,1080.35,0.49,12.56
2000-06-09,1383.5,1367.21,1407.89,1352.97,31127.0,296097.0,-1.13,50.6,4.03,1072.3,0.52,12.56
