,pe_e,pb_e,ps_e,pe_w,pb_w,ps_w,pe_m,pb_m,ps_m,pe_a,pb_a,ps_a,roe,dyr,cap,open,close,low,high,pre_close,volume,money
2011-08-15,44.48,3.82,3.32,45.53,4.28,3.41,44.75,4.01,5.04,37.93,3.74,4.72,9.39,0.76,19550.09,1269.545,1287.27,1269.399,1288.295,,1091275200.0,19417052383.0
2011-08-16,44.07,3.79,3.29,45.05,4.25,3.38,44.18,4.0,5.02,37.44,3.73,4.63,9.43,0.77,19413.81,1288.737,1278.356,1274.466,1291.898,1287.27,1078313400.0,18770455754.0
2011-08-17,44.06,3.79,3.28,44.94,4.24,3.37,44.04,4.03,5.0,37.77,3.74,4.63,9.44,0.77,19410.01,1276.198,1277.461,1270.041,1283.068,1278.356,949324900.0,16294743577.0
2011-08-18,43.06,3.72,3.21,43.95,4.16,3.29,43.16,3.97,4.9,37.04,3.65,4.56,9.47,0.78,19039.52,1275.844,1253.81,1252.331,1277.247,1277.461,926411300.0,16384701409.0
2011-08-19,42.55,3.69,3.18,43.36,4.13,3.26,43.47,3.92,4.88,36.62,3.63,4.46,9.53,0.79,18913.17,1228.587,1245.016,1221.928,1245.016,1253.81,812130100.0,13884011506.0
2011-08-22,42.38,3.69,3.16,43.06,4.11,3.23,43.33,3.89,4.73,36.22,3.63,4.48,9.54,0.79,18792.82,1245.647,1237.235,1233.557,1257.379,1245.016,788402400.0,13893075090.0
2011-08-23,43.21,3.76,3.21,43.75,4.18,3.27,43.74,3.99,4.82,37.25,3.69,4.56,9.56,0.78,19135.06,1239.361,1260.1,1237.379,1260.1,1237.235,898092800.0,15105793682.0
2011-08-24,43.25,3.77,3.2,43.82,4.2,3.27,44.18,3.98,4.75,36.24,3.72,4.54,9.58,0.77,19205.8,1265.189,1264.66,1263.3,1277.959,1260.1,1049757800.0,18209567341.0
2011-08-25,43.95,3.83,3.25,44.45,4.26,3.31,45.05,4.06,4.8,36.99,3.81,4.62,9.57,0.77,19447.51,1265.619,1280.709,1259.456,1280.709,1264.66,1050236000.0,17555260962.0
2011-08-26,44.13,3.85,3.25,44.57,4.28,3.31,44.61,4.07,4.81,37.34,3.79,4.62,9.6,0.76,19554.33,1278.695,1287.842,1275.868,1290.183,1280.709,1006910400.0,17147326289.0
