,open,close,high,low,volume,money,change,pe,pb,cap,dyr,roe
1999-12-30,1000.0,1000.0,1000.0,1000.0,2047.0,22791.0,0.0,47.94,4.36,297.74,,11.0
2000-01-04,1001.92,1029.81,1044.67,987.96,4033.0,41370.0,2.98,47.88,4.55,306.64,0.15,10.52
2000-01-05,1036.1,1047.65,1073.0,1019.1,7027.0,76552.0,1.73,48.64,4.62,311.97,0.15,10.53
2000-01-06,1044.52,1083.61,1090.9,1027.3,7557.0,83335.0,3.43,50.37,4.78,322.71,0.15,10.54
2000-01-07,1094.28,1132.7,1149.26,1082.56,15947.0,190041.0,4.53,52.35,4.97,338.3,0.14,10.53
2000-01-10,1149.07,1164.68,1187.57,1116.7,15081.0,191519.0,2.82,54.08,5.13,347.0,0.14,10.54
2000-01-11,1168.31,1115.26,1180.36,1097.66,12637.0,145915.0,-4.24,51.98,4.93,332.24,0.14,10.54
2000-01-12,1109.1,1088.57,1140.63,1065.34,9222.0,109179.0,-2.39,51.31,4.87,324.27,0.14,10.54
2000-01-13,1092.3,1075.84,1109.49,1056.35,5591.0,58875.0,-1.17,50.36,4.77,320.46,0.15,10.56
2000-01-14,1075.91,1063.67,1100.24,1047.65,4573.0,48697.0,-1.13,50.18,4.76,317.68,0.15,10.54
2000-01-17,1060.8,1087.63,1095.85,1040.9,5602.0,58355.0,2.25,51.37,4.87,324.02,0.14,10.55
2000-01-18,1090.21,1081.08,1109.31,1062.72,4921.0,59134.0,-0.6,50.75,4.81,322.06,0.15,10.55
2000-01-19,1078.18,1099.02,1113.69,1062.86,4486.0,56517.0,1.66,51.27,4.86,327.42,0.14,10.55
2000-01-20,1094.67,1119.25,1133.51,1080.47,5703.0,71605.0,1.84,52.48,4.98,333.46,0.14,10.54
2000-01-21,1123.55,1129.79,1164.94,1102.6,9394.0,115418.0,0.94,53.31,5.05,337.43,0.14,10.56
2000-01-24,1132.03,1144.44,1166.96,1096.63,8544.0,110702.0,1.3,54.54,5.16,341.02,0.14,10.57
2000-01-25,1148.99,1137.18,1178.69,1111.44,9597.0,121227.0,-0.63,53.86,5.03,338.85,0.14,10.71
2000-01-26,1137.49,1140.3,1170.73,1113.64,7309.0,93516.0,0.27,53.92,5.04,339.78,0.14,10.7
2000-01-27,1150.76,1184.59,1206.19,1129.43,12030.0,153561.0,3.88,55.96,5.22,353.01,0.13,10.72
2000-01-28,1193.81,1220.55,1249.05,1173.89,15120.0,209283.0,3.04,57.7,5.39,364.54,0.13,10.71
2000-02-14,1268.81,1334.41,1335.98,1251.61,15381.0,213840.0,9.33,63.22,5.9,397.8,0.12,10.72
2000-02-15,1393.82,1378.31,1447.61,1334.31,26290.0,384947.0,3.29,65.01,6.05,410.91,0.11,10.75
2000-02-16,1396.4,1432.5,1461.29,1344.83,26588.0,383558.0,3.93,67.47,6.28,427.09,0.11,10.74
2000-02-17,1474.49,1365.0,1542.22,1323.3,32080.0,469275.0,-4.71,63.57,5.92,406.94,0.12,10.74
2000-02-18,1342.46,1392.51,1415.52,1281.94,18176.0,241088.0,2.02,64.3,5.99,415.9,0.12,10.73
2000-02-21,1412.51,1400.03,1459.73,1338.19,20980.0,296237.0,0.54,64.4,5.95,417.43,0.12,10.82
2000-02-22,1410.23,1333.3,1438.26,1317.6,16997.0,216859.0,-4.77,62.02,5.74,397.5,0.12,10.8
2000-02-23,1303.2,1276.25,1342.68,1257.83,13241.0,164228.0,-4.28,60.2,5.56,380.47,0.12,10.83
2000-02-24,1266.04,1326.39,1338.85,1247.48,11518.0,147903.0,3.93,62.2,5.75,394.15,0.12,10.82
2000-02-25,1324.71,1317.03,1365.02,1280.39,11022.0,144337.0,-0.71,61.52,5.69,392.13,0.12,10.81
2000-02-28,1320.34,1378.14,1391.29,1297.74,14518.0,200682.0,4.64,64.34,5.94,409.39,0.12,10.83
2000-02-29,1399.3,1374.84,1441.21,1328.58,21418.0,296724.0,-0.24,64.49,5.96,408.32,0.12,10.82
2000-03-01,1383.1,1370.9,1420.4,1330.35,13702.0,183998.0,-0.29,63.88,5.91,406.48,0.12,10.81
2000-03-02,1367.51,1376.61,1411.26,1333.89,10786.0,138260.0,0.42,64.18,5.92,408.95,0.12,10.84
2000-03-03,1388.62,1379.69,1426.86,1350.72,13761.0,189508.0,0.22,64.71,5.96,410.58,0.11,10.86
2000-03-06,1386.36,1308.49,1411.14,1295.5,14757.0,195296.0,-5.16,61.42,5.66,388.79,0.12,10.85
2000-03-07,1290.47,1317.09,1340.19,1268.6,7959.0,102787.0,0.66,61.63,5.69,391.35,0.12,10.83
2000-03-08,1321.54,1350.28,1367.73,1292.97,8853.0,110574.0,2.52,63.38,5.85,401.12,0.12,10.83
2000-03-09,1360.43,1346.83,1390.66,1322.71,8648.0,107706.0,-0.26,63.46,5.86,399.97,0.12,10.83
2000-03-10,1350.16,1327.5,1384.29,1313.18,8228.0,98399.0,-1.44,62.21,5.71,395.02,0.12,10.89
2000-03-13,1326.55,1344.34,1362.59,1310.38,7250.0,90008.0,1.27,62.65,5.75,399.35,0.12,10.9
2000-03-14,1315.53,1319.62,1350.22,1260.71,11969.0,158468.0,-1.84,61.61,5.67,391.52,0.12,10.87
2000-03-15,1316.02,1310.86,1346.16,1286.48,8309.0,107536.0,-0.66,60.99,5.61,388.87,0.12,10.87
2000-03-16,1298.48,1239.83,1310.82,1221.67,8162.0,98716.0,-5.42,57.75,5.31,367.88,0.13,10.88
2000-03-17,1236.91,1279.62,1296.78,1226.5,6373.0,79921.0,3.21,59.52,5.47,380.37,0.12,10.88
2000-03-20,1269.39,1314.06,1329.16,1243.98,8531.0,114010.0,2.69,60.96,5.6,389.63,0.12,10.89
2000-03-21,1323.11,1317.08,1349.76,1287.91,8510.0,118531.0,0.23,61.6,5.65,390.5,0.12,10.9
2000-03-22,1321.19,1331.85,1363.12,1300.37,8934.0,119610.0,1.12,62.55,5.74,394.86,0.12,10.9
2000-03-23,1329.93,1357.77,1372.59,1305.33,9918.0,147685.0,1.95,63.95,5.87,402.19,0.12,10.89
2000-03-24,1364.92,1349.19,1396.96,1327.18,14230.0,166944.0,-0.63,63.23,5.8,400.77,0.12,10.9
2000-03-27,1358.28,1385.56,1405.85,1330.67,14353.0,172325.0,2.7,64.73,5.86,401.16,0.11,11.05
2000-03-28,1400.05,1395.23,1432.07,1365.07,15312.0,190431.0,0.7,64.81,5.97,418.53,0.11,10.86
2000-03-29,1397.72,1389.8,1427.38,1349.81,15389.0,185869.0,-0.39,64.81,5.97,421.76,0.11,10.86
2000-03-30,1393.17,1408.11,1429.61,1363.62,11360.0,140039.0,1.32,65.99,6.08,427.14,0.11,10.85
2000-03-31,1401.06,1390.26,1426.76,1365.79,10685.0,129933.0,-1.27,65.86,5.89,428.5,0.11,11.18
2000-04-03,1387.28,1373.62,1411.7,1354.72,8962.0,104932.0,-1.2,64.88,5.8,422.56,0.11,11.19
2000-04-04,1367.54,1347.81,1383.56,1327.27,8454.0,97884.0,-1.88,63.66,5.69,414.61,0.11,11.19
