,open,close,high,low,volume,money,change,pe,pb,cap,dyr,roe
2000-02-24,1211.71,1245.34,1257.42,1196.28,13401.0,146313.0,3.06,37.54,4.15,440.75,0.3,9.05
2000-02-25,1247.19,1226.1,1263.08,1202.94,12383.0,142011.0,-1.54,36.95,4.09,433.95,0.31,9.03
2000-02-28,1226.65,1274.72,1289.17,1205.41,16913.0,194120.0,3.96,38.44,4.25,451.19,0.3,9.04
2000-02-29,1295.02,1279.83,1322.35,1236.7,18221.0,211741.0,0.4,38.62,4.27,453.01,0.29,9.04
2000-03-01,1281.82,1276.04,1314.38,1244.04,18067.0,204999.0,-0.3,38.47,4.25,453.0,0.3,9.05
2000-03-02,1267.27,1282.66,1317.15,1246.33,14668.0,167273.0,0.52,38.72,4.28,453.96,0.29,9.05
2000-03-03,1302.35,1302.37,1343.29,1270.11,18278.0,208747.0,1.54,39.3,4.32,460.98,0.29,9.1
2000-03-06,1310.24,1251.79,1334.99,1241.04,16662.0,184212.0,-3.88,37.77,4.15,443.08,0.3,9.1
2000-03-07,1242.19,1270.03,1282.22,1224.25,11846.0,111711.0,1.46,38.36,4.21,449.57,0.3,9.11
2000-03-08,1273.05,1294.08,1313.96,1248.72,13467.0,142937.0,1.89,39.06,4.29,458.07,0.29,9.1
2000-03-09,1297.41,1292.85,1329.59,1267.44,11696.0,137250.0,-0.1,39.03,4.28,457.59,0.29,9.12
2000-03-10,1301.98,1271.98,1324.61,1251.91,13467.0,148498.0,-1.61,38.35,4.22,450.25,0.3,9.09
2000-03-13,1269.97,1290.64,1308.74,1252.51,11335.0,123379.0,1.47,38.92,4.26,456.89,0.29,9.14
2000-03-14,1262.83,1254.83,1285.27,1213.0,12074.0,130742.0,-2.77,37.86,4.15,444.04,0.3,9.12
2000-03-15,1258.12,1260.7,1290.19,1236.01,9509.0,103968.0,0.47,38.06,4.17,446.03,0.3,9.13
2000-03-16,1255.94,1200.73,1261.69,1186.73,9894.0,101385.0,-4.76,36.33,3.98,424.85,0.31,9.13
2000-03-17,1197.51,1242.86,1253.57,1191.52,10712.0,119256.0,3.51,37.58,4.13,439.77,0.3,9.1
2000-03-20,1230.29,1263.95,1282.36,1207.78,13715.0,146668.0,1.7,38.24,4.2,447.16,0.3,9.1
2000-03-21,1269.82,1270.07,1302.49,1244.39,12649.0,143822.0,0.48,38.41,4.22,449.31,0.3,9.1
2000-03-22,1273.72,1285.84,1310.72,1254.2,12025.0,142119.0,1.24,38.93,4.28,454.96,0.29,9.1
2000-03-23,1286.83,1296.25,1315.15,1260.34,11239.0,136877.0,0.81,39.47,4.26,458.65,0.29,9.27
2000-03-24,1303.27,1273.26,1330.99,1260.33,13432.0,158270.0,-1.77,38.73,4.18,450.52,0.29,9.27
2000-03-27,1273.47,1298.7,1314.96,1253.57,13456.0,147671.0,2.0,39.6,4.28,459.44,0.28,9.25
2000-03-28,1309.58,1325.58,1354.01,1283.29,18897.0,187917.0,2.07,40.37,4.36,468.94,0.28,9.26
2000-03-29,1333.63,1318.6,1353.01,1293.79,14562.0,142392.0,-0.53,40.12,4.33,466.51,0.28,9.27
2000-03-30,1320.23,1338.34,1350.89,1308.03,9563.0,104302.0,1.5,40.69,4.4,473.46,0.28,9.25
2000-03-31,1334.52,1324.47,1354.75,1299.58,9181.0,101590.0,-1.04,40.39,4.36,468.6,0.28,9.26
2000-04-03,1324.08,1314.35,1354.06,1295.58,10148.0,118242.0,-0.76,40.06,4.33,465.1,0.28,9.25
2000-04-04,1303.74,1287.6,1319.3,1270.48,7274.0,77961.0,-2.04,39.22,4.24,455.56,0.29,9.25
2000-04-05,1284.95,1303.14,1322.67,1273.25,8133.0,89761.0,1.21,39.68,4.29,461.08,0.28,9.25
2000-04-06,1309.21,1331.21,1346.03,1297.13,9005.0,102738.0,2.15,40.56,4.41,471.03,0.28,9.2
2000-04-07,1337.74,1350.93,1371.71,1320.07,14762.0,179079.0,1.48,41.08,4.45,480.81,0.27,9.23
2000-04-10,1353.13,1366.41,1389.64,1330.92,13364.0,157118.0,1.15,41.61,4.59,486.33,0.27,9.07
2000-04-11,1366.3,1354.17,1391.48,1331.96,8537.0,101957.0,-0.9,41.17,4.47,481.97,0.27,9.21
2000-04-12,1350.87,1340.72,1373.1,1315.09,7578.0,84302.0,-0.99,40.83,4.43,477.18,0.27,9.22
2000-04-13,1343.44,1354.21,1374.35,1325.97,10315.0,106334.0,1.01,41.21,4.47,481.98,0.27,9.22
2000-04-14,1355.88,1349.27,1376.01,1329.93,10790.0,110384.0,-0.36,41.0,4.45,480.22,0.27,9.21
2000-04-17,1346.3,1322.25,1358.66,1296.7,10102.0,106180.0,-2.0,40.19,4.37,470.61,0.28,9.2
2000-04-18,1335.48,1327.17,1352.49,1299.75,3829.0,37243.0,0.37,40.6,4.41,266.0,0.49,9.21
2000-04-19,1337.24,1352.47,1370.93,1322.65,9915.0,118139.0,1.91,41.09,4.46,481.36,0.27,9.21
2000-04-20,1353.95,1378.17,1394.55,1338.34,13070.0,158253.0,1.9,41.87,4.55,490.51,0.27,9.2
2000-04-21,1383.97,1386.56,1415.4,1360.96,13313.0,170629.0,0.61,42.07,4.57,493.49,0.27,9.21
2000-04-24,1391.71,1372.77,1409.03,1352.93,11423.0,140934.0,-0.99,41.65,4.52,488.59,0.27,9.21
2000-04-25,1374.05,1379.21,1400.57,1351.23,6603.0,83164.0,0.47,41.82,4.53,490.88,0.27,9.23
2000-04-26,1380.85,1380.74,1410.74,1362.27,8102.0,100525.0,0.11,41.83,4.53,491.42,0.27,9.23
2000-04-27,1384.47,1365.46,1407.01,1352.08,8164.0,90761.0,-1.11,41.35,4.48,485.98,0.25,9.23
2000-04-28,1367.97,1385.25,1399.65,1348.42,7074.0,88088.0,1.45,41.95,4.55,493.03,0.25,9.22
2000-05-08,1390.61,1406.56,1429.1,1371.29,8121.0,113320.0,1.54,41.41,4.62,505.47,0.24,8.96
2000-05-09,1406.8,1382.91,1422.64,1364.32,5978.0,78446.0,-1.68,40.67,4.54,496.97,0.25,8.96
2000-05-10,1377.56,1333.03,1383.99,1321.48,5555.0,67130.0,-3.61,39.22,4.38,479.04,0.26,8.95
2000-05-11,1326.49,1307.31,1352.84,1295.67,5163.0,61633.0,-1.93,38.38,4.29,469.8,0.26,8.95
2000-05-12,1308.85,1306.64,1332.74,1289.47,4068.0,47091.0,-0.05,38.38,4.29,469.56,0.26,8.95
2000-05-15,1308.16,1303.51,1329.76,1271.58,4503.0,53082.0,-0.24,38.28,4.27,468.43,0.26,8.96
2000-05-16,1300.95,1315.63,1329.8,1290.42,3463.0,42293.0,0.93,38.66,4.32,472.79,0.26,8.95
2000-05-17,1317.07,1322.95,1339.63,1302.62,3434.0,43091.0,0.56,38.85,4.34,475.42,0.26,8.95
2000-05-18,1320.09,1351.95,1363.59,1308.86,4542.0,57619.0,2.19,39.73,4.44,488.38,0.25,8.95
2000-05-19,1358.58,1365.58,1380.17,1340.27,6422.0,76944.0,1.01,40.14,4.49,493.3,0.25,8.94
2000-05-22,1370.47,1399.75,1418.16,1360.09,8112.0,105747.0,2.5,41.09,4.59,505.65,0.24,8.95
2000-05-23,1404.89,1406.05,1433.1,1375.21,6524.0,79371.0,0.45,41.25,4.61,507.92,0.24,8.95
2000-05-24,1406.4,1419.98,1444.27,1390.21,9338.0,124612.0,0.99,41.64,4.65,512.96,0.24,8.95
2000-05-25,1429.63,1443.55,1469.45,1412.28,12289.0,148888.0,1.66,42.28,4.66,532.02,0.23,9.07
2000-05-26,1459.5,1441.23,1483.87,1416.36,14201.0,152971.0,-0.16,42.2,4.65,531.17,0.23,9.08
2000-05-29,1439.3,1450.71,1476.42,1419.68,10624.0,134535.0,0.66,42.44,4.68,534.66,0.2,9.07
2000-05-30,1454.02,1438.33,1481.25,1418.27,11031.0,123239.0,-0.85,42.06,4.64,529.92,0.23,9.06
2000-05-31,1439.53,1446.22,1471.71,1414.31,8901.0,112732.0,0.55,42.31,4.66,532.83,0.18,9.08
2000-06-01,1448.84,1455.51,1480.9,1431.41,8173.0,106468.0,0.64,42.56,4.69,536.25,0.18,9.07
2000-06-02,1464.07,1473.64,1496.13,1436.31,14990.0,160492.0,1.25,43.12,4.75,542.93,0.18,9.08
2000-06-05,1480.62,1460.99,1512.36,1443.82,16014.0,167740.0,-0.86,42.79,4.72,538.27,0.18,9.07
2000-06-06,1459.68,1470.6,1490.15,1437.88,12626.0,148458.0,0.66,42.75,4.71,537.82,0.26,9.08
2000-06-07,1478.01,1500.32,1517.48,1452.15,15702.0,177360.0,2.02,43.83,4.83,552.27,0.26,9.07
2000-06-08,1500.6,1492.63,1521.87,1468.15,13430.0,154872.0,-0.51,43.6,4.8,549.44,0.26,9.08
2000-06-09,1487.14,1460.09,1511.46,1444.71,19312.0,198001.0,-2.18,42.62,4.7,537.46,0.26,9.07
2000-06-12,1454.09,1473.98,1495.7,1427.74,17971.0,200909.0,0.95,42.99,4.74,542.58,0.26,9.07
2000-06-13,1474.4,1491.82,1511.55,1454.73,17413.0,179297.0,1.21,43.57,4.8,549.14,0.26,9.08
2000-06-14,1499.71,1499.18,1537.77,1470.4,26159.0,267283.0,0.49,43.76,4.82,551.85,0.26,9.08
2000-06-15,1500.58,1503.38,1523.8,1473.83,12663.0,141146.0,0.28,43.86,4.83,553.4,0.26,9.08
2000-06-16,1504.82,1496.81,1532.85,1473.35,12147.0,143663.0,-0.44,43.62,4.81,550.75,0.3,9.07
2000-06-19,1492.43,1487.3,1521.06,1464.25,11296.0,130966.0,-0.63,43.32,4.77,547.25,0.27,9.08
2000-06-20,1481.53,1470.65,1504.89,1451.7,8394.0,95165.0,-1.12,42.88,4.72,540.79,0.34,9.08
2000-06-21,1470.13,1481.73,1503.34,1454.79,9103.0,100966.0,0.75,43.22,4.76,544.87,0.33,9.08
2000-06-22,1486.33,1482.32,1506.35,1461.9,6371.0,76081.0,0.04,43.23,4.76,545.09,0.32,9.08
2000-06-23,1483.21,1498.67,1514.28,1466.25,10777.0,123290.0,1.1,43.71,4.82,550.87,0.36,9.07
2000-06-26,1503.26,1506.8,1528.04,1485.36,12034.0,129148.0,0.54,44.02,4.85,553.86,0.36,9.08
2000-06-27,1510.69,1503.44,1531.32,1478.2,9745.0,109853.0,-0.22,43.89,4.84,552.62,0.36,9.07
2000-06-28,1505.95,1501.91,1523.15,1484.46,8004.0,94783.0,-0.1,43.81,4.83,552.06,0.36,9.07
2000-06-29,1502.78,1499.13,1522.08,1474.04,9998.0,119489.0,-0.18,43.77,4.82,550.98,0.37,9.08
2000-06-30,1498.14,1490.85,1522.43,1466.37,10938.0,129968.0,-0.55,43.51,4.8,547.58,0.44,9.06
2000-07-03,1477.53,1457.84,1492.9,1441.09,7842.0,92108.0,-2.21,42.7,4.7,547.99,0.44,9.09
2000-07-04,1452.17,1464.31,1474.71,1426.85,5287.0,64066.0,0.44,42.89,4.72,550.42,0.43,9.09
2000-07-05,1467.24,1466.45,1487.53,1453.0,4914.0,63184.0,0.15,42.98,4.73,551.23,0.43,9.09
2000-07-06,1466.23,1459.28,1477.44,1444.21,3959.0,48560.0,-0.49,42.71,4.7,548.02,0.53,9.09
2000-07-07,1458.72,1496.37,1508.95,1453.11,9116.0,102139.0,2.54,43.76,4.81,561.95,0.51,9.1
2000-07-10,1501.22,1508.06,1524.91,1475.73,9511.0,103001.0,0.78,44.12,4.85,566.34,0.51,9.1
2000-07-11,1510.59,1524.88,1547.23,1493.28,12428.0,132297.0,1.12,44.56,4.9,572.66,0.5,9.09
2000-07-12,1528.37,1535.4,1555.65,1509.15,10369.0,117528.0,0.69,44.86,4.93,576.61,0.5,9.1
2000-07-13,1537.0,1522.86,1560.19,1504.11,10700.0,127022.0,-0.82,44.46,4.89,571.7,0.54,9.09
2000-07-14,1524.52,1533.69,1550.01,1497.9,7753.0,93596.0,0.71,44.75,4.92,575.58,0.57,9.1
2000-07-17,1532.13,1519.1,1554.87,1504.54,8481.0,103114.0,-0.95,44.35,4.88,570.11,0.57,9.09
2000-07-18,1519.05,1523.54,1545.63,1502.02,6176.0,77961.0,0.29,44.53,4.88,571.65,0.58,9.12
2000-07-19,1527.55,1533.44,1551.96,1512.45,7669.0,92941.0,0.65,44.85,4.92,575.36,0.56,9.12
2000-07-20,1534.01,1526.5,1550.08,1508.78,5248.0,65027.0,-0.45,44.61,4.89,572.76,0.57,9.12
2000-07-21,1528.4,1526.7,1545.96,1511.07,5752.0,70527.0,0.01,44.66,4.9,572.83,0.54,9.11
2000-07-24,1529.55,1520.29,1547.95,1499.5,8745.0,89248.0,-0.42,44.57,4.89,570.37,0.55,9.11
2000-07-25,1518.62,1526.2,1544.39,1505.21,6652.0,79308.0,0.39,45.11,4.91,579.95,0.55,9.19
2000-07-26,1528.34,1531.63,1548.11,1510.39,6453.0,79398.0,0.36,45.28,4.91,598.71,0.55,9.22
2000-07-27,1534.4,1527.02,1556.91,1515.14,7960.0,96047.0,-0.3,45.12,4.87,596.9,0.55,9.26
2000-07-28,1529.41,1526.37,1548.38,1500.76,7249.0,90591.0,-0.04,45.15,4.82,596.65,0.55,9.37
2000-07-31,1527.11,1527.97,1546.95,1506.23,6409.0,75261.0,0.1,45.24,4.83,597.27,0.49,9.37
2000-08-01,1528.34,1529.82,1546.38,1513.09,5609.0,66642.0,0.12,45.23,4.82,598.0,0.49,9.38
2000-08-02,1530.28,1525.08,1543.38,1510.51,5382.0,64554.0,-0.31,45.06,4.81,596.14,0.49,9.37
2000-08-03,1526.29,1526.22,1543.7,1504.78,6565.0,77843.0,0.08,45.15,4.82,596.59,0.49,9.37
2000-08-04,1525.92,1511.92,1540.73,1495.95,7231.0,83836.0,-0.94,44.7,4.77,591.0,0.5,9.37
2000-08-07,1509.28,1515.53,1526.18,1488.15,7443.0,104150.0,0.24,45.57,4.76,616.04,0.5,9.57
2000-08-08,1517.75,1520.45,1536.64,1500.69,5582.0,74017.0,0.32,45.66,4.77,618.04,0.49,9.57
2000-08-09,1520.55,1523.66,1538.86,1504.5,7499.0,90345.0,0.21,45.74,4.77,619.34,0.49,9.59
2000-08-10,1524.86,1524.55,1544.99,1501.41,7631.0,98028.0,0.06,45.81,4.74,619.71,0.49,9.66
2000-08-11,1525.91,1531.16,1549.27,1507.5,9452.0,111146.0,0.43,45.97,4.76,622.39,0.49,9.66
2000-08-14,1534.43,1540.56,1559.01,1520.23,11097.0,124591.0,0.61,46.23,4.77,626.21,0.49,9.69
2000-08-15,1543.98,1538.07,1562.1,1522.1,7721.0,99984.0,-0.16,46.13,4.75,625.2,0.49,9.71
2000-08-16,1540.23,1543.83,1559.28,1523.56,6501.0,81182.0,0.37,46.18,4.89,626.25,0.49,9.44
2000-08-17,1544.4,1546.71,1564.67,1532.08,8740.0,110816.0,0.19,46.27,4.89,627.22,0.49,9.46
2000-08-18,1548.03,1548.8,1566.77,1533.68,7295.0,94009.0,0.14,46.12,4.85,629.36,0.49,9.51
2000-08-21,1553.85,1557.45,1572.56,1528.44,11125.0,141076.0,0.56,46.38,4.79,632.94,0.48,9.68
2000-08-22,1560.77,1543.79,1584.42,1533.76,10041.0,123518.0,-0.88,45.99,4.81,627.39,0.51,9.56
2000-08-23,1532.63,1526.49,1552.78,1460.21,12852.0,164067.0,-1.12,45.52,4.75,620.41,0.51,9.58
2000-08-24,1526.09,1532.94,1548.42,1506.49,8625.0,116507.0,0.42,45.74,4.77,623.02,0.53,9.59
2000-08-25,1534.66,1548.28,1559.43,1520.24,7622.0,108759.0,1.0,46.25,4.82,629.35,0.53,9.6
2000-08-28,1551.86,1562.64,1578.21,1538.32,8224.0,110440.0,0.93,46.48,4.88,631.83,0.49,9.52
2000-08-29,1563.65,1563.16,1584.9,1542.96,6489.0,90471.0,0.03,46.58,4.89,632.16,0.49,9.53
2000-08-30,1562.93,1548.08,1577.2,1535.14,7129.0,95639.0,-0.96,46.1,4.84,626.09,0.49,9.52
2000-08-31,1538.29,1510.32,1549.53,1501.16,8472.0,109182.0,-2.44,44.92,4.71,610.6,0.51,9.54
2000-09-01,1502.26,1492.75,1520.0,1480.88,6080.0,78131.0,-1.16,48.62,4.65,603.45,0.51,10.46
2000-09-04,1489.7,1493.32,1507.13,1464.38,5615.0,72321.0,0.04,48.65,4.66,603.7,0.51,10.44
2000-09-05,1495.82,1463.24,1511.26,1453.69,4522.0,58677.0,-2.01,47.6,4.56,591.45,0.52,10.44
2000-09-06,1454.36,1429.28,1470.74,1412.24,5368.0,67127.0,-2.32,46.44,4.44,577.61,0.54,10.46
2000-09-07,1428.67,1446.86,1469.21,1420.31,4185.0,52384.0,1.23,47.0,4.5,585.0,0.53,10.44
2000-09-08,1451.84,1442.09,1466.92,1419.99,3782.0,47212.0,-0.33,46.88,4.49,583.21,0.53,10.44
2000-09-11,1441.63,1453.3,1467.55,1419.0,3808.0,44168.0,0.78,47.27,4.52,587.71,0.53,10.46
2000-09-12,1456.11,1466.32,1479.73,1440.51,4262.0,51983.0,0.9,47.6,4.56,592.8,0.52,10.44
2000-09-13,1465.18,1471.84,1489.56,1446.03,5041.0,68421.0,0.38,47.82,4.58,594.75,0.52,10.44
2000-09-14,1472.89,1460.2,1481.5,1449.5,3166.0,42364.0,-0.79,47.48,4.54,590.09,0.53,10.46
2000-09-15,1458.38,1456.0,1467.73,1439.4,2722.0,36453.0,-0.29,47.41,4.54,588.52,0.53,10.44
2000-09-18,1454.94,1430.67,1463.37,1421.24,2771.0,35274.0,-1.74,46.49,4.45,578.08,0.54,10.45
2000-09-19,1418.43,1400.83,1429.19,1383.55,3598.0,43336.0,-2.09,45.66,4.33,570.18,0.55,10.55
2000-09-20,1400.08,1422.15,1431.72,1390.69,2912.0,36867.0,1.52,46.32,4.39,578.9,0.54,10.55
2000-09-21,1424.3,1409.36,1437.85,1399.87,2217.0,27598.0,-0.9,45.95,4.35,573.65,0.54,10.56
2000-09-22,1406.04,1397.14,1418.19,1384.19,2291.0,25898.0,-0.87,45.63,4.28,573.84,0.54,10.66
2000-09-25,1397.29,1385.23,1408.35,1374.39,1730.0,19349.0,-0.85,45.29,4.25,569.0,0.55,10.66
2000-09-26,1386.57,1391.58,1406.7,1372.56,1743.0,21756.0,0.46,45.63,4.23,576.82,0.54,10.79
2000-09-27,1394.56,1412.46,1420.75,1382.45,2447.0,32488.0,1.5,46.35,4.29,585.54,0.53,10.8
2000-09-28,1414.22,1396.93,1424.87,1386.87,2009.0,24699.0,-1.1,45.8,4.24,579.15,0.54,10.8
2000-09-29,1395.18,1411.33,1418.43,1389.3,2122.0,26959.0,1.03,46.68,4.19,591.61,0.53,11.14
2000-10-09,1413.55,1412.28,1426.93,1389.43,2936.0,40099.0,0.07,46.47,4.16,589.43,0.54,11.17
2000-10-10,1411.2,1429.24,1438.37,1399.84,3807.0,51555.0,1.2,47.55,4.26,602.73,0.53,11.16
2000-10-11,1431.8,1420.65,1445.95,1407.67,3867.0,53019.0,-0.6,47.27,4.23,599.11,0.53,11.17
2000-10-12,1418.49,1407.81,1430.4,1390.98,3232.0,42021.0,-0.9,46.91,4.2,593.69,0.53,11.17
2000-10-13,1407.48,1407.59,1428.81,1391.11,2940.0,37791.0,-0.02,46.8,4.19,593.6,0.53,11.17
2000-10-16,1407.58,1396.01,1418.26,1385.89,2489.0,30977.0,-0.82,46.4,4.15,588.71,0.54,11.18
2000-10-17,1397.65,1393.63,1409.18,1380.4,1970.0,24393.0,-0.17,46.31,4.14,587.71,0.54,11.19
2000-10-18,1395.01,1401.51,1415.14,1382.18,2529.0,33629.0,0.57,46.5,4.16,591.03,0.54,11.18
2000-10-19,1404.25,1405.08,1424.94,1388.57,3317.0,42509.0,0.26,46.59,4.17,592.54,0.54,11.17
2000-10-20,1405.31,1420.2,1428.33,1390.29,3951.0,52535.0,1.08,47.07,4.21,600.88,0.53,11.18
2000-10-23,1424.21,1432.15,1444.59,1408.2,4181.0,52268.0,0.84,47.47,4.24,605.94,0.52,11.2
2000-10-24,1434.17,1424.8,1444.17,1409.89,4028.0,49644.0,-0.51,47.29,4.23,602.83,0.53,11.18
2000-10-25,1426.1,1431.72,1444.81,1412.28,4560.0,59016.0,0.49,47.51,4.25,605.75,0.52,11.18
2000-10-26,1431.7,1419.63,1444.04,1407.92,4079.0,49655.0,-0.84,47.1,4.21,600.64,0.53,11.19
2000-10-27,1421.8,1424.18,1441.16,1402.26,4787.0,63564.0,0.32,47.25,4.22,602.83,0.53,11.2
2000-10-30,1424.0,1421.35,1437.87,1399.86,4252.0,53477.0,-0.2,47.12,4.21,601.63,0.53,11.19
2000-10-31,1423.34,1415.45,1440.11,1403.72,3455.0,39560.0,-0.42,46.91,4.19,599.0,0.53,11.2
2000-11-01,1417.29,1422.97,1432.72,1404.41,3399.0,36422.0,0.53,47.13,4.21,602.18,0.53,11.19
2000-11-02,1426.65,1427.36,1447.58,1414.54,4531.0,49474.0,0.31,47.29,4.23,604.03,0.53,11.18
2000-11-03,1428.15,1423.23,1438.86,1410.46,2805.0,32579.0,-0.29,47.16,4.22,602.29,0.53,11.18
2000-11-06,1422.1,1426.25,1440.34,1410.21,3199.0,39319.0,0.21,47.24,4.22,603.59,0.53,11.19
2000-11-07,1428.28,1427.12,1441.32,1410.56,2929.0,36271.0,0.06,47.29,4.23,603.97,0.53,11.18
2000-11-08,1426.63,1432.41,1442.02,1417.51,3100.0,38997.0,0.37,47.48,4.25,606.18,0.52,11.17
2000-11-09,1434.61,1447.68,1456.15,1425.51,4800.0,60081.0,1.07,48.03,4.29,612.65,0.52,11.2
2000-11-10,1449.6,1453.25,1468.93,1437.62,5971.0,71280.0,0.39,48.21,4.31,614.98,0.52,11.19
2000-11-13,1457.11,1471.35,1483.76,1447.69,7446.0,97076.0,1.25,48.85,4.37,622.63,0.51,11.18
2000-11-14,1474.27,1481.64,1491.95,1453.77,6888.0,85601.0,0.7,49.24,4.4,627.0,0.51,11.19
2000-11-15,1484.7,1483.0,1502.26,1465.62,7776.0,97639.0,0.09,49.26,4.4,627.5,0.51,11.2
2000-11-16,1482.24,1493.18,1504.23,1473.31,7716.0,95145.0,0.69,49.6,4.43,631.82,0.5,11.2
2000-11-17,1495.11,1490.57,1512.16,1473.54,7689.0,92036.0,-0.18,49.47,4.42,630.76,0.5,11.19
2000-11-20,1493.6,1491.69,1504.77,1468.74,8779.0,90463.0,0.08,49.53,4.43,631.26,0.5,11.18
2000-11-21,1493.11,1491.57,1513.16,1473.09,7912.0,90106.0,-0.01,49.54,4.43,631.23,0.5,11.18
2000-11-22,1490.8,1503.89,1512.02,1475.39,7215.0,96589.0,0.83,49.99,4.47,636.44,0.5,11.18
2000-11-23,1505.3,1507.99,1526.54,1491.35,7441.0,94599.0,0.27,50.11,4.48,638.18,0.5,11.19
2000-11-24,1507.28,1469.08,1524.85,1455.19,9020.0,111526.0,-2.58,48.74,4.36,621.68,0.51,11.18
2000-11-27,1457.73,1473.91,1487.92,1444.21,5748.0,71614.0,0.33,48.93,4.37,623.76,0.51,11.2
2000-11-28,1479.08,1493.71,1501.66,1471.73,5169.0,65099.0,1.34,49.62,4.44,632.17,0.5,11.18
2000-11-29,1495.8,1483.23,1507.38,1469.06,5016.0,61859.0,-0.7,49.28,4.41,627.71,0.51,11.17
2000-11-30,1484.48,1483.76,1499.68,1468.24,3975.0,50461.0,0.04,49.31,4.41,627.96,0.5,11.18
2000-12-01,1484.06,1489.72,1504.14,1470.34,5390.0,60571.0,0.4,49.92,4.41,638.93,0.5,11.32
2000-12-04,1492.89,1500.85,1512.14,1477.01,5349.0,63703.0,0.75,50.31,4.45,643.66,0.49,11.31
2000-12-05,1504.58,1505.36,1525.0,1487.69,6580.0,80096.0,0.3,50.46,4.46,645.63,0.49,11.31
2000-12-06,1506.04,1496.74,1522.82,1482.07,7269.0,87608.0,-0.57,50.24,4.41,644.6,0.49,11.39
2000-12-07,1493.01,1491.35,1506.7,1472.34,5051.0,64328.0,-0.36,50.02,4.39,642.28,0.49,11.39
2000-12-08,1491.34,1491.84,1508.23,1477.1,4637.0,60607.0,0.03,50.05,4.39,642.49,0.49,11.4
2000-12-11,1493.79,1470.94,1504.95,1460.16,5080.0,65590.0,-1.4,49.34,4.33,633.49,0.5,11.39
2000-12-12,1470.05,1482.16,1488.45,1457.98,4303.0,53729.0,0.76,49.75,4.37,638.32,0.5,11.38
