,open,close,high,low,volume,money,change,pe,pb,cap,dyr,roe
1999-12-30,1000.0,1000.0,1000.0,1000.0,939.0,9721.0,0.0,41.44,3.62,152.76,,11.45
2000-01-04,1005.48,1025.14,1031.93,992.8,1291.0,14526.0,2.51,46.46,3.95,156.6,0.27,11.76
2000-01-05,1024.17,1032.21,1057.76,1012.14,2488.0,30492.0,0.69,46.8,3.98,157.68,0.41,11.76
2000-01-06,1034.18,1069.82,1077.56,1019.95,2510.0,30870.0,3.64,48.49,4.12,163.42,0.4,11.77
2000-01-07,1082.85,1107.35,1118.52,1070.25,4175.0,50345.0,3.51,50.21,4.26,169.16,0.38,11.79
2000-01-10,1118.89,1126.33,1140.13,1090.42,5475.0,59994.0,1.71,51.03,4.33,172.05,0.38,11.79
2000-01-11,1131.83,1094.73,1156.18,1070.24,8131.0,86268.0,-2.81,49.5,4.2,167.23,0.39,11.79
2000-01-12,1090.21,1059.84,1111.77,1049.76,4897.0,50750.0,-3.19,47.98,4.07,161.9,0.4,11.79
2000-01-13,1061.77,1045.29,1078.5,1035.84,2573.0,28266.0,-1.37,47.36,4.02,159.68,0.4,11.78
2000-01-14,1046.63,1042.81,1069.38,1023.8,2436.0,26095.0,-0.24,47.29,4.02,159.3,0.4,11.76
2000-01-17,1039.38,1055.99,1067.42,1027.68,2062.0,23402.0,1.26,47.89,4.07,161.31,0.4,11.77
2000-01-18,1058.64,1059.99,1082.44,1042.05,1786.0,20456.0,0.38,48.19,4.1,161.92,0.39,11.75
2000-01-19,1057.5,1066.55,1081.21,1043.26,1934.0,20600.0,0.62,48.59,4.13,162.92,0.39,11.77
2000-01-20,1069.02,1088.12,1098.92,1055.59,2299.0,24610.0,2.02,49.42,4.2,166.22,0.38,11.77
2000-01-21,1090.25,1081.67,1115.22,1062.09,3707.0,41453.0,-0.59,49.13,4.17,165.23,0.39,11.78
2000-01-24,1083.35,1085.43,1107.64,1048.54,5734.0,58673.0,0.35,49.64,4.22,165.81,0.31,11.76
2000-01-25,1089.34,1083.77,1113.06,1058.89,3979.0,43646.0,-0.15,49.51,4.2,165.55,0.31,11.79
2000-01-26,1085.77,1088.15,1109.07,1064.89,3159.0,32137.0,0.4,49.73,4.22,166.22,0.31,11.78
2000-01-27,1093.02,1104.65,1130.9,1071.1,4957.0,57571.0,1.52,50.29,4.27,168.74,0.3,11.78
2000-01-28,1108.67,1120.25,1139.38,1087.18,5711.0,63763.0,1.41,50.94,4.33,171.13,0.3,11.76
