,pe,pb,dyr
2016-11-10,25.42,2.57,1.84
2016-11-11,25.62,2.6,1.83
2016-11-14,25.65,2.6,1.83
2016-11-15,25.75,2.61,1.82
2016-11-16,25.82,2.61,1.82
2016-11-17,25.85,2.61,1.82
2016-11-18,25.7,2.59,1.83
2016-11-21,25.82,2.61,1.82
2016-11-22,26.01,2.63,1.81
2016-11-23,26.06,2.63,1.81
2016-11-24,26.19,2.64,1.8
2016-11-25,26.35,2.65,1.79
2016-11-28,26.43,2.66,1.78
2016-11-29,26.28,2.64,1.79
2016-11-30,26.09,2.62,1.8
2016-12-01,26.36,2.65,1.78
2016-12-02,25.92,2.61,1.81
2016-12-05,25.45,2.57,1.84
2016-12-06,25.5,2.57,1.84
2016-12-07,25.73,2.6,1.82
2016-12-08,25.62,2.59,1.82
2016-12-09,25.63,2.59,1.82
2016-12-12,24.6,2.49,1.9
2016-12-13,24.71,2.5,1.89
2016-12-14,24.51,2.48,1.9
2016-12-15,24.59,2.49,1.89
2016-12-16,24.77,2.51,1.88
2016-12-19,24.7,2.5,1.88
2016-12-20,24.54,2.49,1.9
2016-12-21,24.72,2.51,1.88
2016-12-22,24.71,2.51,1.88
2016-12-23,24.42,2.48,1.9
2016-12-26,24.48,2.48,1.89
2016-12-27,24.53,2.48,1.89
2016-12-28,24.4,2.47,1.9
2016-12-29,24.34,2.46,1.9
2016-12-30,24.4,2.47,1.9
2017-01-03,24.66,2.5,1.88
2017-01-04,24.89,2.53,1.86
2017-01-05,24.89,2.53,1.86
2017-01-06,24.77,2.52,1.86
2017-01-09,24.94,2.54,1.85
2017-01-10,24.89,2.53,1.85
2017-01-11,24.64,2.51,1.87
2017-01-12,24.44,2.49,1.88
2017-01-13,24.2,2.46,1.91
2017-01-16,23.56,2.45,1.91
2017-01-17,23.75,2.47,1.9
2017-01-18,23.81,2.48,1.89
2017-01-19,23.7,2.47,1.9
2017-01-20,23.95,2.49,1.88
2017-01-23,24.13,2.51,1.87
2017-01-24,24.09,2.52,1.86
2017-01-25,24.22,2.53,1.86
2017-01-26,24.43,2.54,1.84
2017-02-03,24.34,2.53,1.85
2017-02-06,24.51,2.55,1.84
2017-02-07,24.49,2.55,1.84
2017-02-08,24.67,2.57,1.82
2017-02-09,24.82,2.58,1.81
2017-02-10,24.87,2.59,1.81
2017-02-13,25.08,2.61,1.8
2017-02-14,25.08,2.61,1.79
2017-02-15,24.86,2.58,1.81
2017-02-16,25.09,2.61,1.8
2017-02-17,24.98,2.59,1.81
2017-02-20,25.37,2.63,1.78
2017-02-21,25.49,2.64,1.77
2017-02-22,25.58,2.65,1.76
2017-02-23,25.46,2.64,1.77
2017-02-24,25.45,2.64,1.77
2017-02-27,25.16,2.61,1.79
2017-02-28,25.27,2.63,1.78
2017-03-01,25.36,2.64,1.77
2017-03-02,25.22,2.63,1.78
2017-03-03,25.19,2.62,1.79
2017-03-06,25.45,2.64,1.77
2017-03-07,25.52,2.65,1.77
2017-03-08,25.45,2.64,1.77
2017-03-09,25.23,2.62,1.79
2017-03-10,25.3,2.62,1.79
2017-03-13,25.48,2.64,1.77
2017-03-14,25.44,2.64,1.78
2017-03-15,25.48,2.64,1.77
2017-03-16,25.69,2.66,1.76
2017-03-17,25.43,2.64,1.78
2017-03-20,25.48,2.64,1.77
2017-03-21,25.63,2.65,1.76
2017-03-22,25.54,2.64,1.77
2017-03-23,25.63,2.65,1.77
2017-03-24,25.73,2.66,1.76
2017-03-27,25.58,2.65,1.77
2017-03-28,25.54,2.65,1.77
2017-03-29,25.47,2.64,1.77
2017-03-30,25.07,2.6,1.8
2017-03-31,25.2,2.61,1.79
2017-04-05,25.68,2.66,1.76
2017-04-06,25.79,2.67,1.75
2017-04-07,25.84,2.68,1.75
2017-04-10,25.82,2.68,1.75
2017-04-11,26.03,2.7,1.73
2017-04-12,26.02,2.7,1.73
2017-04-13,26.18,2.71,1.72
2017-04-14,25.77,2.67,1.75
2017-04-17,25.51,2.64,1.77
2017-04-18,25.44,2.63,1.78
2017-04-19,25.22,2.6,1.8
2017-04-20,25.19,2.6,1.8
2017-04-21,25.05,2.59,1.81
2017-04-24,24.41,2.52,1.86
2017-04-25,24.61,2.53,1.85
2017-04-26,24.67,2.54,1.84
2017-04-27,24.64,2.54,1.84
2017-04-28,24.66,2.54,1.67
2017-05-02,23.61,2.32,1.67
2017-05-03,23.51,2.31,1.68
2017-05-04,23.39,2.3,1.69
2017-05-05,23.06,2.27,1.72
2017-05-08,22.52,2.21,1.76
2017-05-09,22.6,2.22,1.75
2017-05-10,22.26,2.19,1.78
2017-05-11,22.25,2.18,1.78
2017-05-12,22.33,2.19,1.78
2017-05-15,22.43,2.2,1.77
2017-05-16,22.82,2.24,1.74
2017-05-17,22.82,2.24,1.74
2017-05-18,22.71,2.23,1.74
2017-05-19,22.79,2.24,1.74
2017-05-22,22.55,2.22,1.76
2017-05-23,22.16,2.18,1.79
2017-05-24,22.18,2.18,1.79
2017-05-25,22.48,2.21,1.76
2017-05-26,22.47,2.21,1.76
2017-05-31,22.5,2.21,2.17
2017-06-01,22.19,2.18,2.2
2017-06-02,22.28,2.19,2.19
2017-06-05,22.34,2.19,2.18
2017-06-06,22.51,2.21,2.16
2017-06-07,22.93,2.25,2.12
2017-06-08,23.08,2.27,2.11
2017-06-09,23.12,2.27,2.11
2017-06-12,23.03,2.26,2.12
2017-06-13,23.24,2.28,2.1
2017-06-14,23.08,2.27,2.11
2017-06-15,23.15,2.27,2.1
2017-06-16,23.11,2.27,2.11
2017-06-19,23.34,2.29,2.09
2017-06-20,23.36,2.29,2.09
2017-06-21,23.54,2.31,2.07
2017-06-22,23.34,2.29,2.09
2017-06-23,23.55,2.31,2.07
2017-06-26,24.0,2.35,2.03
2017-06-27,24.02,2.35,2.03
2017-06-28,23.81,2.33,2.05
2017-06-29,23.92,2.34,2.04
2017-06-30,23.96,2.35,2.07
2017-07-03,23.96,2.35,2.07
2017-07-04,23.78,2.33,2.08
2017-07-05,23.98,2.35,2.07
2017-07-06,23.99,2.35,2.07
2017-07-07,24.04,2.36,2.06
2017-07-10,24.03,2.35,2.06
2017-07-11,24.03,2.35,2.07
2017-07-12,23.96,2.35,2.07
2017-07-13,24.03,2.35,2.07
2017-07-14,24.0,2.35,2.07
2017-07-17,23.19,2.27,2.14
2017-07-18,23.41,2.29,2.12
2017-07-19,23.88,2.34,2.08
2017-07-20,24.07,2.36,2.06
2017-07-21,23.99,2.35,2.07
2017-07-24,24.19,2.37,2.05
2017-07-25,24.01,2.35,2.07
2017-07-26,23.92,2.34,2.08
2017-07-27,23.9,2.34,2.08
2017-07-28,24.05,2.35,2.06
2017-07-31,24.23,2.37,2.26
2017-08-01,24.28,2.38,2.25
2017-08-02,24.2,2.36,2.26
2017-08-03,24.14,2.36,2.26
2017-08-04,24.05,2.35,2.27
2017-08-07,24.27,2.37,2.25
2017-08-08,24.3,2.37,2.25
2017-08-09,24.45,2.38,2.23
2017-08-10,24.22,2.36,2.26
2017-08-11,23.65,2.3,2.31
2017-08-14,24.0,2.34,2.28
2017-08-15,24.03,2.34,2.28
2017-08-16,24.01,2.34,2.28
2017-08-17,24.16,2.36,2.26
2017-08-18,24.19,2.36,2.26
2017-08-21,24.37,2.38,2.24
2017-08-22,24.26,2.36,2.25
2017-08-23,24.18,2.36,2.26
2017-08-24,24.06,2.35,2.27
2017-08-25,24.31,2.37,2.25
2017-08-28,24.62,2.4,2.22
2017-08-29,24.58,2.4,2.22
2017-08-30,24.72,2.41,2.21
2017-08-31,24.66,2.4,2.27
2017-09-01,23.29,2.41,2.26
2017-09-04,23.39,2.42,2.25
2017-09-05,23.43,2.42,2.24
2017-09-06,23.44,2.43,2.24
2017-09-07,23.38,2.42,2.25
2017-09-08,23.38,2.42,2.25
2017-09-11,23.47,2.43,2.24
2017-09-12,23.49,2.43,2.23
2017-09-13,23.64,2.45,2.22
2017-09-14,23.71,2.46,2.21
2017-09-15,23.68,2.45,2.22
2017-09-18,23.8,2.47,2.2
2017-09-19,23.7,2.46,2.21
2017-09-20,23.87,2.48,2.2
2017-09-21,23.64,2.45,2.22
2017-09-22,23.54,2.44,2.23
2017-09-25,23.18,2.41,2.26
2017-09-26,23.26,2.42,2.25
2017-09-27,23.4,2.43,2.24
2017-09-28,23.34,2.43,2.24
2017-09-29,23.47,2.44,2.14
2017-10-09,23.84,2.48,2.11
2017-10-10,23.92,2.48,2.1
2017-10-11,23.92,2.48,2.11
2017-10-12,23.91,2.48,2.11
2017-10-13,24.01,2.49,2.1
2017-10-16,23.77,2.47,2.12
2017-10-17,23.79,2.47,2.12
2017-10-18,23.75,2.46,2.12
2017-10-19,23.47,2.43,2.15
2017-10-20,23.6,2.45,2.14
2017-10-23,23.7,2.46,2.13
2017-10-24,23.81,2.46,2.12
2017-10-25,24.01,2.48,2.1
2017-10-26,24.09,2.49,2.09
2017-10-27,24.12,2.5,2.09
2017-10-30,23.86,2.47,2.11
2017-10-31,23.92,2.48,2.12
2017-11-01,21.92,2.38,2.12
2017-11-02,21.85,2.37,2.13
2017-11-03,21.65,2.35,2.15
2017-11-06,21.92,2.38,2.12
2017-11-07,22.13,2.4,2.1
2017-11-08,22.09,2.4,2.11
2017-11-09,19.52,2.41,2.09
2017-11-10,19.62,2.42,2.08
2017-11-13,19.65,2.43,2.08
2017-11-14,19.48,2.41,2.09
2017-11-15,19.41,2.4,2.1
2017-11-16,19.51,2.41,2.09
2017-11-17,19.11,2.36,2.14
2017-11-20,19.19,2.37,2.13
2017-11-21,19.54,2.41,2.09
2017-11-22,19.48,2.4,2.1
2017-11-23,18.88,2.33,2.16
2017-11-24,18.95,2.34,2.16
2017-11-27,18.68,2.3,2.19
2017-11-28,18.82,2.32,2.17
2017-11-29,18.92,2.33,2.16
2017-11-30,18.69,2.3,2.2
2017-12-01,18.68,2.3,2.2
2017-12-04,18.65,2.3,2.2
2017-12-05,18.42,2.27,2.23
2017-12-06,18.4,2.27,2.23
2017-12-07,18.2,2.25,2.26
2017-12-08,18.39,2.27,2.23
2017-12-11,18.7,2.31,2.19
2017-12-12,18.51,2.29,2.22
2017-12-13,18.69,2.31,2.19
2017-12-14,18.69,2.31,2.19
2017-12-15,18.46,2.28,2.22
2017-12-18,18.48,2.28,2.22
2017-12-19,18.66,2.31,2.19
2017-12-20,18.55,2.29,2.21
2017-12-21,18.69,2.31,2.19
2017-12-22,18.71,2.32,2.19
2017-12-25,17.91,2.16,2.17
2017-12-26,17.96,2.17,2.17
2017-12-27,17.88,2.16,2.18
2017-12-28,18.06,2.18,2.16
2017-12-29,18.13,2.19,2.15
2018-01-02,18.42,2.22,2.11
2018-01-03,18.52,2.23,2.1
2018-01-04,18.63,2.25,2.09
2018-01-05,18.74,2.26,2.08
2018-01-08,18.86,2.27,2.07
2018-01-09,18.99,2.29,2.05
2018-01-10,18.99,2.29,2.05
2018-01-11,18.92,2.28,2.06
2018-01-12,19.02,2.29,2.05
2018-01-15,18.9,2.27,2.06
2018-01-16,19.18,2.31,2.03
2018-01-17,19.04,2.29,2.05
2018-01-18,19.11,2.3,2.04
2018-01-19,19.07,2.29,2.05
2018-01-22,20.11,2.47,2.02
2018-01-23,20.25,2.48,2.01
2018-01-24,20.2,2.48,2.01
2018-01-25,20.09,2.47,2.02
2018-01-26,20.17,2.47,2.01
2018-01-29,19.83,2.43,2.05
2018-01-30,19.68,2.41,2.07
2018-01-31,19.58,2.39,2.08
2018-02-01,19.1,2.33,2.14
2018-02-02,19.18,2.33,2.13
2018-02-05,19.07,2.32,2.14
2018-02-06,18.28,2.22,2.23
2018-02-07,17.87,2.18,2.28
2018-02-08,17.94,2.19,2.27
2018-02-09,17.2,2.1,2.37
2018-02-12,17.6,2.15,2.31
2018-02-13,17.77,2.17,2.29
2018-02-14,17.94,2.19,2.27
2018-02-22,18.29,2.23,2.22
2018-02-23,18.37,2.24,2.22
2018-02-26,18.57,2.27,2.19
2018-02-27,18.29,2.24,2.22
2018-02-28,18.27,2.23,2.22
2018-03-01,18.38,2.25,2.21
2018-03-02,18.32,2.24,2.22
2018-03-05,18.3,2.24,2.22
2018-03-06,18.62,2.28,2.18
2018-03-07,18.46,2.26,2.2
2018-03-08,18.72,2.29,2.17
2018-03-09,18.83,2.3,2.16
2018-03-12,18.95,2.32,2.14
2018-03-13,18.82,2.3,2.16
2018-03-14,18.73,2.29,2.17
2018-03-15,18.76,2.29,2.17
2018-03-16,18.64,2.28,2.18
2018-03-19,18.59,2.27,2.19
2018-03-20,18.56,2.27,2.19
2018-03-21,18.49,2.26,2.2
2018-03-22,18.31,2.24,2.22
2018-03-23,17.63,2.16,2.3
2018-03-26,17.65,2.16,2.3
2018-03-27,17.87,2.19,2.27
2018-03-28,17.63,2.16,2.3
2018-03-29,18.0,2.2,2.26
2018-03-30,18.03,2.21,2.28
2018-04-02,18.02,2.21,2.28
2018-04-03,17.89,2.19,2.3
2018-04-04,17.87,2.19,2.3
2018-04-09,17.84,2.19,2.3
2018-04-10,18.07,2.21,2.27
2018-04-11,18.15,2.22,2.26
2018-04-12,18.02,2.2,2.28
2018-04-13,17.92,2.19,2.29
2018-04-16,17.7,2.17,2.32
2018-04-17,17.45,2.14,2.35
2018-04-18,17.52,2.14,2.34
2018-04-19,17.74,2.17,2.32
2018-04-20,17.45,2.14,2.35
2018-04-23,17.42,2.13,2.36
2018-04-24,17.78,2.17,2.31
2018-04-25,17.74,2.17,2.32
2018-04-26,17.31,2.12,2.37
2018-04-27,17.29,2.12,3.61
2018-05-02,17.76,1.99,3.63
2018-05-03,17.92,2.01,3.59
2018-05-04,17.85,2.0,3.61
2018-05-07,18.19,2.04,3.54
2018-05-08,18.39,2.06,3.5
2018-05-09,18.32,2.05,3.52
2018-05-10,18.41,2.06,3.5
2018-05-11,18.25,2.05,3.53
2018-05-14,18.27,2.05,3.53
2018-05-15,18.37,2.06,3.51
2018-05-16,18.29,2.05,3.52
2018-05-17,18.19,2.04,3.54
2018-05-18,18.32,2.05,3.52
2018-05-21,18.42,2.06,3.5
2018-05-22,18.39,2.06,3.5
2018-05-23,18.18,2.04,3.54
2018-05-24,18.07,2.03,3.56
2018-05-25,17.94,2.01,3.59
2018-05-28,17.97,2.01,3.58
2018-05-29,17.78,1.99,3.62
2018-05-30,17.35,1.94,3.71
2018-05-31,17.7,1.98,3.78
2018-06-01,17.57,1.97,3.81
2018-06-04,17.73,1.98,3.77
2018-06-05,17.92,2.0,3.73
2018-06-06,17.87,2.0,3.74
2018-06-07,17.82,1.99,3.75
2018-06-08,17.64,1.97,3.79
2018-06-11,17.65,1.97,3.79
2018-06-12,17.9,2.0,3.74
2018-06-13,17.65,1.97,3.79
2018-06-14,17.53,1.96,3.81
2018-06-15,17.35,1.94,3.86
2018-06-19,16.38,1.83,4.09
2018-06-20,16.53,1.84,4.06
2018-06-21,16.29,1.82,4.12
2018-06-22,16.42,1.83,4.08
2018-06-25,16.26,1.81,4.12
2018-06-26,16.18,1.8,4.14
2018-06-27,15.87,1.77,4.22
2018-06-28,15.67,1.75,4.28
2018-06-29,16.13,1.47,4.42
2018-07-02,15.72,1.76,4.53
2018-07-03,15.79,1.76,4.51
2018-07-04,15.52,1.73,4.59
2018-07-05,15.24,1.7,4.67
2018-07-06,15.3,1.71,4.66
2018-07-09,15.7,1.75,4.54
2018-07-10,15.75,1.76,4.53
2018-07-11,15.41,1.72,4.63
2018-07-12,15.77,1.76,4.52
2018-07-13,15.88,1.77,4.49
2018-07-16,15.84,1.77,4.5
2018-07-17,15.76,1.76,4.53
2018-07-18,15.63,1.74,4.56
2018-07-19,15.55,1.73,4.59
2018-07-20,15.71,1.75,4.54
2018-07-23,15.82,1.77,4.51
2018-07-24,16.17,1.8,4.41
2018-07-25,16.18,2.52,4.4
2018-07-26,16.09,1.79,4.42
2018-07-27,16.01,1.79,4.45
2018-07-30,15.9,1.77,4.48
2018-07-31,15.92,2.44,4.47
2018-08-01,15.59,1.74,4.56
2018-08-02,15.18,1.69,4.69
2018-08-03,14.92,1.66,4.77
2018-08-06,14.68,1.64,4.85
2018-08-07,15.11,1.68,4.71
2018-08-08,14.85,1.66,1.67
2018-08-09,15.19,1.69,1.63
2018-08-10,15.28,1.7,1.63
2018-08-13,15.23,1.7,1.63
2018-08-14,15.2,1.69,1.63
2018-08-15,14.89,1.66,1.67
2018-08-16,14.76,1.64,1.68
2018-08-17,14.54,1.62,1.71
2018-08-20,14.65,1.63,1.7
2018-08-21,14.86,1.65,1.67
2018-08-22,14.74,1.64,1.69
2018-08-23,14.76,1.64,1.69
2018-08-24,14.75,1.64,1.69
2018-08-27,15.17,1.69,1.64
2018-08-28,15.17,1.69,1.64
2018-08-29,15.09,1.68,1.64
2018-08-30,14.87,1.66,1.66
2018-08-31,14.79,1.65,4.92
2018-09-03,13.91,1.64,4.91
2018-09-04,14.07,1.66,4.85
2018-09-05,13.78,1.63,4.95
2018-09-06,13.65,1.62,4.99
2018-09-07,13.71,1.62,4.97
2018-09-10,13.54,1.6,5.04
2018-09-11,13.52,1.6,5.04
2018-09-12,13.47,1.6,5.06
2018-09-13,13.58,1.61,5.02
2018-09-14,13.57,1.61,5.02
2018-09-17,13.39,1.59,5.09
2018-09-18,13.62,1.61,5.01
2018-09-19,13.84,1.64,4.93
2018-09-20,13.84,1.64,4.93
2018-09-21,14.13,1.67,4.83
2018-09-25,14.0,1.66,4.87
2018-09-26,14.08,1.67,4.85
2018-09-27,13.97,1.65,4.89
2018-09-28,14.09,1.67,4.85
2018-10-08,13.57,1.6,5.03
2018-10-09,13.58,1.61,5.03
2018-10-10,13.53,1.6,5.04
2018-10-11,12.72,1.5,5.37
2018-10-12,12.78,1.51,5.35
2018-10-15,12.55,1.48,5.44
2018-10-16,12.35,1.46,5.53
2018-10-17,12.43,1.47,5.49
2018-10-18,12.11,1.43,5.64
2018-10-19,12.4,1.47,5.51
2018-10-22,18.81,1.54,5.26
2018-10-23,12.71,1.5,5.37
2018-10-24,12.72,1.5,5.37
2018-10-25,12.75,1.51,5.36
2018-10-26,12.76,1.51,5.35
2018-10-29,12.41,1.47,5.49
2018-10-30,12.56,1.48,5.43
2018-10-31,12.73,1.51,5.38
2018-11-01,12.58,1.48,5.34
2018-11-02,12.96,1.53,5.19
2018-11-05,12.92,1.52,5.2
2018-11-06,12.89,1.52,5.21
2018-11-07,12.82,1.51,5.23
2018-11-08,12.79,1.51,5.24
2018-11-09,12.69,1.5,2.67
2018-11-12,12.92,1.53,5.18
2018-11-13,13.14,1.56,5.09
2018-11-14,13.09,1.55,5.11
2018-11-15,13.26,1.57,5.04
2018-11-16,13.4,1.59,4.99
2018-11-19,13.58,1.61,4.92
2018-11-20,13.21,1.56,5.06
2018-11-21,13.27,1.57,5.04
2018-11-22,13.22,1.57,5.06
2018-11-23,12.8,1.51,5.23
2018-11-26,12.77,1.51,5.24
2018-11-27,12.77,1.51,5.24
2018-11-28,12.95,1.53,5.17
2018-11-29,12.71,1.5,5.28
2018-11-30,12.82,1.51,5.21
2018-12-03,13.2,1.56,5.06
2018-12-04,13.21,1.56,5.05
2018-12-05,13.13,1.55,5.08
2018-12-06,12.87,1.52,5.19
2018-12-07,12.89,1.52,5.18
2018-12-10,12.7,1.5,5.26
2018-12-11,12.81,1.51,5.21
2018-12-12,12.86,1.52,5.2
2018-12-13,13.06,1.54,5.12
2018-12-14,12.8,1.51,5.23
2018-12-17,12.79,1.51,5.23
2018-12-18,12.66,1.49,5.28
2018-12-19,12.53,1.48,5.33
2018-12-20,12.51,1.48,0.7
2018-12-21,12.34,1.45,5.41
2018-12-24,12.39,1.46,5.39
2018-12-25,12.27,1.45,5.44
2018-12-26,12.24,1.44,5.43
2018-12-27,12.13,1.42,5.48
2018-12-28,12.22,1.43,6.24
2019-01-02,12.1,1.42,6.3
2019-01-03,12.06,1.42,6.32
2019-01-04,12.41,1.45,6.14
2019-01-07,12.55,1.47,6.07
2019-01-08,12.52,1.47,6.08
2019-01-09,12.63,1.48,6.02
2019-01-10,12.59,1.48,6.04
2019-01-11,12.68,1.49,6.0
2019-01-14,12.61,1.48,6.04
2019-01-15,12.84,1.51,5.93
2019-01-16,12.84,1.51,5.93
2019-01-17,12.73,1.49,5.98
2019-01-18,12.9,1.51,5.91
2019-01-21,12.95,1.52,5.88
2019-01-22,12.8,1.5,2.59
2019-01-23,12.82,1.5,5.94
2019-01-24,12.87,1.51,5.92
2019-01-25,12.9,1.51,5.92
2019-01-28,12.88,1.51,5.93
2019-01-29,12.88,1.5,5.94
2019-01-30,12.77,1.49,6.0
2019-01-31,12.79,1.49,1.91
2019-02-01,13.04,1.52,1.87
2019-02-11,13.37,1.56,1.82
2019-02-12,13.5,1.57,1.81
2019-02-13,13.75,1.6,1.77
2019-02-14,13.82,1.61,1.76
2019-02-15,13.64,1.59,1.78
2019-02-18,14.13,1.65,1.72
2019-02-19,14.17,1.65,1.72
2019-02-20,14.21,1.66,1.71
2019-02-21,14.14,1.65,1.72
2019-02-22,14.4,1.69,1.68
2019-02-25,15.23,1.78,1.59
2019-02-26,15.07,1.77,1.6
2019-02-27,15.08,1.77,1.6
2019-02-28,15.06,1.77,2.25
2019-03-01,15.3,1.79,1.63
2019-03-04,15.6,1.83,1.6
2019-03-05,15.84,1.86,1.57
2019-03-06,16.02,1.88,1.55
2019-03-07,16.01,1.88,1.55
2019-03-08,15.29,1.8,1.63
2019-03-11,15.74,3.78,1.58
2019-03-12,15.9,1.87,1.56
2019-03-13,15.72,1.85,1.58
2019-03-14,15.48,1.82,1.61
2019-03-15,15.78,1.85,1.58
2019-03-18,16.33,1.91,1.53
2019-03-19,16.34,1.92,1.53
2019-03-20,16.4,1.92,1.52
2019-03-21,16.49,1.94,1.51
2019-03-22,16.58,1.94,1.5
2019-03-25,16.24,1.91,1.53
2019-03-26,15.94,1.87,1.56
2019-03-27,16.15,1.89,1.55
2019-03-28,16.0,1.87,1.56
2019-03-29,16.58,1.94,1.49
2019-04-01,17.13,2.0,1.44
2019-04-02,17.15,2.01,1.44
2019-04-03,17.33,2.03,1.43
2019-04-04,17.51,2.05,1.41
2019-04-08,17.57,2.06,1.41
2019-04-09,17.82,2.08,1.39
2019-04-10,17.83,2.09,1.39
2019-04-11,17.38,2.04,1.42
2019-04-12,17.3,2.03,1.43
2019-04-15,17.23,2.02,1.43
2019-04-16,17.61,2.06,1.4
2019-04-17,17.66,2.07,1.4
2019-04-18,17.57,2.06,1.41
2019-04-19,17.79,2.09,1.39
2019-04-22,17.38,2.04,1.42
2019-04-23,17.23,2.02,1.43
2019-04-24,17.37,2.04,1.42
2019-04-25,16.78,1.97,1.47
2019-04-26,16.57,1.94,1.49
2019-04-29,16.31,1.91,1.52
2019-04-30,16.45,1.92,1.53
2019-05-06,15.6,1.71,1.17
2019-05-07,15.96,1.75,1.61
2019-05-08,15.82,1.73,1.62
2019-05-09,15.57,1.7,1.65
2019-05-10,16.16,1.77,1.59
2019-05-13,16.05,1.76,1.6
2019-05-14,15.93,1.74,1.61
2019-05-15,16.34,1.79,1.57
2019-05-16,16.45,1.8,1.56
2019-05-17,15.93,1.74,1.62
2019-05-20,15.81,1.73,1.63
2019-05-21,16.07,1.76,1.6
2019-05-22,15.98,1.75,1.61
2019-05-23,15.63,1.71,1.65
2019-05-24,15.6,1.7,1.65
2019-05-27,15.88,1.73,1.62
2019-05-28,15.96,1.74,1.61
2019-05-29,15.93,1.74,1.62
2019-05-30,15.83,1.73,1.63
2019-05-31,15.76,1.72,1.64
2019-06-03,15.62,1.71,1.65
2019-06-04,15.4,1.68,1.68
2019-06-05,15.43,1.69,1.67
2019-06-06,15.21,1.66,1.7
2019-06-10,15.4,1.68,1.68
2019-06-11,15.98,1.74,1.62
2019-06-12,15.84,1.73,1.63
2019-06-13,15.82,1.73,1.63
2019-06-14,15.59,1.7,1.66
2019-06-17,15.58,1.7,1.66
2019-06-18,15.57,1.7,1.66
2019-06-19,15.76,1.72,1.64
2019-06-20,16.18,1.76,1.6
2019-06-21,16.13,1.77,1.57
2019-06-24,16.17,1.78,1.57
2019-06-25,16.04,1.76,1.58
2019-06-26,15.96,1.76,1.59
2019-06-27,16.11,1.77,1.57
2019-06-28,16.02,1.76,1.72
2019-07-01,16.57,1.82,1.66
2019-07-02,16.6,1.83,1.66
2019-07-03,16.47,1.8,1.67
2019-07-04,16.45,1.8,1.67
2019-07-05,16.55,1.81,1.66
2019-07-08,16.09,1.76,1.71
2019-07-09,16.09,1.76,1.71
2019-07-10,16.04,1.76,1.72
2019-07-11,16.0,1.75,1.72
2019-07-12,16.16,1.77,1.71
2019-07-15,16.24,1.78,1.7
2019-07-16,16.2,1.77,1.7
2019-07-17,16.21,1.77,1.7
2019-07-18,15.99,1.75,1.72
2019-07-19,16.13,1.76,1.71
2019-07-22,15.92,1.74,1.73
2019-07-23,15.92,1.74,1.73
2019-07-24,16.01,1.75,1.72
2019-07-25,16.1,1.76,1.71
2019-07-26,16.11,1.76,1.71
2019-07-29,16.09,1.76,1.71
2019-07-30,16.17,1.77,1.7
2019-07-31,16.01,1.75,1.58
2019-08-01,15.85,1.74,1.6
2019-08-02,15.63,1.71,1.62
2019-08-05,15.36,1.68,1.65
2019-08-06,15.12,1.65,1.68
2019-08-07,15.07,1.65,1.68
2019-08-08,15.22,1.67,1.67
2019-08-09,15.01,1.64,1.69
2019-08-12,15.28,1.67,1.66
2019-08-13,15.19,1.66,1.67
2019-08-14,15.29,1.67,1.66
2019-08-15,15.29,1.67,1.66
2019-08-16,15.34,1.68,1.66
2019-08-19,15.76,1.72,1.61
2019-08-20,15.82,1.73,1.6
2019-08-21,15.79,1.73,1.61
2019-08-22,15.87,1.74,1.6
2019-08-23,15.87,1.74,1.6
2019-08-26,15.81,1.73,1.58
2019-08-27,16.11,1.76,1.55
2019-08-28,16.12,1.77,1.55
2019-08-29,16.12,1.77,1.55
2019-08-30,16.14,1.77,1.67
2019-09-02,16.23,1.79,1.65
2019-09-03,16.27,1.8,1.64
2019-09-04,16.39,1.81,1.63
2019-09-05,16.5,1.82,1.62
2019-09-06,16.57,1.83,1.61
2019-09-09,16.77,1.85,1.59
2019-09-10,16.73,1.85,1.6
2019-09-11,16.56,1.83,1.61
2019-09-12,16.69,1.84,1.6
2019-09-16,16.64,1.84,1.6
2019-09-17,16.33,1.8,1.64
2019-09-18,16.42,1.81,1.63
2019-09-19,16.48,1.74,1.61
2019-09-20,16.53,1.75,1.6
2019-09-23,16.32,1.72,1.62
2019-09-24,16.38,1.73,1.62
2019-09-25,16.21,1.71,1.64
2019-09-26,15.92,1.68,1.67
2019-09-27,15.97,1.68,1.66
2019-09-30,15.85,1.67,1.68
2019-10-08,16.01,1.69,1.66
2019-10-09,16.07,1.7,1.65
2019-10-10,16.16,1.71,1.64
2019-10-11,16.29,1.72,1.63
2019-10-14,16.5,1.74,1.61
2019-10-15,16.4,1.73,1.62
2019-10-16,16.32,1.72,1.63
2019-10-17,16.26,1.72,1.63
2019-10-18,16.02,1.69,1.66
2019-10-21,16.07,1.69,1.65
2019-10-22,16.16,1.7,1.64
2019-10-23,16.06,1.69,1.66
2019-10-24,16.03,1.69,1.66
2019-10-25,16.17,1.7,1.64
2019-10-28,16.34,1.72,1.63
2019-10-29,16.29,1.72,1.63
2019-10-30,16.14,1.7,1.65
2019-10-31,16.1,1.7,1.63
2019-11-01,16.22,1.76,1.6
2019-11-04,16.3,1.77,1.6
2019-11-05,16.39,1.78,1.59
2019-11-06,16.25,1.76,1.6
2019-11-07,16.31,1.77,1.59
2019-11-08,16.28,1.77,1.6
2019-11-11,15.89,1.72,1.64
2019-11-12,15.86,1.72,1.64
2019-11-13,15.84,1.72,1.64
2019-11-14,15.89,1.73,1.63
2019-11-15,15.75,1.71,1.65
