,open,close,high,low,volume,money,change,pe,pb,cap,dyr,roe
2014-02-21,997.65,1000.62,1007.01,987.36,56261.0,1192680.0,0.06,62.24,5.77,,0.39,10.79
2014-02-24,999.21,1017.51,1018.99,996.1,61601.0,1369418.0,1.69,63.26,5.87,4980.08,0.39,10.78
2014-02-25,1017.66,978.67,1040.43,972.04,95214.0,2015667.0,-3.82,60.96,5.63,4776.92,0.4,10.83
2014-02-26,967.83,959.03,967.83,934.29,63736.0,1332703.0,-2.01,59.76,5.52,4684.42,0.41,10.83
2014-02-27,960.79,923.77,975.0,918.45,70876.0,1510861.0,-3.68,57.55,5.35,4526.46,0.42,10.76
2014-02-28,921.08,931.63,933.47,903.98,53499.0,1071783.0,0.85,58.02,5.39,4562.41,0.42,10.76
2014-03-03,927.87,948.93,949.92,925.35,45438.0,888990.0,1.86,59.1,5.49,4648.6,0.41,10.77
2014-03-04,946.0,942.63,951.54,931.08,42574.0,915686.0,-0.66,58.71,5.45,4616.04,0.42,10.77
2014-03-05,944.57,938.58,948.72,936.83,43137.0,876004.0,-0.43,58.3,5.43,4597.36,0.42,10.74
2014-03-06,939.19,945.06,947.15,923.11,45485.0,1016525.0,0.69,58.7,5.46,4632.43,0.41,10.75
2014-03-07,949.32,942.18,955.41,939.13,49062.0,1078520.0,-0.3,58.55,5.45,4615.33,0.42,10.74
2014-03-10,928.24,896.54,928.24,895.54,51052.0,1009572.0,-4.84,55.77,5.19,4378.71,0.44,10.75
2014-03-11,891.9,898.41,905.19,887.05,33990.0,690886.0,0.21,55.89,5.2,4384.36,0.44,10.75
2014-03-12,899.4,906.57,917.59,889.65,39003.0,826160.0,0.91,56.38,5.24,4424.51,0.43,10.76
2014-03-13,906.46,916.83,916.83,903.9,29114.0,623694.0,1.13,57.02,5.3,4472.51,0.43,10.76
2014-03-14,913.9,920.15,927.11,911.18,29002.0,663976.0,0.36,57.19,5.32,4481.42,0.43,10.75
2014-03-17,921.4,942.6,942.76,921.4,35314.0,726778.0,2.44,58.48,5.54,4599.05,0.42,10.56
2014-03-18,946.28,952.35,953.8,943.42,44306.0,908870.0,1.03,58.75,5.57,4679.7,0.41,10.55
2014-03-19,949.92,939.98,950.93,936.13,34780.0,775454.0,-1.3,57.92,5.5,4621.21,0.42,10.53
2014-03-20,938.35,903.45,944.21,903.17,41433.0,906062.0,-3.89,55.56,5.28,4436.35,0.43,10.52
2014-03-21,895.92,917.85,918.75,880.69,47454.0,897416.0,1.59,56.54,5.36,4535.0,0.43,10.55
2014-03-24,913.9,910.39,917.23,907.99,32494.0,700878.0,-0.81,56.07,5.32,4497.19,0.43,10.54
2014-03-25,909.62,919.53,921.33,908.72,33921.0,681452.0,1.0,56.35,5.36,4538.42,0.42,10.51
2014-03-26,921.49,926.16,928.13,920.43,31655.0,668221.0,0.72,57.03,5.4,4562.98,0.42,10.56
2014-03-27,923.62,897.5,923.63,897.5,32689.0,679657.0,-3.09,54.29,5.2,4425.55,0.44,10.44
2014-03-28,895.81,873.41,897.79,869.26,34172.0,674315.0,-2.68,53.07,5.02,4331.24,0.45,10.57
2014-03-31,869.33,860.69,869.39,855.36,31725.0,584130.0,-1.46,51.75,4.9,4223.67,0.49,10.56
2014-04-01,856.03,871.45,873.3,855.87,27693.0,529744.0,1.25,52.92,5.01,4303.34,0.48,10.56
2014-04-02,872.37,860.06,874.61,851.22,31204.0,587560.0,-1.31,52.21,4.95,4248.55,0.48,10.55
