,pe_e,pb_e,ps_e,pe_w,pb_w,ps_w,pe_m,pb_m,ps_m,pe_a,pb_a,ps_a,roe,dyr,cap,open,close,low,high,pre_close,volume,money
2014-06-18,54.19,5.28,7.42,54.7,6.26,9.25,50.17,6.1,10.87,42.25,4.83,10.0,11.44,0.44,5507.3,1344.049,1328.835,1328.81,1351.161,,393863728.0,8436718121.0
2014-06-19,52.27,5.07,7.15,52.75,6.03,8.92,47.64,5.86,10.42,40.76,4.24,9.59,11.44,0.46,5314.9,1327.539,1281.122,1269.531,1335.435,1328.835,453279470.0,9384840670.0
2014-06-20,53.04,5.15,7.28,53.37,6.1,9.03,48.21,5.92,10.66,39.25,4.3,9.71,11.44,0.45,5374.73,1281.143,1294.979,1273.176,1297.985,1281.122,311120635.0,6570249798.0
2014-06-23,54.11,5.25,7.44,54.66,6.25,9.24,49.56,6.17,10.77,40.03,4.6,9.95,11.44,0.44,5500.01,1295.941,1324.144,1295.941,1330.241,1294.979,361549750.0,7837101271.0
2014-06-24,54.39,5.28,7.48,54.97,6.29,9.3,49.29,6.27,10.77,42.46,4.62,10.03,11.44,0.44,5526.9,1322.552,1331.381,1320.991,1335.14,1324.144,326526325.0,6941362986.0
2014-06-25,54.07,5.26,7.42,54.63,6.25,9.24,48.2,6.16,10.68,40.16,4.59,9.96,11.44,0.44,5490.8,1330.117,1322.781,1310.499,1330.701,1331.381,321476001.0,6779456653.0
2014-06-26,55.37,5.39,7.58,55.96,6.4,9.47,49.71,6.32,11.0,41.17,4.71,10.26,11.44,0.43,5611.84,1323.837,1353.698,1323.837,1359.271,1322.781,424842568.0,8956190606.0
2014-06-27,55.76,5.42,7.62,56.06,6.41,9.48,49.83,6.33,10.95,41.41,4.73,9.78,11.44,0.43,5621.4,1355.029,1355.838,1348.607,1365.921,1353.698,435053363.0,9268192715.0
2014-06-30,56.15,5.18,7.69,56.59,6.07,9.57,50.5,6.15,11.2,41.71,4.85,9.88,10.73,0.43,5675.46,1355.469,1369.058,1337.096,1369.578,1355.838,451336400.0,9867777093.0
2014-07-01,56.14,5.23,8.5,55.42,6.07,9.72,50.62,6.04,11.19,41.68,5.03,10.46,10.96,0.46,5733.47,1370.126,1375.426,1362.983,1380.887,1369.058,448306006.0,9744680593.0
2014-07-02,56.4,5.24,8.53,55.54,6.09,9.74,51.53,6.01,11.28,42.01,5.06,10.54,10.96,0.45,5751.6,1377.835,1380.043,1363.494,1388.854,1375.426,429525821.0,9366816928.0
2014-07-03,56.6,5.25,8.55,55.32,6.06,9.7,51.45,5.92,11.43,42.0,5.06,10.56,10.96,0.46,5725.77,1378.667,1373.526,1368.907,1383.103,1380.043,491380085.0,10393998671.0
2014-07-04,56.25,5.24,8.48,55.04,6.03,9.65,50.99,5.89,11.32,41.84,5.03,10.52,10.96,0.46,5689.5,1373.019,1365.248,1360.952,1375.87,1373.526,457779644.0,9814781813.0
2014-07-07,55.54,5.18,8.36,53.98,5.92,9.47,50.77,5.73,11.25,41.51,4.97,10.46,10.97,0.46,5594.52,1365.279,1344.188,1331.348,1365.279,1365.248,451814895.0,9849644224.0
2014-07-08,56.34,5.26,8.53,54.86,6.02,9.63,51.56,5.84,11.38,42.13,5.03,10.6,10.97,0.46,5679.7,1343.61,1364.576,1332.436,1364.576,1344.188,456096611.0,9831931941.0
2014-07-09,55.28,5.15,8.34,53.66,5.88,9.42,51.61,5.71,11.38,41.4,4.94,10.92,10.97,0.47,5557.24,1363.311,1336.159,1336.068,1372.856,1364.576,518908619.0,11125080167.0
2014-07-10,54.69,5.11,8.26,52.72,5.78,9.25,51.61,5.61,11.45,40.99,4.88,10.79,10.97,0.48,5457.41,1337.959,1312.482,1311.315,1341.862,1336.159,447837629.0,9413017020.0
2014-07-11,54.81,5.12,8.25,52.61,5.77,9.23,53.26,5.63,11.2,38.98,4.89,9.78,10.97,0.48,5441.06,1309.498,1309.704,1300.607,1322.974,1312.482,407378543.0,8260876685.0
2014-07-14,55.31,5.17,8.36,52.94,5.81,9.29,52.73,5.55,11.41,39.13,5.0,10.8,10.97,0.47,5468.4,1307.603,1316.71,1289.615,1317.084,1309.704,470089394.0,9185440085.0
