,open,close,high,low,volume,money,change,pe,pb,cap,dyr,roe
2014-02-21,997.86,989.24,998.7,981.99,96293.0,1112887.0,-1.08,18.38,1.71,,1.31,10.75
2014-02-24,981.28,974.47,981.28,965.27,92932.0,1086720.0,-1.49,18.1,1.68,12956.4,1.33,10.77
2014-02-25,974.59,946.67,977.89,945.03,95481.0,1112916.0,-2.85,17.59,1.64,12618.94,1.37,10.73
2014-02-26,941.1,943.78,946.27,932.37,74538.0,848630.0,-0.31,17.53,1.63,12606.37,1.37,10.75
2014-02-27,949.86,945.4,953.12,940.34,79413.0,936925.0,0.17,17.56,1.63,12626.11,1.37,10.77
2014-02-28,944.97,971.61,974.6,939.71,119073.0,1278033.0,2.77,18.05,1.67,12916.22,1.33,10.81
2014-03-03,965.17,962.89,967.99,957.91,90360.0,891536.0,-0.9,17.89,1.66,12828.29,1.35,10.78
2014-03-04,961.64,963.03,965.84,955.84,84130.0,890760.0,0.01,17.91,1.66,12849.11,1.35,10.79
2014-03-05,966.65,952.72,966.65,951.09,72367.0,784629.0,-1.07,17.72,1.65,12673.84,1.36,10.74
2014-03-06,951.09,960.73,965.24,940.27,88461.0,938542.0,0.84,17.81,1.66,12807.09,1.35,10.73
2014-03-07,955.32,950.85,968.22,948.89,73403.0,817572.0,-1.03,17.63,1.65,12644.68,1.36,10.68
2014-03-10,939.68,917.65,939.8,917.48,80468.0,874145.0,-3.49,17.01,1.59,12204.89,1.41,10.7
2014-03-11,915.09,919.7,924.32,910.97,65797.0,714048.0,0.22,17.05,1.59,12221.43,1.41,10.72
2014-03-12,916.07,916.72,924.97,908.1,75548.0,764333.0,-0.32,16.99,1.59,12198.69,1.41,10.69
2014-03-13,920.06,926.83,935.02,917.58,74557.0,751271.0,1.1,17.18,1.6,12306.34,1.4,10.74
2014-03-14,922.04,921.47,928.94,917.29,57757.0,645680.0,-0.58,17.08,1.59,12231.27,1.41,10.74
2014-03-17,925.45,926.78,926.93,917.07,54884.0,608399.0,0.58,16.93,1.6,12340.37,1.4,10.58
2014-03-18,927.82,921.96,930.45,921.74,55913.0,596140.0,-0.52,16.83,1.59,12286.87,1.41,10.58
2014-03-19,918.92,914.18,918.92,907.47,48155.0,527366.0,-0.84,16.69,1.57,12180.29,1.42,10.63
2014-03-20,913.62,904.14,924.68,904.14,55580.0,636278.0,-1.1,16.5,1.56,12052.49,1.43,10.58
2014-03-21,901.09,942.58,944.82,900.52,115032.0,1269248.0,4.25,17.21,1.61,12516.84,1.37,10.69
2014-03-24,943.76,958.12,966.77,939.71,137563.0,1462643.0,1.65,17.56,1.65,12736.37,1.35,10.64
2014-03-25,952.85,953.21,965.7,950.82,96125.0,1019335.0,-0.51,17.44,1.64,12682.7,1.36,10.63
2014-03-26,962.04,948.61,964.78,946.75,71675.0,771595.0,-0.48,17.52,1.64,12625.98,1.37,10.68
2014-03-27,946.91,943.34,958.62,933.59,91692.0,1007088.0,-0.56,17.43,1.63,12539.32,1.37,10.69
2014-03-28,940.98,941.39,949.88,936.53,78591.0,859103.0,-0.21,17.31,1.62,12518.01,1.38,10.69
2014-03-31,944.45,935.77,945.99,931.05,53212.0,579951.0,-0.6,17.37,1.62,12448.24,1.38,10.72
2014-04-01,936.34,944.74,950.87,935.75,49418.0,588400.0,0.96,17.54,1.63,12551.76,1.37,10.76
2014-04-02,946.04,954.08,954.13,944.18,55512.0,685464.0,0.99,17.71,1.65,12693.35,1.36,10.73
