,open,close,high,low,volume,money,change,pe,pb,cap,dyr,roe
1999-12-30,1000.0,1000.0,1000.0,1000.0,990.0,13229.0,0.0,28.5,2.97,410.95,,9.6
2000-01-04,1002.04,1033.04,1042.27,985.23,2860.0,40294.0,3.3,29.73,3.39,424.52,0.55,8.77
2000-01-05,1032.83,1022.01,1053.73,1011.95,3221.0,43757.0,-1.07,29.39,3.36,419.97,0.56,8.75
2000-01-06,1015.94,1080.93,1095.27,1005.47,5408.0,77279.0,5.76,31.04,3.54,444.05,0.53,8.77
2000-01-07,1096.17,1147.08,1158.53,1091.06,13220.0,200983.0,6.12,33.0,3.76,472.16,0.49,8.78
2000-01-10,1168.34,1163.55,1193.19,1131.68,14053.0,220981.0,1.44,33.61,3.82,477.98,0.49,8.8
2000-01-11,1164.99,1095.61,1170.45,1082.49,8543.0,120990.0,-5.84,31.65,3.6,450.24,0.52,8.79
2000-01-12,1090.98,1064.93,1115.03,1051.77,6169.0,84500.0,-2.8,30.74,3.5,437.66,0.53,8.78
2000-01-13,1065.79,1051.97,1076.81,1041.4,3297.0,41790.0,-1.22,30.37,3.46,432.25,0.54,8.78
2000-01-14,1053.94,1035.04,1067.64,1027.63,2673.0,34125.0,-1.61,29.87,3.4,426.15,0.55,8.79
2000-01-17,1035.02,1056.72,1063.05,1021.19,3839.0,42024.0,2.09,30.51,3.47,434.2,0.54,8.79
2000-01-18,1059.77,1047.28,1075.45,1035.88,3213.0,40729.0,-0.89,30.2,3.44,430.34,0.54,8.78
2000-01-19,1046.19,1059.81,1074.19,1038.62,2851.0,41727.0,1.2,30.57,3.48,435.49,0.54,8.78
2000-01-20,1065.57,1076.99,1089.39,1050.15,4200.0,58104.0,1.62,31.09,3.53,442.51,0.53,8.81
2000-01-21,1083.27,1082.81,1112.55,1060.35,6049.0,85233.0,0.54,31.13,3.57,457.49,0.51,8.72
2000-01-24,1085.45,1095.5,1115.31,1063.04,8715.0,121837.0,1.17,31.45,3.61,462.32,0.51,8.71
2000-01-25,1101.91,1099.64,1130.06,1079.61,8374.0,102557.0,0.38,31.6,3.63,465.05,0.5,8.71
2000-01-26,1101.34,1096.63,1117.7,1079.42,4359.0,56831.0,-0.27,31.55,3.62,463.52,0.51,8.72
2000-01-27,1108.37,1109.53,1131.16,1087.25,6800.0,95780.0,1.18,31.98,3.66,468.98,0.5,8.74
