,pe_e,pb_e,ps_e,pe_w,pb_w,ps_w,pe_m,pb_m,ps_m,pe_a,pb_a,ps_a,roe,dyr,cap,open,close,low,high,pre_close,volume,money
2005-01-04,33.38,2.02,1.33,30.32,2.02,1.21,24.15,2.06,2.0,20.35,1.75,1.81,6.66,2.12,10940.56,313.81,310.62,310.0,313.81,315.81,435051000.0,2474440224.0
2005-01-05,33.84,2.06,1.35,30.79,2.05,1.23,24.24,2.11,2.02,20.68,1.76,1.83,6.66,2.09,11095.44,310.355,315.25,310.094,316.568,310.621,548137000.0,3047336823.0
2005-01-06,33.5,2.04,1.34,30.49,2.03,1.22,24.31,2.09,2.01,20.49,1.72,1.82,6.66,2.12,10972.77,315.362,311.979,310.912,315.362,315.25,447629400.0,2574054932.0
2005-01-07,33.55,2.05,1.35,30.5,2.03,1.22,24.58,2.11,2.03,20.74,1.73,1.83,6.67,2.11,10984.34,311.779,312.608,310.592,315.728,311.979,541592200.0,3232196642.0
2005-01-10,33.84,2.07,1.36,30.8,2.05,1.23,24.57,2.11,2.03,20.94,1.75,1.84,6.67,2.09,11098.37,312.444,315.848,311.456,315.916,312.608,482015200.0,2734441802.0
2005-01-11,33.93,2.08,1.37,30.86,2.06,1.23,24.58,2.12,2.04,20.81,1.75,1.83,6.67,2.09,11116.9,315.95,316.418,314.332,317.049,315.848,470121000.0,2617853939.0
2005-01-12,33.96,2.08,1.37,30.87,2.06,1.23,24.38,2.12,2.03,21.17,1.74,1.85,6.66,2.09,11114.67,316.251,316.349,313.772,316.465,316.418,514081200.0,2719886163.0
2005-01-13,34.01,2.08,1.37,30.94,2.06,1.23,24.35,2.12,2.05,21.01,1.72,1.86,6.66,2.09,11137.83,316.2,317.002,315.202,317.523,316.349,588867500.0,3458440214.0
2005-01-14,33.61,2.05,1.35,30.56,2.04,1.22,24.0,2.1,2.03,20.9,1.71,1.85,6.67,2.11,11013.49,316.764,313.4,312.957,319.283,317.002,549002000.0,3049189938.0
2005-01-17,32.71,2.0,1.32,29.91,1.99,1.19,23.66,2.04,1.98,20.38,1.68,1.79,6.66,2.16,10764.27,310.971,306.436,305.344,310.971,313.4,670001000.0,3462404181.0
2005-01-18,33.03,2.03,1.34,30.21,2.01,1.21,23.88,2.05,2.0,20.46,1.7,1.82,6.67,2.14,10876.6,306.337,309.806,304.954,309.888,306.436,620274000.0,3278964478.0
2005-01-19,32.79,2.02,1.33,29.99,2.0,1.2,23.63,2.05,1.98,20.51,1.71,1.82,6.67,2.15,10810.39,309.615,307.777,306.909,309.615,309.806,572712400.0,2963828529.0
2005-01-20,32.27,1.99,1.31,29.62,1.97,1.18,22.74,2.01,1.93,19.65,1.66,1.8,6.67,2.18,10663.05,306.739,303.682,302.019,306.739,307.777,650509000.0,3540201413.0
2005-01-21,33.04,2.03,1.34,30.24,2.02,1.21,23.45,2.05,2.0,20.39,1.66,1.84,6.67,2.13,10888.8,303.237,309.975,298.155,310.163,303.682,941400600.0,5102237676.0
2005-01-24,33.71,2.08,1.37,30.83,2.06,1.23,24.27,2.11,2.02,21.18,1.71,1.86,6.67,2.09,11096.02,316.284,315.976,312.55,318.465,309.975,1040093500.0,5760566746.0
2005-01-25,33.51,2.06,1.36,30.76,2.05,1.23,23.66,2.07,1.99,20.73,1.65,1.88,6.66,2.09,11093.56,315.243,315.694,311.554,315.726,315.976,794234100.0,4745914876.0
2005-01-26,33.17,2.04,1.34,30.33,2.03,1.22,23.47,2.06,1.97,20.63,1.65,1.88,6.7,2.11,11008.86,315.572,313.19,312.545,315.796,315.694,642293000.0,3577481114.0
2005-01-27,32.67,2.01,1.32,29.84,2.0,1.2,23.16,2.02,1.93,20.34,1.66,1.82,6.71,2.15,10827.94,312.521,308.013,307.821,312.521,313.19,588741000.0,3252329960.0
2005-01-28,32.16,1.96,1.29,29.46,1.97,1.18,23.14,1.96,1.88,19.97,1.64,1.78,6.7,2.17,10693.82,307.234,304.007,303.069,308.314,308.013,575483200.0,2937103427.0
2005-01-31,31.37,1.89,1.25,28.97,1.93,1.15,22.58,1.89,1.81,19.63,1.58,1.71,6.66,2.22,10456.63,302.643,297.051,296.682,302.643,304.007,588652200.0,2952505047.0
2005-02-01,31.19,1.87,1.23,28.69,1.92,1.14,22.62,1.86,1.8,19.25,1.59,1.68,6.69,2.23,10418.09,296.255,295.692,295.048,299.874,297.051,329595600.0,3176816015.0
2005-02-02,33.11,1.98,1.3,30.25,2.02,1.2,23.84,1.98,1.9,20.41,1.66,1.77,6.68,2.12,10971.79,295.605,311.44,295.605,311.469,295.692,1134718000.0,6233751396.0
2005-02-03,32.36,1.93,1.27,29.66,1.99,1.18,23.39,1.93,1.86,19.61,1.65,1.74,6.7,2.15,10801.71,311.407,306.422,306.261,312.929,311.44,1118190000.0,6112616794.0
2005-02-04,32.85,1.97,1.29,29.66,2.02,1.19,23.96,1.97,1.89,19.54,1.66,1.78,6.83,2.11,10998.54,306.015,312.014,305.287,312.923,306.422,923196300.0,5091606001.0
2005-02-16,33.16,1.99,1.3,29.95,2.04,1.2,23.96,1.98,1.91,19.9,1.65,1.79,6.83,2.09,11100.58,313.813,314.983,313.139,317.49,312.014,825651800.0,4511460449.0
2005-02-17,33.18,2.0,1.31,29.94,2.05,1.21,23.9,1.99,1.93,20.32,1.67,1.8,6.83,2.09,11098.99,315.025,315.217,311.999,315.245,314.983,710704500.0,3755161013.0
2005-02-18,32.82,1.98,1.29,29.58,2.02,1.19,23.6,1.98,1.89,20.09,1.67,1.79,6.84,2.12,10969.91,315.188,311.635,311.54,315.452,315.217,623314400.0,3186076732.0
2005-02-21,33.21,2.02,1.32,29.99,2.06,1.21,23.78,2.01,1.92,20.12,1.69,1.82,6.86,2.08,11168.66,311.603,317.114,311.603,317.146,311.635,723649300.0,4003649788.0
2005-02-22,34.14,2.07,1.35,30.68,2.11,1.24,24.49,2.07,1.96,20.87,1.71,1.86,6.87,2.03,11451.66,317.428,325.389,316.988,325.674,317.114,1468619900.0,8021736196.0
2005-02-23,34.33,2.09,1.36,30.83,2.12,1.25,24.69,2.09,1.98,21.04,1.73,1.85,6.88,2.02,11520.84,325.509,327.39,323.597,329.054,325.389,1518327100.0,8307370415.0
2005-02-24,34.41,2.1,1.37,30.85,2.12,1.25,24.73,2.09,1.99,21.11,1.74,1.86,6.88,2.01,11549.49,327.014,328.106,324.246,328.275,327.39,1200093500.0,6625230831.0
2005-02-25,34.45,2.1,1.36,30.87,2.13,1.25,24.68,2.09,2.01,21.12,1.78,1.85,6.89,2.01,11566.87,328.047,328.492,328.047,332.421,328.106,1430320200.0,8124931872.0
2005-02-28,34.44,2.09,1.36,30.65,2.12,1.24,25.08,2.09,2.0,21.73,1.74,1.86,6.93,2.01,11560.21,328.297,328.133,326.473,329.415,328.492,1114630100.0,6298599757.0
2005-03-01,34.24,2.1,1.36,30.34,2.12,1.24,24.62,2.1,1.98,21.52,1.79,1.89,6.99,2.01,11534.08,327.981,327.417,325.002,329.065,328.133,1083146100.0,5804113005.0
2005-03-02,33.6,2.07,1.34,29.85,2.09,1.22,24.4,2.07,1.95,20.89,1.74,1.87,6.99,2.05,11355.91,327.719,322.588,322.355,330.352,327.417,1153697600.0,6399452496.0
2005-03-03,33.73,2.08,1.34,29.95,2.1,1.22,24.58,2.09,1.96,21.21,1.76,1.88,7.01,2.03,11436.28,322.077,324.715,319.956,324.807,322.588,819519600.0,4661824714.0
