,pe_e,pb_e,ps_e,pe_w,pb_w,ps_w,pe_m,pb_m,ps_m,pe_a,pb_a,ps_a,roe,dyr,cap,open,close,low,high,pre_close,volume,money
2015-02-10,49.15,3.44,2.47,47.06,3.27,2.2,43.29,3.71,3.51,34.95,3.43,2.37,6.95,0.68,12054.66,,,,,,,
2015-02-11,49.68,3.47,2.48,47.38,3.29,2.22,44.11,3.79,3.54,33.94,3.38,2.5,6.95,0.68,12128.12,,,,,,,
2015-02-12,49.95,3.5,2.5,47.65,3.31,2.23,44.49,3.83,3.58,34.11,3.34,2.42,6.96,0.67,12236.61,,,,,,,
2015-02-13,50.77,3.56,2.55,48.61,3.38,2.28,45.63,3.88,3.64,34.64,3.4,2.56,6.96,0.66,12520.03,,,,,,,
2015-02-16,52.38,3.65,2.61,49.96,3.47,2.34,45.91,3.98,3.71,35.63,3.76,2.53,6.94,0.64,12877.09,,,,,,,
2015-02-17,52.44,3.67,2.63,50.14,3.49,2.35,47.38,3.96,3.77,35.73,3.69,2.55,6.96,0.63,13036.03,,,,,,,
2015-02-25,52.21,3.67,2.62,49.98,3.48,2.34,46.74,4.0,3.77,35.67,3.51,2.65,6.96,0.63,12983.66,,,,,,,
2015-02-26,52.67,3.7,2.64,50.57,3.52,2.36,47.22,4.03,3.78,35.93,3.79,2.56,6.96,0.63,13113.28,,,,,,,
2015-02-27,53.05,3.73,2.67,51.13,3.56,2.39,48.44,4.04,3.83,36.25,3.83,2.59,6.96,0.62,13270.95,,,,,,,
2015-03-02,54.42,3.83,2.73,52.41,3.65,2.45,49.6,4.13,3.92,37.35,3.84,2.66,6.96,0.6,13607.87,,,,,,,
2015-03-03,54.09,3.82,2.71,52.43,3.65,2.45,48.59,4.06,3.96,37.19,3.92,2.66,6.96,0.6,13601.89,,,,,,,
2015-03-04,55.01,3.87,2.74,52.95,3.69,2.47,48.85,4.11,4.06,37.61,3.79,2.7,6.96,0.6,13738.27,,,,,,,
2015-03-05,55.19,3.88,2.77,52.87,3.68,2.47,49.42,4.19,4.07,37.94,3.72,2.71,6.96,0.59,13811.28,,,,,,,
2015-03-06,54.28,3.82,2.73,52.05,3.62,2.44,47.05,4.16,4.07,37.19,3.66,2.66,6.95,0.61,13531.72,,,,,,,
2015-03-09,54.58,3.85,2.77,52.29,3.64,2.45,47.06,4.17,4.07,37.42,3.78,2.79,6.96,0.6,13579.17,,,,,,,
2015-03-10,55.48,3.9,2.8,53.02,3.68,2.48,49.7,4.25,4.11,37.89,4.01,2.84,6.94,0.6,13735.79,,,,,,,
2015-03-11,55.5,3.92,2.82,53.07,3.68,2.48,49.41,4.26,4.12,38.33,3.75,2.97,6.94,0.6,13762.02,,,,,,,
2015-03-12,55.09,3.89,2.8,53.0,3.68,2.48,48.69,4.21,4.06,37.96,3.91,2.82,6.94,0.6,13729.55,,,,,,,
2015-03-13,55.49,3.92,2.81,53.18,3.69,2.48,49.58,4.27,4.09,38.21,3.84,2.84,6.94,0.6,13787.49,,,,,,,
2015-03-16,56.64,4.02,2.87,54.17,3.79,2.55,51.55,4.38,4.17,40.89,3.94,2.91,6.99,0.58,14133.79,,,,,,,
2015-03-17,57.3,4.07,2.91,55.01,3.84,2.58,52.09,4.41,4.19,41.66,4.09,3.19,6.99,0.57,14320.52,,,,,,,
2015-03-18,58.34,4.15,2.98,55.18,3.91,2.63,52.36,4.44,4.23,40.27,3.98,3.0,7.09,0.56,14601.25,,,,,,,
2015-03-19,58.86,4.2,3.02,55.75,3.95,2.66,51.97,4.51,4.22,40.63,4.0,3.02,7.09,0.56,14760.15,,,,,,,
2015-03-20,58.96,4.22,3.02,55.88,3.97,2.67,50.58,4.55,4.24,40.79,4.02,3.27,7.11,0.55,14810.91,,,,,,,
2015-03-23,59.95,4.31,3.08,56.82,4.05,2.72,51.2,4.67,4.29,43.54,4.01,3.61,7.14,0.54,15105.91,,,,,,,
2015-03-24,59.92,4.31,3.08,57.11,4.09,2.74,52.49,4.65,4.3,45.05,3.92,3.48,7.15,0.54,15199.99,,,,,,,
2015-03-25,60.71,4.36,3.12,57.48,4.11,2.77,54.79,4.65,4.34,45.85,3.97,3.82,7.16,0.54,15293.55,,,,,,,
2015-03-26,60.09,4.32,3.11,57.17,4.09,2.75,53.27,4.58,4.4,47.24,3.94,3.11,7.15,0.54,15230.95,,,,,,,
2015-03-27,59.64,4.38,3.12,56.01,4.14,2.77,52.53,4.64,4.39,47.01,4.3,3.14,7.4,0.53,15391.93,,,,,,,
2015-03-30,60.81,4.43,3.14,57.52,4.23,2.82,55.28,4.63,4.47,46.28,4.34,3.17,7.35,0.52,15663.71,,,,,,,
2015-03-31,62.49,4.26,3.15,62.0,4.05,2.81,56.55,4.48,4.43,46.66,3.83,3.45,6.53,0.53,15622.24,,,,,,,
2015-04-01,65.06,4.43,3.25,64.41,4.21,2.92,59.22,4.67,4.49,48.33,4.0,4.19,6.54,0.5,16282.78,,,,,,,
2015-04-02,66.48,4.51,3.32,65.86,4.31,2.99,61.83,4.8,4.63,49.2,4.19,4.25,6.54,0.49,16692.11,,,,,,,
2015-04-03,67.24,4.57,3.36,66.67,4.36,3.02,62.11,4.92,4.69,50.11,4.49,4.33,6.54,0.49,16922.24,,,,,,,
2015-04-07,68.06,4.65,3.43,67.36,4.41,3.05,62.21,4.95,4.71,50.89,4.44,4.38,6.54,0.48,17076.92,,,,,,,
2015-04-08,67.46,4.64,3.41,66.99,4.38,3.03,60.44,5.02,4.61,50.76,4.31,4.34,6.55,0.49,16953.69,,,,,,,
2015-04-09,66.27,4.55,3.32,65.76,4.3,2.98,61.31,4.71,4.46,57.55,4.23,4.11,6.54,0.49,16651.82,,,,,,,
2015-04-10,67.45,4.65,3.4,66.99,4.39,3.04,63.47,4.86,4.63,56.18,4.32,4.35,6.55,0.48,16973.82,,,,,,,
2015-04-13,68.03,4.74,3.48,67.98,4.48,3.1,66.47,4.97,4.85,59.41,4.6,4.43,6.59,0.48,17297.24,,,,,,,
2015-04-14,68.44,4.76,3.48,68.88,4.53,3.14,65.91,5.03,4.67,54.3,4.28,4.42,6.58,0.47,17413.91,,,,,,,
2015-04-15,65.34,4.6,3.32,65.83,4.38,3.02,62.24,4.87,4.52,53.65,4.24,3.8,6.65,0.49,16837.16,,,,,,,
2015-04-16,67.1,4.71,3.39,68.2,4.53,3.13,65.27,4.9,4.73,55.07,4.23,4.19,6.65,0.47,17425.55,,,,,,,
2015-04-17,67.68,4.76,3.43,69.64,4.63,3.2,66.78,5.03,4.72,55.39,4.27,4.21,6.66,0.46,17760.05,,,,,,,
2015-04-20,66.39,4.7,3.36,68.83,4.65,3.19,65.09,4.97,4.59,51.34,4.2,4.11,6.75,0.46,17758.47,,,,,,,
2015-04-21,68.44,4.85,3.47,70.71,4.77,3.28,67.93,5.13,4.79,53.38,4.71,4.16,6.75,0.45,18214.54,,,,,,,
2015-04-22,70.24,4.97,3.56,73.59,4.96,3.4,68.97,5.2,4.96,54.87,4.59,4.12,6.73,0.44,18898.53,,,,,,,
2015-04-23,71.23,5.06,3.65,78.24,5.1,3.51,68.37,5.31,4.99,55.7,5.02,4.05,6.52,0.42,19535.89,,,,,,,
2015-04-24,70.78,5.02,3.6,78.1,5.09,3.5,66.22,5.31,4.99,55.22,4.75,4.02,6.52,0.42,19499.06,,,,,,,
2015-04-27,69.62,5.06,3.6,76.11,5.17,3.53,69.32,5.38,4.96,55.71,4.67,4.35,6.79,0.42,19774.24,,,,,,,
2015-04-28,66.83,4.87,3.44,73.42,5.01,3.41,65.9,5.25,4.7,53.14,4.52,4.01,6.82,0.43,19056.86,,,,,,,
2015-04-29,69.2,4.98,3.5,74.48,5.06,3.45,74.59,5.26,4.94,53.89,4.74,4.28,6.8,0.45,19289.44,,,,,,,
2015-04-30,69.11,4.99,3.47,75.81,5.12,3.48,71.97,5.49,4.96,54.89,4.99,3.96,6.76,0.45,19478.43,,,,,,,
2015-05-04,70.07,5.06,3.52,76.61,5.18,3.51,73.11,5.46,4.99,55.58,5.31,4.01,6.76,0.44,19688.43,,,,,,,
2015-05-05,67.74,4.87,3.37,73.17,4.94,3.35,71.72,5.34,4.92,53.55,5.23,4.02,6.76,0.47,18812.45,,,,,,,
2015-05-06,67.13,4.8,3.33,71.93,4.86,3.3,71.84,5.12,4.84,52.73,5.04,3.96,6.76,0.47,18538.45,,,,,,,
2015-05-07,65.66,4.7,3.24,70.53,4.77,3.23,71.37,5.13,4.61,51.98,4.71,3.87,6.76,0.48,18218.81,,,,,,,
2015-05-08,67.84,4.85,3.35,72.64,4.91,3.33,74.09,5.19,4.94,53.88,4.87,3.86,6.76,0.49,18775.85,,,,,,,
2015-05-11,70.94,5.07,3.5,77.07,5.2,3.54,75.17,5.39,5.12,56.48,5.24,4.04,6.75,0.46,19858.01,,,,,,,
2015-05-12,72.85,5.2,3.58,80.14,5.41,3.68,75.72,5.63,5.4,55.7,5.41,4.17,6.75,0.45,20611.35,,,,,,,
2015-05-13,73.14,5.22,3.58,79.7,5.38,3.66,78.76,5.65,5.38,56.03,5.45,3.86,6.75,0.45,20487.62,,,,,,,
2015-05-14,74.07,5.29,3.62,81.44,5.5,3.74,83.37,5.64,5.52,56.92,5.7,4.1,6.75,0.44,20897.73,,,,,,,
2015-05-15,73.68,5.26,3.59,81.02,5.46,3.71,83.23,5.46,5.36,56.77,5.41,4.08,6.74,0.44,20721.42,,,,,,,
2015-05-18,74.64,5.32,3.63,82.09,5.53,3.76,82.22,5.6,5.47,57.38,5.46,4.12,6.74,0.44,21018.66,,,,,,,
