,pe_e,pb_e,ps_e,pe_w,pb_w,ps_w,pe_m,pb_m,ps_m,pe_a,pb_a,ps_a,roe,dyr,cap,open,close,low,high,pre_close,volume,money
2011-08-02,31.23,3.0,1.63,20.56,2.65,1.04,38.04,3.32,3.47,30.8,2.73,2.95,12.89,1.03,45188.21,3212.117,3198.133,3155.606,3212.117,,2160416600.0,25135468218.0
2011-08-03,31.25,3.01,1.62,20.53,2.65,1.04,38.4,3.31,3.44,30.73,2.76,2.96,12.9,1.03,45083.32,3167.255,3193.178,3158.17,3204.819,3198.133,1912848400.0,23507959098.0
2011-08-04,31.39,3.02,1.63,20.65,2.66,1.05,38.43,3.34,3.46,31.31,2.81,2.96,12.89,1.03,45311.69,3200.276,3211.563,3198.872,3224.816,3193.178,1940757400.0,24168278936.0
2011-08-05,30.66,2.95,1.59,20.21,2.61,1.03,37.23,3.26,3.35,30.25,2.74,2.89,12.9,1.05,44343.64,3117.188,3142.359,3097.976,3163.731,3211.563,2484761800.0,28174948866.0
2011-08-08,28.99,2.78,1.5,19.17,2.47,0.98,35.0,3.08,3.13,28.88,2.56,2.75,12.91,1.11,42175.04,3097.283,2985.591,2927.645,3114.816,3142.359,3387843700.0,36983918807.0
2011-08-09,28.84,2.77,1.49,19.09,2.46,0.97,34.62,3.05,3.06,28.74,2.55,2.71,12.9,1.11,42046.69,2895.515,2975.839,2849.612,2994.465,2985.591,3024391000.0,32465865217.0
2011-08-10,29.14,2.8,1.5,19.3,2.49,0.98,34.99,3.07,3.09,28.63,2.6,2.69,12.91,1.1,42501.84,3025.697,3010.098,3005.711,3050.176,2975.839,2922142700.0,32970567354.0
2011-08-11,29.59,2.85,1.51,19.54,2.52,0.99,35.28,3.1,3.12,29.28,2.77,2.75,12.91,1.08,43056.54,2946.108,3045.506,2939.814,3045.907,3010.098,2829588100.0,29975114832.0
2011-08-12,29.92,2.88,1.53,19.74,2.56,1.0,35.63,3.14,3.24,29.31,2.76,2.78,12.94,1.09,43594.6,3063.559,3082.519,3062.469,3097.498,3045.506,3096408500.0,33305005782.0
2011-08-15,30.39,2.93,1.54,20.02,2.59,1.01,36.53,3.18,3.25,29.98,2.84,2.84,12.94,1.08,44209.4,3087.914,3130.166,3081.195,3130.653,3082.519,2606257000.0,30113813362.0
2011-08-16,30.08,2.9,1.53,19.64,2.57,1.0,36.45,3.15,3.23,29.72,2.78,2.85,13.07,1.09,43757.89,3136.36,3098.792,3090.76,3137.201,3130.166,2364667400.0,27449227642.0
2011-08-17,29.98,2.89,1.53,19.58,2.56,1.0,36.51,3.14,3.21,29.65,2.82,2.81,13.06,1.09,43641.96,3092.114,3087.9,3078.724,3109.549,3098.792,1952263700.0,22534442666.0
2011-08-18,29.45,2.84,1.5,19.24,2.52,0.98,35.58,3.1,3.19,28.93,2.72,2.76,13.08,1.12,42818.85,3086.13,3032.268,3031.339,3090.014,3087.9,2085854600.0,22586203884.0
2011-08-19,29.23,2.81,1.48,19.04,2.49,0.97,34.91,3.05,3.14,28.43,2.73,2.72,13.07,1.13,42397.56,2973.672,3002.235,2965.476,3004.4,3032.268,2122511300.0,22061887451.0
2011-08-22,29.02,2.8,1.47,18.85,2.47,0.96,34.58,3.05,3.09,28.14,2.7,2.74,13.09,1.14,42026.82,3000.082,2976.319,2966.77,3027.281,3002.235,1835813000.0,20172421217.0
2011-08-23,29.58,2.85,1.49,19.15,2.51,0.97,35.21,3.12,3.14,28.45,2.82,2.74,13.09,1.13,42738.9,2986.998,3025.791,2977.811,3025.791,2976.319,1862785400.0,20042413723.0
2011-08-24,29.43,2.85,1.48,19.03,2.5,0.97,35.37,3.12,3.13,28.84,2.69,2.73,13.15,1.13,42618.17,3041.246,3020.855,3015.097,3055.843,3025.791,2062992300.0,23473561687.0
2011-08-25,30.18,2.91,1.51,19.64,2.57,0.99,35.91,3.17,3.16,28.97,2.82,2.78,13.08,1.1,43745.04,3027.099,3095.152,3015.571,3095.214,3020.855,2853772800.0,29737012235.0
2011-08-26,30.32,2.92,1.51,20.07,2.57,0.98,36.35,3.2,3.17,29.12,2.77,2.78,12.8,1.1,43754.01,3082.52,3097.505,3076.098,3105.018,3095.152,2260647600.0,24322037292.0
2011-08-29,30.07,2.88,1.5,19.86,2.53,0.97,35.92,3.17,3.16,28.72,2.85,2.76,12.75,1.11,43127.59,3079.033,3056.0,3051.747,3079.033,3097.505,1996090400.0,22264040933.0
2011-08-30,29.83,2.86,1.48,19.71,2.52,0.96,35.6,3.12,3.09,28.45,2.84,2.7,12.76,1.12,42843.46,3075.762,3035.028,3033.181,3098.833,3056.0,2108979300.0,23832421059.0
2011-08-31,29.71,2.85,1.47,19.55,2.51,0.94,35.74,3.12,3.11,28.26,2.79,2.69,12.83,1.12,42712.0,3034.928,3025.889,3000.002,3048.909,3035.028,1695810500.0,18119901672.0
2011-09-01,29.54,2.84,1.46,19.4,2.49,0.94,35.44,3.12,3.13,28.55,2.78,2.68,12.84,1.13,42402.93,3031.775,3004.906,2995.023,3044.821,3025.889,1576563600.0,16764591665.0
2011-09-02,29.16,2.81,1.44,19.18,2.46,0.92,35.44,3.1,3.05,28.18,2.74,2.64,12.84,1.15,41867.04,2999.469,2969.371,2953.677,3008.213,3004.906,1483516900.0,15387365357.0
2011-09-05,28.43,2.74,1.41,18.73,2.4,0.9,34.21,3.0,2.97,27.21,2.69,2.6,12.84,1.17,40915.97,2943.894,2898.5,2898.086,2943.894,2969.371,1436109700.0,14659301300.0
2011-09-06,28.25,2.72,1.4,18.59,2.39,0.9,34.35,2.98,2.98,27.21,2.62,2.6,12.84,1.18,40643.41,2881.444,2876.462,2864.415,2898.549,2898.5,1311019800.0,13850479098.0
2011-09-07,28.89,2.78,1.43,18.96,2.43,0.91,35.14,3.06,3.05,28.07,2.67,2.62,12.83,1.16,41447.08,2888.7,2935.747,2882.515,2935.995,2876.462,1572437500.0,16271569586.0
