,pe,pb,dyr
2019-03-25,26.75,2.8,0.94
2019-03-26,26.09,2.73,0.96
2019-03-27,26.35,2.76,0.95
2019-03-28,26.13,2.74,0.96
2019-03-29,27.03,2.83,0.93
2019-04-01,28.04,2.93,0.89
2019-04-02,28.07,2.94,0.89
2019-04-03,28.29,2.96,0.89
2019-04-04,28.36,2.97,0.88
2019-04-08,28.15,2.95,0.89
2019-04-09,28.18,2.96,0.89
2019-04-10,28.16,2.95,0.89
2019-04-11,27.55,2.89,0.91
2019-04-12,27.55,2.89,0.91
2019-04-15,27.3,2.86,0.92
2019-04-16,27.83,2.92,0.9
2019-04-17,28.04,2.94,0.89
2019-04-18,27.86,2.92,0.9
2019-04-19,28.06,2.94,0.89
2019-04-22,27.72,2.91,0.9
2019-04-23,27.33,2.87,0.91
2019-04-24,27.61,2.9,0.91
2019-04-25,26.72,2.8,0.94
2019-04-26,26.24,2.75,0.95
2019-04-29,25.59,2.68,0.98
2019-04-30,25.79,2.7,1.02
2019-05-06,24.18,2.47,1.85
2019-05-07,24.58,2.51,1.08
2019-05-08,24.42,2.49,1.09
2019-05-09,24.08,2.46,1.1
2019-05-10,24.96,2.55,1.07
2019-05-13,24.64,2.52,1.08
2019-05-14,24.5,2.5,1.09
2019-05-15,25.07,2.56,1.06
2019-05-16,25.14,2.57,1.06
2019-05-17,24.34,2.49,1.09
2019-05-20,24.14,2.46,1.11
2019-05-21,24.6,2.51,1.08
2019-05-22,24.45,2.49,1.09
2019-05-23,23.85,2.43,1.12
2019-05-24,23.72,2.41,1.13
2019-05-27,24.24,2.47,1.1
2019-05-28,24.35,2.48,1.09
2019-05-29,24.36,2.48,1.09
2019-05-30,24.19,2.47,1.1
2019-05-31,24.19,2.47,1.14
2019-06-03,23.96,2.44,1.16
2019-06-04,23.63,2.41,1.17
2019-06-05,23.61,2.4,1.17
2019-06-06,23.12,2.35,1.2
2019-06-10,23.45,2.38,1.19
2019-06-11,24.27,2.47,1.14
2019-06-12,24.11,2.45,1.15
2019-06-13,24.17,2.46,1.15
2019-06-14,23.7,2.41,1.17
2019-06-17,23.68,2.41,1.17
2019-06-18,23.68,2.41,1.17
2019-06-19,24.09,2.45,1.15
2019-06-20,24.53,2.49,1.13
2019-06-21,24.86,2.52,1.12
2019-06-24,24.85,2.52,1.12
2019-06-25,24.6,2.5,1.13
2019-06-26,24.64,2.5,1.13
2019-06-27,24.93,2.53,1.12
2019-06-28,24.7,2.5,1.18
2019-07-01,25.53,2.59,1.14
2019-07-02,25.52,2.59,1.14
2019-07-03,25.15,2.56,1.15
2019-07-04,24.94,2.54,1.15
2019-07-05,25.05,2.55,1.15
2019-07-08,24.36,2.48,1.18
2019-07-09,24.38,2.49,1.18
2019-07-10,24.21,2.47,1.19
2019-07-11,24.17,2.47,1.19
2019-07-12,24.27,2.47,1.19
2019-07-15,24.5,2.5,1.17
2019-07-16,24.53,2.5,1.17
2019-07-17,24.57,2.51,1.17
2019-07-18,24.15,2.46,1.19
2019-07-19,24.32,2.48,1.18
2019-07-22,23.93,2.44,1.2
2019-07-23,24.18,2.46,1.19
2019-07-24,24.46,2.49,1.18
2019-07-25,24.67,2.51,1.17
2019-07-26,24.72,2.52,1.16
2019-07-29,24.74,2.52,1.16
2019-07-30,24.81,2.53,1.16
2019-07-31,24.71,2.52,1.18
2019-08-01,24.55,2.51,1.19
2019-08-02,24.1,2.46,1.2
2019-08-05,23.75,2.43,1.22
2019-08-06,23.36,2.38,1.24
2019-08-07,23.24,2.37,1.25
2019-08-08,23.43,2.39,1.24
2019-08-09,23.15,2.36,1.25
2019-08-12,23.62,2.41,1.23
2019-08-13,23.43,2.39,1.24
2019-08-14,23.58,2.4,1.23
2019-08-15,23.75,2.42,1.22
2019-08-16,23.89,2.44,1.22
2019-08-19,24.65,2.51,1.18
2019-08-20,24.65,2.51,1.18
2019-08-21,24.62,2.51,1.18
2019-08-22,24.67,2.52,1.18
2019-08-23,24.69,2.52,1.18
2019-08-26,24.5,2.5,1.18
2019-08-27,24.93,2.55,1.16
2019-08-28,24.87,2.55,1.16
2019-08-29,24.83,2.54,1.17
2019-08-30,24.58,2.51,1.18
2019-09-02,25.7,2.55,1.15
2019-09-03,25.97,2.58,1.14
2019-09-04,26.11,2.6,1.13
2019-09-05,26.37,2.62,1.12
2019-09-06,26.41,2.63,1.12
2019-09-09,26.93,2.68,1.1
2019-09-10,26.93,2.68,1.1
2019-09-11,26.7,2.66,1.11
2019-09-12,26.82,2.67,1.1
2019-09-16,26.92,2.68,1.1
2019-09-17,26.43,2.63,1.12
2019-09-18,26.54,2.64,1.11
2019-09-19,26.81,2.67,1.1
2019-09-20,26.86,2.67,1.1
2019-09-23,26.66,2.65,1.11
2019-09-24,26.72,2.66,1.11
2019-09-25,26.22,2.61,1.13
2019-09-26,25.6,2.54,1.16
2019-09-27,25.91,2.58,1.14
2019-09-30,25.65,2.55,1.14
2019-10-08,25.63,2.55,1.14
2019-10-09,25.84,2.57,1.13
2019-10-10,26.23,2.61,1.11
2019-10-11,26.29,2.61,1.11
2019-10-14,26.7,2.65,1.09
2019-10-15,26.35,2.62,1.11
2019-10-16,26.3,2.61,1.11
2019-10-17,26.36,2.62,1.11
2019-10-18,26.07,2.59,1.12
2019-10-21,26.05,2.59,1.12
2019-10-22,26.31,2.61,1.11
2019-10-23,26.11,2.59,1.12
2019-10-24,26.1,2.59,1.12
2019-10-25,26.39,2.62,1.11
2019-10-28,26.79,2.66,1.09
2019-10-29,26.53,2.64,1.1
2019-10-30,26.3,2.61,1.11
2019-10-31,26.06,2.59,1.11
2019-11-01,25.11,2.54,1.1
2019-11-04,25.27,2.55,1.09
2019-11-05,25.42,2.57,1.09
2019-11-06,25.19,2.54,1.1
2019-11-07,25.35,2.56,1.09
2019-11-08,25.33,2.56,1.09
2019-11-11,24.83,2.5,1.11
2019-11-12,24.91,2.51,1.11
2019-11-13,24.89,2.51,1.11
2019-11-14,25.06,2.53,1.1
2019-11-15,24.73,2.49,1.12
2019-11-18,24.92,2.51,1.11
2019-11-19,25.41,2.56,1.09
2019-11-20,25.22,2.54,1.09
2019-11-21,25.18,2.54,1.1
2019-11-22,24.78,2.5,1.11
2019-11-25,24.56,2.48,1.12
2019-11-26,24.64,2.48,1.12
2019-11-27,24.62,2.48,1.12
2019-11-28,24.55,2.48,1.13
2019-11-29,24.52,2.47,1.13
2019-12-02,24.57,2.48,1.12
2019-12-03,24.68,2.49,1.12
2019-12-04,24.72,2.49,1.12
2019-12-05,25.03,2.52,1.1
2019-12-06,25.25,2.55,1.09
2019-12-09,25.18,2.54,1.09
2019-12-10,25.25,2.55,1.09
2019-12-11,25.14,2.54,1.1
2019-12-12,25.09,2.53,1.1
2019-12-13,25.45,2.57,1.08
2019-12-16,25.88,2.61,1.06
2019-12-17,26.2,2.65,1.05
2019-12-18,26.22,2.66,1.05
2019-12-19,26.22,2.66,1.04
2019-12-20,26.06,2.64,1.05
2019-12-23,25.54,2.59,1.07
2019-12-24,25.91,2.63,1.06
2019-12-25,26.0,2.64,1.05
2019-12-26,26.17,2.65,1.05
2019-12-27,26.03,2.64,1.05
2019-12-30,26.26,2.66,1.04
2019-12-31,26.45,2.68,1.04
2020-01-02,27.02,2.74,1.02
2020-01-03,27.14,2.75,1.02
2020-01-06,27.32,2.77,1.01
2020-01-07,27.68,2.81,1.0
2020-01-08,27.32,2.77,1.01
2020-01-09,27.79,2.82,0.99
2020-01-10,27.76,2.81,0.99
2020-01-13,28.22,2.86,1.01
2020-01-14,28.22,2.86,0.98
2020-01-15,28.19,2.85,0.98
2020-01-16,28.16,2.85,0.98
2020-01-17,28.07,2.84,0.99
2020-01-20,28.5,2.88,0.97
2020-01-21,28.15,2.84,0.98
2020-01-22,13.62,2.87,0.98
