,open,close,high,low,volume,money,change,pe,pb,cap,dyr,roe
1999-12-30,1000.0,1000.0,1000.0,1000.0,2677.0,26699.0,0.0,27.22,3.65,404.0,,7.46
2000-01-04,1000.42,1024.38,1035.29,982.05,5261.0,52894.0,2.44,28.32,3.74,413.65,1.03,7.57
2000-01-05,1024.48,1028.22,1056.77,1007.8,6480.0,67396.0,0.38,28.38,3.75,415.06,1.02,7.57
2000-01-06,1025.37,1070.19,1076.78,1012.98,7527.0,77878.0,4.08,29.51,3.89,431.96,0.98,7.59
2000-01-07,1075.41,1104.79,1122.66,1062.37,12816.0,135988.0,3.23,30.61,4.01,446.83,0.95,7.63
2000-01-10,1111.81,1126.27,1144.58,1086.79,11189.0,131387.0,1.94,31.05,4.08,455.45,0.93,7.61
2000-01-11,1127.46,1076.1,1140.51,1061.11,8837.0,98785.0,-4.45,29.59,3.89,435.18,0.98,7.61
2000-01-12,1072.61,1045.81,1094.95,1030.8,6287.0,68530.0,-2.81,28.81,3.78,422.7,1.01,7.62
2000-01-13,1046.07,1039.79,1062.7,1022.0,4458.0,45859.0,-0.58,28.65,3.76,420.37,1.01,7.62
2000-01-14,1044.15,1033.03,1058.66,1018.25,3534.0,40533.0,-0.65,28.43,3.73,417.72,1.02,7.62
2000-01-17,1033.94,1052.99,1061.59,1018.8,4044.0,51889.0,1.93,28.95,3.79,425.64,1.0,7.64
2000-01-18,1056.85,1063.16,1093.68,1038.29,5086.0,60683.0,0.97,29.4,3.85,429.65,0.98,7.64
2000-01-19,1065.04,1068.01,1086.07,1046.9,4712.0,55479.0,0.46,29.87,3.83,434.58,0.97,7.8
2000-01-20,1069.39,1079.78,1092.0,1054.2,5288.0,62684.0,1.1,30.22,3.87,439.46,0.96,7.81
2000-01-21,1082.09,1082.78,1113.66,1057.54,7473.0,94739.0,0.28,30.29,3.88,440.79,0.96,7.81
2000-01-24,1084.03,1101.43,1122.62,1055.53,10120.0,125191.0,1.72,30.67,3.92,448.47,0.95,7.82
2000-01-25,1106.36,1094.52,1130.34,1073.25,6907.0,82385.0,-0.63,30.5,3.91,445.8,0.95,7.8
2000-01-26,1093.16,1097.6,1118.2,1072.45,5643.0,69259.0,0.28,30.61,3.92,447.02,0.95,7.81
2000-01-27,1104.71,1115.67,1139.27,1082.58,8737.0,112950.0,1.65,30.93,3.97,458.08,0.93,7.79
2000-01-28,1115.12,1135.44,1159.31,1087.67,11047.0,137011.0,1.77,31.32,4.02,466.27,0.92,7.79
