,pe_e,pb_e,ps_e,pe_w,pb_w,ps_w,pe_m,pb_m,ps_m,pe_a,pb_a,ps_a,roe,dyr,cap,open,close,low,high,pre_close,volume,money
2011-08-02,17.42,2.26,3.22,10.18,1.71,2.7,18.91,2.29,3.56,15.45,2.02,3.31,16.82,2.89,85155.34,3447.29,3447.849,3408.3,3450.511,,1223118200.0,10799727707.0
2011-08-03,17.48,2.27,3.23,10.19,1.71,2.7,18.7,2.28,3.56,15.5,2.03,3.33,16.82,2.89,85126.86,3420.768,3446.762,3416.555,3462.67,3447.849,1214286800.0,10767351984.0
2011-08-04,17.52,2.28,3.24,10.18,1.71,2.7,18.8,2.3,3.56,15.56,2.04,3.34,16.81,2.89,85013.38,3458.749,3446.349,3440.155,3480.249,3446.762,1019671600.0,9943847062.0
2011-08-05,17.23,2.23,3.17,10.02,1.68,2.65,18.36,2.23,3.52,15.62,2.0,3.28,16.8,2.94,83576.87,3366.639,3363.613,3353.35,3386.615,3446.349,1634447600.0,15334937198.0
2011-08-08,16.5,2.13,3.01,9.72,1.63,2.57,17.32,2.13,3.36,14.25,2.04,3.13,16.8,3.02,81439.65,3334.801,3254.656,3222.406,3365.137,3363.613,2271434600.0,19199709603.0
2011-08-09,16.49,2.14,3.02,9.8,1.65,2.59,17.19,2.16,3.36,14.15,2.0,3.12,16.83,3.0,81981.02,3182.156,3275.319,3164.922,3289.279,3254.656,2555925300.0,21281997944.0
2011-08-10,16.68,2.16,3.06,9.86,1.66,2.61,17.39,2.17,3.38,14.33,1.94,3.16,16.82,2.98,82414.54,3332.854,3299.52,3292.369,3348.249,3275.319,2209604500.0,18888902111.0
2011-08-11,16.94,2.2,3.1,9.99,1.68,2.64,17.8,2.21,3.46,14.58,2.02,3.22,16.82,2.95,83404.71,3249.209,3360.428,3246.108,3366.48,3299.52,2113382200.0,18692518159.0
2011-08-12,17.0,2.22,3.13,9.97,1.68,2.63,17.92,2.23,3.5,14.33,2.04,3.07,16.82,2.95,83314.02,3374.93,3354.644,3343.717,3377.86,3360.428,1917893600.0,16610811575.0
2011-08-15,17.27,2.25,3.17,10.16,1.71,2.69,18.13,2.26,3.52,14.5,1.97,3.11,16.82,2.9,84737.99,3361.852,3430.249,3346.204,3430.664,3354.644,2144166000.0,18499326278.0
