,open,close,high,low,volume,money,change,pe,pb,cap,dyr,roe
1999-12-30,1000.0,1000.0,1000.0,1000.0,1176.0,13196.0,0.0,37.96,3.2,210.12,,11.86
2000-01-04,1001.01,1024.9,1031.97,986.49,2892.0,32461.0,2.49,39.85,3.43,215.47,0.24,11.62
2000-01-05,1024.54,1029.68,1050.15,1010.1,3924.0,43916.0,0.47,40.05,3.45,216.5,0.24,11.61
2000-01-06,1024.58,1058.86,1063.14,1011.61,4633.0,53862.0,2.83,41.39,3.56,222.77,0.23,11.63
2000-01-07,1065.89,1101.92,1115.17,1056.46,9012.0,114008.0,4.07,43.0,3.7,232.02,0.22,11.62
2000-01-10,1108.84,1133.9,1151.82,1079.27,9100.0,114623.0,2.9,44.21,3.8,238.89,0.22,11.63
2000-01-11,1132.38,1078.49,1140.04,1062.52,6105.0,75946.0,-4.89,42.27,3.64,226.98,0.23,11.61
2000-01-12,1072.72,1047.47,1090.57,1034.58,4187.0,48921.0,-2.88,41.08,3.54,220.32,0.23,11.6
2000-01-13,1045.71,1038.99,1060.46,1027.97,2166.0,23783.0,-0.81,40.87,3.52,218.5,0.23,11.61
2000-01-14,1039.3,1026.18,1052.41,1017.22,1873.0,20286.0,-1.23,40.42,3.48,220.45,0.23,11.61
2000-01-17,1024.19,1042.91,1050.87,1010.33,2045.0,23380.0,1.63,41.1,3.54,219.5,0.23,11.61
2000-01-18,1043.99,1043.68,1063.47,1025.14,2321.0,27666.0,0.07,41.1,3.54,219.67,0.23,11.61
2000-01-19,1043.46,1057.25,1072.11,1034.98,3517.0,45419.0,1.3,41.5,3.57,222.58,0.23,11.62
2000-01-20,1058.95,1070.17,1087.31,1043.98,4193.0,53874.0,1.22,41.99,3.61,225.36,0.23,11.63
2000-01-21,1073.58,1066.12,1095.02,1048.28,5852.0,73214.0,-0.38,41.97,3.61,229.03,0.23,11.63
2000-01-24,1067.52,1095.26,1105.5,1044.3,6999.0,87998.0,2.73,42.93,3.69,230.85,0.22,11.63
