,pe_e,pb_e,ps_e,pe_w,pb_w,ps_w,pe_m,pb_m,ps_m,pe_a,pb_a,ps_a,roe,dyr,cap,open,close,low,high,pre_close,volume,money
2013-07-15,44.5,2.11,11.31,34.11,1.83,10.45,47.23,2.16,10.92,37.25,1.62,11.85,5.36,1.73,6745.04,,,,,,,
2013-07-16,44.74,2.12,11.37,34.28,1.83,10.5,47.38,2.17,10.96,37.45,1.69,11.91,5.35,1.72,6777.79,,,,,,,
2013-07-17,43.55,2.06,11.07,33.44,1.78,10.23,46.26,2.09,10.63,36.46,1.65,11.62,5.34,1.77,6585.24,,,,,,,
2013-07-18,42.73,2.03,10.88,32.71,1.74,10.0,45.58,2.05,10.41,35.85,1.62,11.43,5.33,1.81,6446.77,,,,,,,
2013-07-19,41.25,1.95,10.49,31.62,1.69,9.67,44.08,1.98,10.06,34.63,1.56,11.01,5.33,1.83,6228.1,,,,,,,
2013-07-22,41.87,1.98,10.65,32.17,1.72,9.84,44.48,2.0,10.25,35.16,1.59,11.18,5.33,1.84,6339.39,,,,,,,
2013-07-23,43.71,2.07,11.12,33.66,1.8,10.29,46.04,2.08,10.74,36.67,1.59,11.68,5.33,1.76,6637.83,,,,,,,
2013-07-24,43.33,2.05,11.03,33.31,1.78,10.19,46.33,2.05,10.57,36.39,1.64,11.59,5.34,1.77,6575.61,,,,,,,
2013-07-25,43.29,2.05,11.03,33.31,1.77,10.19,46.05,2.04,10.79,36.39,1.64,11.59,5.33,1.77,6576.14,,,,,,,
2013-07-26,42.75,2.03,10.88,32.93,1.76,10.07,45.24,2.02,10.62,35.92,1.56,11.43,5.33,1.78,6495.77,,,,,,,
2013-07-29,41.33,1.96,10.53,31.81,1.7,9.73,43.89,1.95,10.19,34.81,1.57,11.1,5.33,1.84,6280.21,,,,,,,
2013-07-30,42.31,2.01,10.79,32.55,1.74,9.95,44.78,1.99,10.45,35.62,1.61,11.39,5.33,1.79,6433.02,,,,,,,
2013-07-31,42.5,2.01,10.8,32.77,1.75,10.02,44.7,2.02,10.43,35.83,1.55,11.38,5.33,1.78,6463.01,,,,,,,
2013-08-01,43.94,2.08,11.16,33.96,1.81,10.38,46.11,2.09,10.92,37.03,1.6,11.75,5.33,1.72,6696.5,,,,,,,
2013-08-02,43.64,2.07,11.08,33.71,1.8,10.3,45.95,2.07,10.8,36.8,1.59,11.67,5.33,1.73,6646.31,,,,,,,
2013-08-05,44.22,2.09,11.23,34.19,1.82,10.46,46.51,2.1,10.99,37.29,1.61,11.82,5.33,1.71,6740.92,,,,,,,
2013-08-06,44.44,2.1,11.28,34.39,1.83,10.52,46.66,2.13,11.07,37.51,1.61,11.87,5.33,1.7,6778.79,,,,,,,
2013-08-07,43.98,2.08,11.17,34.03,1.81,10.4,46.52,2.09,10.88,37.13,1.6,11.77,5.33,1.72,6710.89,,,,,,,
2013-08-08,43.39,2.06,11.03,33.48,1.79,10.24,45.66,2.08,10.73,36.65,1.58,11.62,5.34,1.75,6605.15,,,,,,,
2013-08-09,44.05,2.08,11.16,33.92,1.81,10.37,46.09,2.11,10.96,37.17,1.6,11.74,5.33,1.73,6683.84,,,,,,,
2013-08-12,46.02,2.16,11.62,35.34,1.88,10.79,47.62,2.19,11.36,38.78,1.66,12.23,5.32,1.66,6945.28,,,,,,,
2013-08-13,45.93,2.15,11.6,35.3,1.87,10.77,47.6,2.17,11.32,38.65,1.66,12.19,5.31,1.66,6934.37,,,,,,,
2013-08-14,45.54,2.13,11.47,34.94,1.86,10.64,47.26,2.17,11.13,38.36,1.64,12.06,5.31,1.68,6854.68,,,,,,,
2013-08-15,44.8,2.1,11.28,34.38,1.83,10.47,46.69,2.14,10.94,37.8,1.61,11.88,5.31,1.71,6745.08,,,,,,,
