,open,close,high,low,volume,money,change,pe,pb,cap,dyr,roe
2014-02-21,997.46,993.69,1001.31,984.59,128770.0,1414920.0,-0.63,32.23,2.26,,1.04,14.26
2014-02-24,990.02,988.62,990.11,974.93,133553.0,1562565.0,-0.51,31.93,2.24,8346.4,1.05,14.25
2014-02-25,988.55,947.56,995.89,942.92,170849.0,2087092.0,-4.15,30.63,2.14,8022.49,1.1,14.31
2014-02-26,940.95,948.62,948.68,927.79,117665.0,1335511.0,0.11,30.62,2.15,8042.78,1.1,14.24
2014-02-27,949.72,935.81,959.72,934.93,133158.0,1482909.0,-1.35,30.2,2.12,7969.88,1.11,14.25
2014-02-28,933.9,949.71,949.84,925.76,110485.0,1205112.0,1.49,30.61,2.15,8066.32,1.1,14.24
2014-03-03,948.64,969.98,969.98,947.68,125655.0,1445586.0,2.13,31.26,2.2,8232.87,1.07,14.21
2014-03-04,965.17,967.41,969.92,955.26,119824.0,1391049.0,-0.26,31.18,2.19,8205.53,1.08,14.24
2014-03-05,969.34,964.42,972.79,961.59,118325.0,1298811.0,-0.31,31.09,2.18,8172.02,1.08,14.26
2014-03-06,961.58,963.49,965.33,948.04,109574.0,1233227.0,-0.1,31.08,2.18,8161.43,1.08,14.26
2014-03-07,962.79,958.59,969.41,953.77,113060.0,1255630.0,-0.51,30.97,2.17,8125.56,1.09,14.27
2014-03-10,951.6,924.72,951.66,923.55,124896.0,1306522.0,-3.53,29.87,2.09,7844.45,1.13,14.29
2014-03-11,920.52,923.83,928.85,915.25,100358.0,1055753.0,-0.1,29.83,2.09,7840.35,1.13,14.27
2014-03-12,921.58,923.14,929.59,909.15,97514.0,1052481.0,-0.08,29.78,2.09,7854.42,1.13,14.25
2014-03-13,922.98,936.1,936.16,922.83,90308.0,962807.0,1.4,30.21,2.12,7986.07,1.11,14.25
2014-03-14,935.54,935.63,943.77,928.99,106518.0,1035346.0,-0.05,30.2,2.12,7980.34,1.11,14.25
2014-03-17,935.12,954.62,954.8,933.45,115439.0,1230934.0,2.03,30.79,2.16,8134.32,1.09,14.25
2014-03-18,956.0,959.12,964.7,955.38,130792.0,1371045.0,0.47,30.84,2.17,8179.54,1.08,14.21
2014-03-19,957.97,958.45,958.51,947.14,128636.0,1388176.0,-0.07,30.78,2.17,8176.98,1.08,14.18
2014-03-20,956.68,935.71,962.25,935.71,146792.0,1473313.0,-2.37,30.06,2.12,8009.1,1.11,14.18
2014-03-21,929.88,950.85,953.12,924.6,154278.0,1461016.0,1.62,30.58,2.15,8148.02,1.09,14.22
2014-03-24,952.01,954.29,956.97,946.34,149039.0,1389832.0,0.36,30.74,2.16,8219.23,1.09,14.23
2014-03-25,952.57,956.03,958.94,950.2,122662.0,1254614.0,0.18,30.86,2.17,8236.27,1.08,14.22
2014-03-26,957.32,958.3,960.33,954.39,101125.0,1057315.0,0.24,30.13,2.17,8236.51,1.08,13.88
2014-03-27,958.72,942.36,959.08,942.36,116598.0,1222928.0,-1.66,29.63,2.13,8112.19,1.1,13.91
2014-03-28,939.55,924.34,941.52,922.26,113020.0,1179007.0,-1.91,29.04,2.09,7981.58,1.12,13.89
2014-03-31,923.35,916.92,925.81,911.48,89313.0,840864.0,-0.8,28.48,2.07,7902.93,1.14,13.76
2014-04-01,916.23,932.72,932.86,915.91,89711.0,860466.0,1.72,28.88,2.11,8066.32,1.12,13.69
2014-04-02,932.7,928.83,934.3,926.25,100943.0,928738.0,-0.42,28.76,2.1,8053.43,1.13,13.7
2014-04-03,933.06,927.09,935.9,923.49,112374.0,1030709.0,-0.19,28.64,2.09,8022.26,1.13,13.7
2014-04-04,923.64,934.59,934.78,922.75,84587.0,850650.0,0.81,28.88,2.11,8083.05,1.12,13.69
2014-04-08,930.09,947.35,947.35,928.96,107494.0,1074000.0,1.37,29.23,2.13,8173.06,1.11,13.72
2014-04-09,948.35,954.32,955.71,948.34,109462.0,1109678.0,0.74,29.41,2.15,8226.16,1.1,13.68
2014-04-10,955.65,959.29,963.23,953.76,137447.0,1317443.0,0.52,29.71,2.16,8279.98,1.1,13.75
2014-04-11,954.78,949.03,955.06,945.18,106522.0,1038657.0,-1.07,29.4,2.14,8191.05,1.11,13.74
2014-04-14,947.87,953.8,953.8,947.15,90896.0,935912.0,0.5,29.51,2.15,8221.0,1.1,13.73
2014-04-15,953.71,946.62,953.72,944.62,102325.0,1018809.0,-0.75,29.28,2.13,8140.69,1.11,13.75
2014-04-16,944.33,947.79,949.13,941.56,90498.0,883431.0,0.12,29.32,2.13,8155.96,1.11,13.77
2014-04-17,948.37,945.86,950.45,945.74,83207.0,845652.0,-0.2,29.29,2.13,8140.57,1.11,13.75
2014-04-18,944.33,947.56,947.64,940.89,91676.0,885512.0,0.18,29.34,2.14,8171.54,1.11,13.71
2014-04-21,940.45,932.42,947.56,931.87,103753.0,1048988.0,-1.6,28.88,2.1,8034.86,1.12,13.75
2014-04-22,930.35,927.75,934.87,915.21,93138.0,940777.0,-0.5,28.77,2.08,7996.41,1.12,13.83
2014-04-23,926.37,930.22,932.34,925.18,86334.0,813085.0,0.27,28.79,2.08,8023.2,1.08,13.84
2014-04-24,929.04,920.02,930.4,919.23,79653.0,827504.0,-1.1,28.47,2.06,7929.49,1.1,13.82
2014-04-25,919.33,902.34,920.56,901.79,80167.0,771511.0,-1.92,27.82,2.01,7784.81,1.16,13.84
2014-04-28,898.82,871.31,899.3,870.25,91925.0,856019.0,-3.44,26.73,1.94,7526.4,1.2,13.78
2014-04-29,869.17,882.09,882.14,868.64,71156.0,672884.0,1.24,27.06,1.96,7609.22,1.19,13.81
2014-04-30,881.47,886.15,887.01,879.27,61505.0,591788.0,0.46,27.12,1.96,7635.96,1.19,13.84
2014-05-05,888.44,894.33,894.33,883.4,81663.0,726638.0,0.92,27.78,1.98,7708.58,1.19,14.03
2014-05-06,894.18,900.71,905.14,893.05,76881.0,764673.0,0.71,28.0,1.99,7765.51,1.2,14.07
2014-05-07,897.83,889.81,900.16,889.78,88792.0,820491.0,-1.21,27.66,1.97,7685.2,1.22,14.04
2014-05-08,887.43,890.96,901.22,886.91,91712.0,842135.0,0.13,27.7,1.97,7693.46,1.22,14.06
2014-05-09,890.6,881.18,890.64,874.62,90099.0,842690.0,-1.1,27.4,1.95,7616.0,1.24,14.05
2014-05-12,886.58,900.33,900.33,881.9,119258.0,1032330.0,2.17,27.99,1.99,7783.71,1.21,14.07
2014-05-13,898.55,897.17,903.76,894.35,93024.0,854403.0,-0.35,27.89,1.99,7754.44,1.22,14.02
2014-05-14,895.75,895.98,898.88,892.83,72610.0,714189.0,-0.13,27.85,1.98,7736.98,1.22,14.07
2014-05-15,894.72,879.39,896.69,878.7,92496.0,872078.0,-1.85,27.33,1.95,7589.1,1.22,14.02
2014-05-16,877.3,879.14,881.21,869.47,86910.0,818545.0,-0.03,27.36,1.95,7589.28,1.21,14.03
2014-05-19,878.12,871.66,878.42,864.79,83381.0,759330.0,-0.85,27.14,1.93,7514.91,1.21,14.06
2014-05-20,875.86,873.63,882.16,871.5,78165.0,789375.0,0.23,27.02,1.92,7501.15,1.23,14.07
2014-05-21,871.12,879.89,879.93,864.35,74450.0,698351.0,0.72,27.4,1.95,7579.61,1.23,14.05
