,pe_e,pb_e,ps_e,pe_w,pb_w,ps_w,pe_m,pb_m,ps_m,pe_a,pb_a,ps_a,roe,dyr,cap,open,close,low,high,pre_close,volume,money
2013-07-15,5.43,0.97,2.1,5.46,1.03,2.19,5.5,0.96,2.1,4.39,0.91,2.04,18.87,4.94,57893.86,,,,,,,
2013-07-16,5.44,0.97,2.1,5.48,1.03,2.13,5.54,0.97,2.08,4.8,0.91,2.04,18.84,4.92,58045.59,,,,,,,
2013-07-17,5.38,0.96,2.08,5.45,1.03,2.12,5.49,0.96,2.05,4.74,0.9,1.85,18.84,4.97,57549.33,,,,,,,
2013-07-18,5.25,0.94,2.03,5.37,1.01,2.09,5.38,0.93,1.97,4.91,0.88,1.97,18.84,5.03,56814.15,,,,,,,
2013-07-19,5.16,0.92,1.99,5.33,1.01,2.07,5.32,0.92,1.94,5.2,0.86,1.93,18.88,5.29,56465.92,,,,,,,
2013-07-22,5.11,0.91,1.97,5.31,1.0,2.06,5.21,0.89,1.93,5.16,0.85,1.92,18.84,5.45,56240.0,,,,,,,
2013-07-23,5.22,0.93,2.02,5.36,1.01,2.09,5.33,0.91,1.99,4.88,0.87,1.79,18.84,5.41,56703.87,,,,,,,
2013-07-24,5.12,0.91,1.97,5.31,1.0,2.07,5.22,0.9,1.97,5.17,0.86,1.77,18.88,5.46,56246.37,,,,,,,
2013-07-25,5.11,0.91,1.97,5.3,1.0,2.07,5.25,0.9,1.98,5.16,0.86,1.76,18.86,5.48,56066.87,,,,,,,
2013-07-26,5.07,0.9,1.96,5.27,0.99,2.05,5.22,0.89,1.96,5.13,0.85,1.91,18.85,5.54,55830.09,,,,,,,
2013-07-29,4.96,0.88,1.91,5.19,0.98,2.02,5.11,0.88,1.92,5.02,0.83,1.56,18.84,5.63,54931.68,,,,,,,
2013-07-30,5.02,0.9,1.94,5.24,0.99,2.04,5.18,0.89,1.96,5.08,0.84,1.59,18.87,5.59,55542.96,,,,,,,
2013-07-31,5.03,0.9,1.94,5.23,0.99,2.04,5.21,0.89,1.95,5.08,0.84,1.89,18.86,5.81,55486.2,,,,,,,
2013-08-01,5.11,0.91,1.97,5.3,1.0,2.06,5.27,0.9,1.99,5.17,0.86,1.93,18.86,5.74,56137.62,,,,,,,
2013-08-02,5.1,0.91,1.97,5.28,1.0,2.06,5.27,0.9,1.98,5.15,0.85,1.92,18.86,5.75,56007.52,,,,,,,
2013-08-05,5.14,0.92,1.98,5.3,1.0,2.07,5.29,0.91,2.0,4.81,0.86,1.94,18.86,5.72,56345.58,,,,,,,
2013-08-06,5.13,0.91,1.98,5.29,1.0,2.06,5.28,0.91,1.99,5.19,0.86,1.93,18.84,5.74,56171.79,,,,,,,
2013-08-07,5.12,0.91,1.97,5.27,0.99,2.05,5.25,0.91,1.98,4.79,0.86,1.92,18.88,5.76,55932.25,,,,,,,
2013-08-08,5.11,0.91,1.97,5.26,0.99,2.05,5.22,0.91,1.98,4.78,0.85,1.92,18.84,5.77,55889.56,,,,,,,
2013-08-09,5.1,0.91,1.97,5.27,0.99,2.05,5.24,0.9,1.98,5.15,0.86,1.76,18.87,5.76,55943.24,,,,,,,
2013-08-12,5.25,0.94,2.03,5.38,1.01,2.09,5.35,0.94,2.04,3.97,0.88,1.98,18.84,5.65,57003.3,,,,,,,
2013-08-13,5.27,0.95,2.03,5.39,1.02,2.1,5.38,0.94,2.04,4.26,0.89,1.99,18.9,5.64,57190.33,,,,,,,
2013-08-14,5.24,0.94,2.02,5.37,1.02,2.09,5.37,0.93,2.04,3.97,0.88,1.97,18.93,5.65,57080.08,,,,,,,
2013-08-15,5.18,0.93,2.0,5.35,1.01,2.08,5.33,0.92,2.02,3.93,0.87,1.95,18.93,5.67,56810.33,,,,,,,
2013-08-16,5.23,0.94,2.02,5.38,1.02,2.09,5.35,0.94,2.02,3.96,0.88,1.81,18.98,5.64,57148.03,,,,,,,
2013-08-19,5.28,0.95,2.03,5.38,1.02,2.09,5.38,0.95,2.0,3.98,0.89,1.82,18.98,5.62,57314.07,,,,,,,
2013-08-20,5.27,0.95,2.03,5.37,1.02,2.09,5.34,0.96,2.01,4.24,0.89,1.99,18.97,5.64,57119.95,,,,,,,
2013-08-21,5.24,0.94,2.02,5.34,1.01,2.08,5.33,0.96,1.99,4.22,0.88,1.97,18.98,5.67,56875.44,,,,,,,
2013-08-22,5.21,0.94,2.01,5.32,1.01,2.07,5.31,0.96,1.99,4.46,0.88,1.97,19.01,5.68,56697.89,,,,,,,
2013-08-23,5.14,0.93,1.98,5.27,1.0,2.05,5.3,0.94,1.96,4.8,0.87,1.93,19.02,5.73,56272.33,,,,,,,
2013-08-26,5.22,0.95,2.01,5.33,1.01,2.07,5.28,0.96,2.0,4.48,0.88,1.96,19.02,5.66,56915.8,,,,,,,
2013-08-27,5.21,0.95,2.01,5.31,1.01,2.07,5.26,0.95,2.0,4.47,0.89,1.96,19.06,5.68,56741.72,,,,,,,
2013-08-28,5.18,0.94,1.99,5.28,1.01,2.05,5.21,0.94,1.98,4.83,0.88,1.94,19.07,5.71,56400.64,,,,,,,
2013-08-29,5.12,0.94,1.98,5.2,1.01,2.03,5.16,0.94,1.98,4.4,0.88,1.76,19.33,5.72,56359.16,,,,,,,
2013-08-30,5.11,0.95,1.97,5.14,1.01,2.01,5.14,0.94,1.96,4.39,0.89,1.92,19.63,5.69,56622.69,,,,,,,
2013-09-02,5.12,0.95,1.98,5.14,1.01,2.02,5.17,0.95,1.96,4.4,0.89,1.93,19.62,5.7,56585.31,,,,,,,
2013-09-03,5.21,0.97,2.02,5.22,1.03,2.05,5.27,0.97,2.01,4.47,0.9,1.96,19.64,5.62,57379.98,,,,,,,
2013-09-04,5.21,0.97,2.01,5.21,1.02,2.04,5.29,0.96,2.0,4.47,0.9,1.96,19.62,5.62,57339.66,,,,,,,
2013-09-05,5.23,0.97,2.02,5.24,1.03,2.05,5.38,0.96,2.11,4.23,0.91,1.97,19.68,5.6,57542.99,,,,,,,
2013-09-06,5.3,0.98,2.05,5.27,1.04,2.07,5.41,0.97,2.13,4.28,0.92,1.99,19.66,5.57,57907.04,,,,,,,
2013-09-09,5.72,1.06,2.21,5.66,1.11,2.22,5.72,1.07,2.3,4.61,0.99,2.15,19.65,5.21,61912.97,,,,,,,
2013-09-10,5.71,1.06,2.21,5.61,1.1,2.2,5.83,1.1,2.35,4.3,0.99,2.15,19.62,5.25,61370.27,,,,,,,
2013-09-11,5.69,1.06,2.2,5.58,1.1,2.19,5.79,1.1,2.35,4.59,0.99,2.14,19.63,5.28,61015.56,,,,,,,
2013-09-12,5.88,1.09,2.28,5.72,1.12,2.24,6.03,1.12,2.42,4.74,1.02,2.32,19.63,5.16,62459.81,,,,,,,
2013-09-13,5.8,1.07,2.24,5.62,1.1,2.2,5.95,1.1,2.38,4.67,1.01,2.28,19.63,5.24,61510.76,,,,,,,
2013-09-16,5.75,1.07,2.23,5.6,1.1,2.19,5.88,1.1,2.35,4.62,1.0,2.26,19.65,5.26,61308.95,,,,,,,
2013-09-17,5.6,1.04,2.17,5.48,1.07,2.14,5.63,1.06,2.26,4.49,0.97,2.21,19.62,5.38,59999.23,,,,,,,
2013-09-18,5.61,1.04,2.17,5.47,1.07,2.14,5.66,1.06,2.27,4.5,0.97,2.21,19.62,5.38,59936.85,,,,,,,
2013-09-23,5.63,1.04,2.18,5.49,1.08,2.15,5.71,1.06,2.28,4.51,0.97,2.11,19.62,5.36,60148.48,,,,,,,
2013-09-24,5.5,1.02,2.13,5.39,1.06,2.11,5.54,1.05,2.23,4.41,0.95,2.06,19.64,5.45,59131.8,,,,,,,
2013-09-25,5.47,1.01,2.12,5.38,1.06,2.11,5.5,1.04,2.22,4.09,0.95,1.89,19.66,5.47,58979.44,,,,,,,
2013-09-26,5.36,0.99,2.07,5.31,1.04,2.08,5.36,1.02,2.16,4.02,0.93,1.85,19.61,5.54,58173.89,,,,,,,
2013-09-27,5.39,1.0,2.08,5.32,1.04,2.09,5.38,1.02,2.17,4.03,0.93,1.86,19.59,5.53,58333.74,,,,,,,
2013-09-30,5.4,0.96,2.09,5.33,0.99,2.09,5.38,0.97,2.17,4.04,0.89,1.86,18.64,5.51,58514.65,,,,,,,
2013-10-08,5.45,0.97,2.11,5.37,1.0,2.1,5.4,0.98,2.18,4.37,0.9,2.04,18.66,5.49,58774.45,,,,,,,
2013-10-09,5.49,0.97,2.12,5.39,1.01,2.11,5.42,0.98,2.21,4.4,0.91,2.06,18.68,5.46,59032.27,,,,,,,
2013-10-10,5.4,0.96,2.09,5.33,0.99,2.09,5.38,0.96,2.17,4.33,0.89,2.02,18.65,5.52,58407.0,,,,,,,
2013-10-11,5.52,0.98,2.14,5.42,1.01,2.12,5.49,1.0,2.24,4.43,0.91,2.07,18.69,5.43,59432.43,,,,,,,
2013-10-14,5.47,0.97,2.12,5.38,1.0,2.11,5.43,0.98,2.21,4.09,0.9,2.05,18.65,5.47,59009.11,,,,,,,
2013-10-15,5.4,0.96,2.09,5.32,0.99,2.08,5.36,0.97,2.17,4.34,0.89,1.86,18.65,5.53,58299.22,,,,,,,
