,open,close,high,low,volume,money,change,pe,pb,cap,dyr,roe
1999-12-30,1000.0,1000.0,1000.0,1000.0,2265.0,24229.0,0.0,32.86,3.88,318.47,,8.47
2000-01-04,999.94,1024.64,1032.35,988.37,2446.0,29947.0,2.46,34.79,4.05,326.31,0.77,8.59
2000-01-05,1029.83,1029.26,1055.07,1016.36,2858.0,38678.0,0.45,34.98,4.07,327.79,0.76,8.59
2000-01-06,1027.92,1068.67,1074.18,1017.33,4915.0,69139.0,3.83,36.32,4.22,340.34,0.73,8.61
2000-01-07,1077.46,1110.33,1122.22,1071.85,9003.0,127109.0,3.9,37.73,4.39,353.61,0.71,8.59
2000-01-10,1121.88,1128.06,1147.96,1094.62,8664.0,124888.0,1.6,38.35,4.46,359.26,0.69,8.6
2000-01-11,1136.29,1100.37,1153.45,1079.79,12684.0,181562.0,-2.45,37.36,4.34,350.41,0.71,8.61
2000-01-12,1096.43,1077.06,1125.02,1058.79,8823.0,128825.0,-2.12,36.62,4.26,342.98,0.73,8.6
2000-01-13,1074.57,1065.91,1089.63,1048.85,5108.0,71428.0,-1.04,36.26,4.22,339.43,0.73,8.59
2000-01-14,1067.0,1050.7,1081.06,1039.63,4595.0,66179.0,-1.43,35.78,4.16,334.58,0.74,8.6
2000-01-17,1047.94,1067.68,1073.57,1029.56,3897.0,56075.0,1.62,36.36,4.23,339.98,0.73,8.6
2000-01-18,1067.43,1060.86,1086.27,1043.95,4771.0,67789.0,-0.64,36.22,4.21,337.8,0.74,8.6
2000-01-19,1061.35,1080.1,1098.15,1050.38,5366.0,77019.0,1.81,36.81,4.28,343.91,0.72,8.6
2000-01-20,1082.08,1101.26,1115.37,1069.22,6092.0,92441.0,1.96,37.57,4.37,350.67,0.7,8.6
2000-01-21,1104.04,1095.67,1124.64,1075.98,6665.0,100126.0,-0.51,37.36,4.34,348.87,0.7,8.61
2000-01-24,1102.49,1114.25,1130.02,1073.31,8627.0,136144.0,1.7,38.02,4.42,354.78,0.69,8.6
2000-01-25,1118.72,1106.62,1143.26,1086.71,6853.0,108241.0,-0.68,37.76,4.39,352.35,0.7,8.6
2000-01-26,1119.83,1119.97,1155.7,1089.46,6677.0,111037.0,1.21,38.19,4.4,356.61,0.69,8.68
2000-01-27,1122.71,1122.66,1145.81,1096.72,6851.0,109935.0,0.24,38.51,4.39,362.34,0.69,8.77
2000-01-28,1131.67,1145.8,1162.43,1105.46,8733.0,146355.0,2.06,39.3,4.48,369.8,0.67,8.77
2000-02-14,1179.01,1244.34,1251.7,1163.18,11434.0,183610.0,8.6,42.7,4.86,401.6,0.62,8.79
