,pe_e,pb_e,ps_e,pe_w,pb_w,ps_w,pe_m,pb_m,ps_m,pe_a,pb_a,ps_a,roe,dyr,cap,open,close,low,high,pre_close,volume,money
2014-07-21,52.77,3.6,4.55,47.17,3.72,4.57,49.27,3.74,6.85,41.45,3.08,6.46,7.88,0.49,2224.88,1720.36,1707.28,1695.9,1723.39,,134228084.0,2407479265.0
2014-07-22,53.37,3.63,4.62,47.61,3.75,4.61,49.77,3.79,6.91,41.85,3.3,6.52,7.88,0.49,2249.04,1705.46,1723.13,1703.02,1727.45,1707.28,130991953.0,2200402560.0
2014-07-23,52.12,3.57,4.54,46.75,3.69,4.53,47.61,3.7,6.73,40.97,3.23,6.37,7.89,0.5,2209.21,1725.67,1692.33,1688.9,1727.45,1723.13,143747352.0,2462658749.0
2014-07-24,51.48,3.55,4.52,46.31,3.67,4.49,46.07,3.72,6.46,40.6,3.58,6.25,7.92,0.5,2193.11,1694.33,1679.39,1657.51,1694.58,1692.33,186447562.0,2896291617.0
2014-07-25,52.32,3.61,4.61,46.91,3.72,4.5,47.46,3.79,6.68,41.27,3.63,6.33,7.92,0.49,2226.14,1681.84,1704.5,1681.83,1711.68,1679.39,201349561.0,2990761561.0
2014-07-28,53.47,3.68,4.7,47.91,3.8,4.6,48.54,3.87,6.79,42.24,3.32,6.46,7.92,0.48,2276.84,1710.99,1738.12,1707.68,1740.57,1704.5,354420622.0,4287150598.0
2014-07-29,53.98,3.71,4.74,48.39,3.83,4.64,49.7,3.9,6.82,45.82,3.35,6.52,7.92,0.5,2300.7,1739.27,1754.19,1732.51,1761.36,1738.12,289091565.0,4101237394.0
2014-07-30,54.35,3.73,4.74,48.62,3.85,4.66,49.94,4.09,6.8,42.9,3.18,6.57,7.91,0.5,2310.65,1754.4,1765.6,1748.04,1766.24,1754.19,245240158.0,3688128342.0
2014-07-31,53.94,3.74,4.73,48.33,3.85,4.64,50.15,4.1,6.92,42.81,3.38,6.55,7.97,0.5,2315.4,1768.57,1769.02,1756.93,1772.86,1765.6,187022990.0,2850441111.0
2014-08-01,53.72,3.71,4.7,48.12,3.83,4.63,50.12,4.15,6.94,39.76,3.56,6.57,7.97,0.5,2304.17,1766.31,1758.75,1754.28,1781.3,1769.02,284218984.0,4116872863.0
