,open,close,high,low,volume,money,change,pe,pb,cap,dyr,roe
2014-02-21,3838.7,3836.72,3868.23,3793.22,102110.0,1163583.0,-0.25,44.98,2.99,,0.69,15.04
2014-02-24,3814.27,3855.65,3855.65,3766.82,99771.0,1192565.0,0.49,45.21,3.01,6455.37,0.69,15.02
2014-02-25,3871.38,3682.94,3900.39,3661.88,150746.0,1841712.0,-4.48,43.19,2.87,6185.11,0.72,15.05
2014-02-26,3667.82,3740.83,3740.83,3632.55,121010.0,1424762.0,1.57,43.86,2.92,6275.91,0.71,15.02
2014-02-27,3763.76,3741.0,3886.78,3735.84,161712.0,1864555.0,0.0,43.86,2.92,6296.8,0.71,15.02
2014-02-28,3726.88,3809.64,3810.32,3693.01,133469.0,1465213.0,1.83,44.6,2.97,6405.9,0.7,15.02
2014-03-03,3817.29,3891.22,3891.55,3809.02,127317.0,1499109.0,2.14,45.55,3.03,6543.45,0.68,15.03
2014-03-04,3865.39,3877.57,3880.67,3828.09,119845.0,1471731.0,-0.35,45.42,3.02,6512.62,0.68,15.04
2014-03-05,3895.55,3850.37,3900.91,3840.97,120615.0,1440107.0,-0.7,45.1,3.0,6477.94,0.69,15.03
2014-03-06,3839.97,3842.53,3850.22,3764.11,109069.0,1316864.0,-0.2,45.05,3.0,6476.68,0.69,15.02
2014-03-07,3836.76,3859.29,3879.81,3825.47,115662.0,1351135.0,0.44,45.22,3.01,6515.66,0.69,15.02
2014-03-10,3822.85,3689.37,3822.91,3681.75,119706.0,1346678.0,-4.4,43.07,2.88,6250.87,0.72,14.95
2014-03-11,3674.73,3642.33,3692.35,3603.16,93102.0,1065269.0,-1.28,42.54,2.88,6189.42,0.73,14.77
2014-03-12,3628.08,3620.33,3651.54,3548.86,83064.0,937612.0,-0.6,42.13,2.85,6141.8,0.73,14.78
2014-03-13,3622.34,3671.41,3672.59,3620.78,71014.0,792678.0,1.41,42.54,2.89,6232.55,0.72,14.72
2014-03-14,3657.03,3657.42,3676.2,3630.11,62451.0,694063.0,-0.38,42.38,2.88,6202.92,0.72,14.72
2014-03-17,3657.43,3744.63,3744.63,3647.46,75674.0,874674.0,2.38,43.43,2.95,6331.71,0.71,14.72
2014-03-18,3752.22,3766.29,3800.29,3749.6,89390.0,1057485.0,0.58,43.59,2.96,6360.77,0.7,14.73
2014-03-19,3764.01,3744.2,3764.12,3708.96,91085.0,1054610.0,-0.59,43.87,2.93,6323.82,0.71,14.97
2014-03-20,3732.62,3619.96,3749.35,3619.96,95625.0,1095380.0,-3.32,42.29,2.83,6127.51,0.73,14.94
2014-03-21,3603.66,3693.87,3695.76,3563.97,92940.0,984786.0,2.04,43.17,2.89,6246.11,0.72,14.94
